id,tenant_id,user_id,action,entity_type,entity_id,metadata,created_at,resource_type,resource_id,payload
1f53ad42-e118-4310-beeb-168827cc4772,3f5d8054-8479-49d1-977c-63974248d2f3,504f3bb3-f0ac-4d9e-b2c3-3464c22ad472,permission_changed,project,2fad4e87-6825-4b52-b658-2df5b624482f,"{""ip_address"":""187.119.25.161"",""source"":""web""}",2025-12-12T04:44:49+05:30,project,2fad4e87-6825-4b52-b658-2df5b624482f,"{""after"":{""action"":""permission_changed""},""before"":{},""compliance_hold"":false}"
d8c8f34e-6989-4749-98dd-760be0846031,da6738c9-e289-4a48-b693-62eb13a90a13,0b175913-e558-4444-91df-8be6b3e73d4b,updated,document,407df323-bce8-42f2-a740-d85b2ba3182d,"{""ip_address"":""103.143.213.71"",""source"":""web""}",2026-04-15T11:59:51+05:30,document,407df323-bce8-42f2-a740-d85b2ba3182d,"{""after"":{""action"":""updated""},""before"":{},""compliance_hold"":false}"
de9e0b5e-01e1-4349-8bd6-a20a471cb8ae,8862903d-4eca-400b-9890-3bdd2f0fb37e,1377c1fa-85a9-4978-9203-efdb06f827fb,login,agent,f969f78b-14bd-405f-b679-4b6028e7484e,"{""ip_address"":""103.147.232.40"",""source"":""system""}",2025-06-23T10:48:24+05:30,agent,f969f78b-14bd-405f-b679-4b6028e7484e,"{""after"":{""action"":""login""},""before"":{},""compliance_hold"":false}"
496c6184-0fba-4a74-a319-d425500e9967,ec7abb31-3192-49bf-82f6-115ab1fe4b79,fbc0d599-c3ec-4cf3-a4bb-812956b5175b,logout,report,c01c8f71-c007-4f90-8ab3-b3b19bbfae2d,"{""ip_address"":""103.213.130.101"",""source"":""web""}",2025-07-29T12:09:04+05:30,report,c01c8f71-c007-4f90-8ab3-b3b19bbfae2d,"{""after"":{""action"":""logout""},""before"":{},""compliance_hold"":false}"
671dfff4-4329-4229-aec0-87c5395950d1,cf2e74d8-56fb-4ba2-8364-3cd470066842,ae97c30b-6417-43c9-b99e-b1db532c3ed1,created,project,624c4af3-cd44-42f1-bb9b-4254331ea5f2,"{""ip_address"":""103.64.93.22"",""source"":""api""}",2025-10-18T11:29:30+05:30,project,624c4af3-cd44-42f1-bb9b-4254331ea5f2,"{""after"":{""action"":""created""},""before"":{},""compliance_hold"":false}"
0e224568-aed7-43ba-acd9-f7432aab1005,cf3aafb9-9704-4b6c-9042-342e3387190b,8c8e3ce2-05eb-4aa3-92dd-467b7df49e51,logout,report,2cdd4a96-10df-4cfc-9842-f85f11cbd1c0,"{""ip_address"":""103.200.55.221"",""source"":""api""}",2025-09-30T02:56:14+05:30,report,2cdd4a96-10df-4cfc-9842-f85f11cbd1c0,"{""after"":{""action"":""logout""},""before"":{},""compliance_hold"":false}"
2c54e577-49ff-4d6b-868e-ba73f6effe58,045fb603-f5ad-48a8-b9ea-52f980d7b82e,d40ac3d7-8876-468f-bf70-d1fe81d7f2db,updated,report,63e8227d-e252-419f-b906-24d8b7a9450e,"{""ip_address"":""103.70.162.190"",""source"":""system""}",2026-05-02T10:26:43+05:30,report,63e8227d-e252-419f-b906-24d8b7a9450e,"{""after"":{""action"":""updated""},""before"":{},""compliance_hold"":false}"
57a71d51-aed2-44d0-a3b7-c63eeba6a0b9,8cd7f9fc-a76a-4563-ba04-8dc6125440cb,430cc949-38e6-49ec-ad18-354930adfb9c,created,conversation,03a205bc-e1fb-4a08-aa97-dfe97b5c90d4,"{""ip_address"":""97.78.28.250"",""source"":""web""}",2025-06-26T06:59:08+05:30,conversation,03a205bc-e1fb-4a08-aa97-dfe97b5c90d4,"{""after"":{""action"":""created""},""before"":{},""compliance_hold"":false}"
b91e86c3-56c0-4901-8121-7b0ce090701f,a8f6c877-56bc-4654-b392-5d5a48153f9f,c437aa62-ed02-45e1-a3c6-e4ac3a98da75,created,conversation,33ba7ba0-8708-4420-bdd4-55ad44015573,"{""ip_address"":""103.68.177.112"",""source"":""web""}",2026-03-09T11:30:35+05:30,conversation,33ba7ba0-8708-4420-bdd4-55ad44015573,"{""after"":{""action"":""created""},""before"":{},""compliance_hold"":false}"
619ef5ad-cfed-4e0d-8f54-345579f9ab60,cd463de4-1777-4050-a5af-d75270913214,5d7fbe3c-03b8-454c-9390-70d456a061cc,exported,agent,c9f55e10-0d8b-41ea-a8bc-bf0541f2f910,"{""ip_address"":""103.227.43.189"",""source"":""web""}",2026-04-07T13:41:28+05:30,agent,c9f55e10-0d8b-41ea-a8bc-bf0541f2f910,"{""after"":{""action"":""exported""},""before"":{},""compliance_hold"":false}"
79bd6fef-092c-4f43-a3c8-994a3b95f79e,0f8551b9-21f0-444d-bb94-f8e6ce83a02a,83467ed1-1f36-4ad2-9508-38a40678e591,logout,conversation,c17cd950-3107-4027-bb75-8fd2f82966cc,"{""ip_address"":""103.116.152.6"",""source"":""web""}",2026-05-08T02:17:00+05:30,conversation,c17cd950-3107-4027-bb75-8fd2f82966cc,"{""after"":{""action"":""logout""},""before"":{},""compliance_hold"":false}"
bd0b8b9a-3837-40af-840c-c1229d5c51eb,361ec804-5f67-46f8-af84-b36591ad5a1e,87be52c6-c4f9-4e8f-b0e8-0a46aa060a00,updated,project,fec9397e-e6ec-4996-9858-41954a0a99ca,"{""ip_address"":""103.29.154.145"",""source"":""system""}",2025-08-10T13:34:27+05:30,project,fec9397e-e6ec-4996-9858-41954a0a99ca,"{""after"":{""action"":""updated""},""before"":{},""compliance_hold"":false}"
50fb7ed5-5c5b-484a-a72e-756a5176f315,bb0b6ebc-700e-492c-a3db-dcb71f31df4e,29c6568a-5096-4e0d-b9b1-85d1359146e4,archived,report,dfb5439d-ad4f-4bd6-b104-0a0f9cc3903e,"{""ip_address"":""103.164.182.104"",""source"":""web""}",2026-03-30T05:44:59+05:30,report,dfb5439d-ad4f-4bd6-b104-0a0f9cc3903e,"{""after"":{""action"":""archived""},""before"":{},""compliance_hold"":false}"
0bbb0ea3-63b6-41dc-ad4d-c358498b0b01,3b81a107-5ebd-4908-8237-4e4bda650072,68a8986a-4581-4681-8057-fc1c3820db3e,permission_changed,conversation,aafe9146-9b2c-4e58-b0dd-66d075c37045,"{""ip_address"":""103.249.40.132"",""source"":""api""}",2026-03-08T10:04:26+05:30,conversation,aafe9146-9b2c-4e58-b0dd-66d075c37045,"{""after"":{""action"":""permission_changed""},""before"":{},""compliance_hold"":false}"
020bc8a7-2491-4a7a-8eff-b40cf4b0328a,3a272d07-4ef8-4922-a68a-343a25aee0d1,5a1b9a6d-114a-4339-b24b-97237c0bffef,updated,document,5efc99d5-8a88-4a44-b70b-ab63c81fcb07,"{""ip_address"":""103.164.128.253"",""source"":""api""}",2026-04-10T03:02:53+05:30,document,5efc99d5-8a88-4a44-b70b-ab63c81fcb07,"{""after"":{""action"":""updated""},""before"":{},""compliance_hold"":false}"
c397ba28-b01c-44a7-a117-aa21b0c09acc,2104aa37-f64a-421d-93d0-ede13b4b2068,8ac72e51-dea9-45ce-bd27-ebb125d617f1,logout,agent,7dd6a901-f8cc-411c-9679-58c21fe26c53,"{""ip_address"":""186.155.123.45"",""source"":""system""}",2025-12-09T11:51:21+05:30,agent,7dd6a901-f8cc-411c-9679-58c21fe26c53,"{""after"":{""action"":""logout""},""before"":{},""compliance_hold"":false}"
1f041b0a-c74c-48c1-b973-d1cbdafcaab6,4ccd129b-0628-44fa-b355-3016b9afee2d,6cfb77d6-25d4-491f-97ed-ff78b79192cd,logout,tenant_api_key,d2a29ddf-c91c-4539-b69f-02ad3a9e5c3f,"{""ip_address"":""103.226.155.217"",""source"":""system""}",2026-01-15T06:13:47+05:30,tenant_api_key,d2a29ddf-c91c-4539-b69f-02ad3a9e5c3f,"{""after"":{""action"":""logout""},""before"":{},""compliance_hold"":false}"
9774aaa1-e296-4994-a6b6-59e7eb75cba6,ec090cd7-ac9b-44cc-9711-497d8535619f,7f2ae681-178d-42f1-846d-81b67ee17e9c,login,task,d937dc59-7899-43e4-bb6e-2bc31ad2883c,"{""ip_address"":""103.162.16.165"",""source"":""api""}",2025-12-24T15:48:50+05:30,task,d937dc59-7899-43e4-bb6e-2bc31ad2883c,"{""after"":{""action"":""login""},""before"":{},""compliance_hold"":false}"
f5612598-2110-49ed-a74a-002925db4c30,748af878-01d2-451b-9265-dc502ac22cf8,8aa3a0bf-520d-42b1-a87d-831b9d30cf83,login,agent,64c2cccf-f34f-474b-8e0a-aebe8e61621b,"{""ip_address"":""103.190.207.50"",""source"":""api""}",2026-04-05T09:27:34+05:30,agent,64c2cccf-f34f-474b-8e0a-aebe8e61621b,"{""after"":{""action"":""login""},""before"":{},""compliance_hold"":false}"
2cf1ba85-b5df-4fc1-95d1-29eed853a155,35ab8bd8-2be7-4984-b9af-dcbcf133b6ae,876d2f11-d60c-4166-a9a2-ecc2dd8c5a26,exported,document,d9276910-29c6-481d-a715-6592da9e3022,"{""ip_address"":""103.104.12.122"",""source"":""system""}",2025-08-13T14:01:14+05:30,document,d9276910-29c6-481d-a715-6592da9e3022,"{""after"":{""action"":""exported""},""before"":{},""compliance_hold"":false}"
a25ee275-9e21-47da-b30f-b010ad772f47,55e703ee-2b2f-4bf2-af8a-a0c9ad62f47c,4b39dd9e-31f2-4087-ae16-909b2b024437,login,agent,95d5fac2-7b31-4a8f-afe7-40feaca37fff,"{""ip_address"":""103.146.233.144"",""source"":""api""}",2025-09-03T20:57:50+05:30,agent,95d5fac2-7b31-4a8f-afe7-40feaca37fff,"{""after"":{""action"":""login""},""before"":{},""compliance_hold"":false}"
a78a1643-26e4-44fb-8461-0bb7622648c5,2241cc2b-e0c4-44b7-a10c-e6d59b325a81,6da24519-c33a-4ffe-9c89-fdd054cec810,created,task,7072acb7-aa89-4fff-aea5-0f1e8b7b3174,"{""ip_address"":""103.190.211.239"",""source"":""web""}",2025-07-29T18:22:14+05:30,task,7072acb7-aa89-4fff-aea5-0f1e8b7b3174,"{""after"":{""action"":""created""},""before"":{},""compliance_hold"":false}"
0a6f1b34-72f3-46ba-8201-fcc68f5926f0,5e039438-4d84-4b12-a605-4afaad796d01,304555dd-fe06-4af4-bb27-d0ab3c4066ac,logout,conversation,63edb73d-3e36-4825-9df0-918df5c37db4,"{""ip_address"":""103.76.161.224"",""source"":""api""}",2026-02-03T00:15:31+05:30,conversation,63edb73d-3e36-4825-9df0-918df5c37db4,"{""after"":{""action"":""logout""},""before"":{},""compliance_hold"":false}"
f603473c-75a9-4b30-b9e4-ec0e3d07bb18,0ac161af-fc62-4014-be0f-5dfe09050d81,05581820-aadc-45e0-9dff-1935b79c0d2a,created,report,2a4bdcba-0b34-4258-9b4b-e44aac279db1,"{""ip_address"":""103.243.180.196"",""source"":""web""}",2026-01-17T03:46:26+05:30,report,2a4bdcba-0b34-4258-9b4b-e44aac279db1,"{""after"":{""action"":""created""},""before"":{},""compliance_hold"":false}"
