id,tenant_id,metric_month,metric_name,metric_value,dimensions,created_at
5f10e77d-320f-43dc-8319-94c3a8f2a4cd,5f1b5b6d-6274-4108-a2b8-89f261ec066d,2025-09-01,trial_to_paid_conversion,73741,"{""plan"":""starter"",""segment"":""smb""}",2026-06-22T18:00:00+05:30
44103ce8-cc77-4101-9798-849f6b7a7825,ce273bcc-1ec5-4abe-8681-06387063ca9e,2025-09-01,retention_rate,0.6527,"{""plan"":""free"",""segment"":""enterprise""}",2026-06-22T18:00:00+05:30
a43625f8-4d84-4263-b47f-1dd3a86d8b9d,b8774f84-bb5a-4bee-97de-89fb54316abe,2025-09-01,churn_rate,0.7892,"{""plan"":""business"",""segment"":""smb""}",2026-06-22T18:00:00+05:30
56cb8271-b02a-44f6-8b1a-9f8c640430aa,c684d91a-6201-4bd2-9057-7e80cdcdd351,2025-11-01,messages_sent,1383,"{""plan"":""free"",""segment"":""mid_market""}",2026-06-22T18:00:00+05:30
810ec421-95cf-4224-b272-2f1502a2c550,2f15628c-1810-4467-a2a1-151a0dea2cf6,2025-10-01,agent_resolution_rate,0.5999,"{""plan"":""free"",""segment"":""smb""}",2026-06-22T18:00:00+05:30
a3452b52-7c81-4766-b7fe-c96cf06b95ce,39a80d82-897c-4af7-bb77-ba9a9700fbed,2025-09-01,document_index_success_rate,0.438,"{""plan"":""enterprise"",""segment"":""mid_market""}",2026-06-22T18:00:00+05:30
c846c223-a99c-4217-ab9f-8af8821667e7,e7d10b76-1ec6-4ae7-a84d-b1deb75e0ef2,2025-10-01,daily_active_users,14464,"{""plan"":""enterprise"",""segment"":""smb""}",2026-06-22T18:00:00+05:30
bbcf35f4-30d0-48cd-8a44-104eb4f31d91,51b963e8-8d1d-4ce9-a27e-30659a8f7bb4,2025-10-01,monthly_active_users,75374,"{""plan"":""starter"",""segment"":""smb""}",2026-06-22T18:00:00+05:30
0ae1e855-896e-46b6-a207-0e24b640ccea,4debaf3a-418d-437b-9518-716876df32b3,2026-04-01,session_duration_seconds,49798,"{""plan"":""growth"",""segment"":""enterprise""}",2026-06-22T18:00:00+05:30
aea64dab-3ed6-45ae-be5e-ed48af7df637,bde77204-3168-471d-bcc9-710de5224e45,2025-10-01,login_frequency,26985,"{""plan"":""growth"",""segment"":""enterprise""}",2026-06-22T18:00:00+05:30
df5adab3-5e4e-4d60-92d7-26fd3f129758,36d7d52a-c0c9-4e4a-b43d-4dbdddda18fd,2026-02-01,api_calls,71019,"{""plan"":""business"",""segment"":""smb""}",2026-06-22T18:00:00+05:30
b4ac41dd-36d8-4a8d-a673-4f91c813a9a3,b447395e-d2fa-4597-a7ad-cf3a02ca56c3,2026-06-01,error_rate,0.4154,"{""plan"":""free"",""segment"":""mid_market""}",2026-06-22T18:00:00+05:30
2f676105-5369-4767-8ddc-48601f5393c2,e4f5f206-9232-429b-9d18-71e1e2b744b7,2026-03-01,lead_conversion_rate,0.3296,"{""plan"":""enterprise"",""segment"":""smb""}",2026-06-22T18:00:00+05:30
6cb45de0-4686-4d53-ba64-f32caa2ee66c,00ec8e25-467e-40ca-912b-f8de033d67a1,2025-07-01,trial_to_paid_conversion,69895,"{""plan"":""business"",""segment"":""mid_market""}",2026-06-22T18:00:00+05:30
d80a6c21-8450-4305-bfd7-fd1b8b464d34,409ca701-1e45-4f57-af28-243b7c871082,2026-01-01,retention_rate,0.7736,"{""plan"":""growth"",""segment"":""smb""}",2026-06-22T18:00:00+05:30
8e01d693-da65-4ffe-b67e-c1e392a94b92,be398612-4497-445e-99d8-b482355aa54b,2026-05-01,churn_rate,0.0929,"{""plan"":""growth"",""segment"":""enterprise""}",2026-06-22T18:00:00+05:30
c6b645ff-cc94-4381-b193-8fa17a598a8e,ee9b6f7e-a33c-4a8d-b6d7-72305f877204,2025-07-01,messages_sent,67676,"{""plan"":""enterprise"",""segment"":""mid_market""}",2026-06-22T18:00:00+05:30
04e8eaf5-995e-47b4-93a1-dac65bdb42da,ab2c6fba-31c8-4d95-92d8-bf726c6fe33e,2026-03-01,agent_resolution_rate,0.2549,"{""plan"":""free"",""segment"":""smb""}",2026-06-22T18:00:00+05:30
013ecaa3-5328-4326-bfc9-875a1be6a08d,f4cea05a-e558-4339-aa49-6ab5d5d08408,2026-05-01,document_index_success_rate,0.8316,"{""plan"":""growth"",""segment"":""mid_market""}",2026-06-22T18:00:00+05:30
ee52bf15-4887-4137-a179-33179780318c,169133ec-46c0-4a04-9212-c1249f5b6e18,2026-02-01,daily_active_users,61483,"{""plan"":""growth"",""segment"":""enterprise""}",2026-06-22T18:00:00+05:30
ed668949-ca06-4a5e-91d4-a372ff1bb6da,f9ed1fe3-6bc1-4862-8108-db199c0d28e6,2025-08-01,monthly_active_users,10578,"{""plan"":""growth"",""segment"":""enterprise""}",2026-06-22T18:00:00+05:30
25a323b5-1c12-42e8-898c-03f1297e3ea4,4b1a525a-4d4c-44c0-bd8b-921052b21163,2025-09-01,session_duration_seconds,48736,"{""plan"":""business"",""segment"":""mid_market""}",2026-06-22T18:00:00+05:30
ef014d6e-8c03-4365-9990-fa31db671a94,ad580088-3a93-4520-acae-d9c4cc4cb36f,2025-10-01,login_frequency,71044,"{""plan"":""starter"",""segment"":""enterprise""}",2026-06-22T18:00:00+05:30
9e85a3ba-65da-4300-b8ef-085863d1128a,361a8755-e510-4402-9875-1df8dae09227,2025-08-01,api_calls,6408,"{""plan"":""starter"",""segment"":""mid_market""}",2026-06-22T18:00:00+05:30
445a8243-47c0-452c-83c2-e83e9f954ece,c2516d1a-057c-440b-ab9e-8a7e7b05efc3,2026-04-01,error_rate,0.2753,"{""plan"":""business"",""segment"":""smb""}",2026-06-22T18:00:00+05:30
decf235b-d7b7-4bc4-8c32-3b5afff9a075,871d2ccf-4e7c-4b10-88b7-93f135d44b57,2025-11-01,lead_conversion_rate,0.1604,"{""plan"":""starter"",""segment"":""mid_market""}",2026-06-22T18:00:00+05:30
9a11da8a-1d7b-435f-8eff-c917b0d96ff9,85afc831-fd20-4dd1-bfca-8833c66dd3d4,2026-06-01,trial_to_paid_conversion,72518,"{""plan"":""business"",""segment"":""mid_market""}",2026-06-22T18:00:00+05:30
04e9c9e3-5c21-4b2d-8fed-bf71ce1dcf4f,d6823764-9638-4efa-86ea-633ba9762a5e,2026-01-01,retention_rate,0.1778,"{""plan"":""business"",""segment"":""mid_market""}",2026-06-22T18:00:00+05:30
36088137-3dc8-465e-859d-8232c4ff41f9,98f32f05-e9df-41ef-9e78-1f9016f60688,2025-12-01,churn_rate,0.5339,"{""plan"":""enterprise"",""segment"":""mid_market""}",2026-06-22T18:00:00+05:30
36987711-c944-4b4a-b1e4-6b2b3f4f3059,0e794acb-d01c-468b-919c-2f04d9d09c70,2026-05-01,messages_sent,28517,"{""plan"":""business"",""segment"":""smb""}",2026-06-22T18:00:00+05:30
05585b0e-7156-45fa-b81b-e353819bed1d,75bf9e29-12d7-4e07-9355-7133667abf2c,2026-03-01,agent_resolution_rate,0.2993,"{""plan"":""growth"",""segment"":""enterprise""}",2026-06-22T18:00:00+05:30
20456e91-8083-4829-b223-3711161ee090,9d2792c3-5c1d-4615-8cbd-1e43efdeb83f,2026-04-01,document_index_success_rate,0.7917,"{""plan"":""growth"",""segment"":""enterprise""}",2026-06-22T18:00:00+05:30
0d11328e-8047-4da7-af12-5700cc260aac,179b66c1-a622-4a96-baaa-7879d417d27f,2025-10-01,daily_active_users,75441,"{""plan"":""growth"",""segment"":""mid_market""}",2026-06-22T18:00:00+05:30
b9763fde-82cf-4fa5-8608-1b93cd276e1b,dd4feba1-bb01-488d-b6b9-47a8da4c38e4,2026-05-01,monthly_active_users,40509,"{""plan"":""business"",""segment"":""mid_market""}",2026-06-22T18:00:00+05:30
aed7a9f7-41fb-4678-ae22-4cbecc2fa410,5eff4d7f-040f-4e8f-942a-7626bc5c0ab3,2025-08-01,session_duration_seconds,32936,"{""plan"":""growth"",""segment"":""enterprise""}",2026-06-22T18:00:00+05:30
fa4b36f8-8e8b-48e6-8c3f-a29e59708b2c,89827778-8023-403f-80ee-dd9543357da1,2026-05-01,login_frequency,68014,"{""plan"":""growth"",""segment"":""smb""}",2026-06-22T18:00:00+05:30
e85de240-d24f-4be6-beb0-f87162133e17,9cfb8fbe-5e6b-4c05-afb3-86bdfac8f705,2026-05-01,api_calls,47509,"{""plan"":""free"",""segment"":""enterprise""}",2026-06-22T18:00:00+05:30
dc4e1b43-e8d8-4602-a446-bdf9c29114f9,0b85e3b4-8ce5-4294-be18-8e4027faf9fe,2025-09-01,error_rate,0.1133,"{""plan"":""growth"",""segment"":""enterprise""}",2026-06-22T18:00:00+05:30
aeffe3f0-3105-440b-b2c2-cd66f79d7df1,07a09e66-b834-42af-8e8a-b6af68babb89,2026-04-01,lead_conversion_rate,0.4999,"{""plan"":""starter"",""segment"":""enterprise""}",2026-06-22T18:00:00+05:30
fcc5d332-fff3-430c-9a00-71b50b22d54f,d58d2919-4227-47f4-9ecb-d472f193a6a0,2026-03-01,trial_to_paid_conversion,57059,"{""plan"":""starter"",""segment"":""smb""}",2026-06-22T18:00:00+05:30
b8a090da-8313-4546-985f-441fea1732fc,c89775c4-6aa0-4ac0-889a-aae97466aba1,2025-11-01,retention_rate,0.4053,"{""plan"":""starter"",""segment"":""enterprise""}",2026-06-22T18:00:00+05:30
6a4a3e7d-d153-421b-a0bb-d17b3e0f8cd8,3f4dc8f6-ef83-49d7-8f2d-6c390ab7b11c,2025-11-01,churn_rate,0.6964,"{""plan"":""business"",""segment"":""smb""}",2026-06-22T18:00:00+05:30
6a31a5b0-4ea9-4e7a-8edb-b3a75edb1452,65256c48-1350-453f-b021-44c833e02366,2026-02-01,messages_sent,53814,"{""plan"":""business"",""segment"":""enterprise""}",2026-06-22T18:00:00+05:30
7940a3d3-f7a6-4dad-b674-1cd6c59e96ce,83b2b518-d035-45fd-8f87-a11fcf70dbb2,2026-04-01,agent_resolution_rate,0.5261,"{""plan"":""growth"",""segment"":""enterprise""}",2026-06-22T18:00:00+05:30
b1656f57-d44e-4650-a82e-b08c0b933de5,713baa8d-2b83-4326-86df-9a7370cdbcce,2025-10-01,document_index_success_rate,0.4239,"{""plan"":""growth"",""segment"":""mid_market""}",2026-06-22T18:00:00+05:30
64569658-2ee1-460d-afda-e6031fd9a3c3,07ef5a33-c75a-4601-ac77-fcb5b0eabc2a,2025-08-01,daily_active_users,51453,"{""plan"":""starter"",""segment"":""smb""}",2026-06-22T18:00:00+05:30
c59c463c-d46c-4786-993e-b0ce3bcd27fe,50a60db1-5971-46ae-b506-44a1b193dfa6,2025-09-01,monthly_active_users,9187,"{""plan"":""starter"",""segment"":""smb""}",2026-06-22T18:00:00+05:30
c38b9fe3-b8f6-4c37-9581-70f76a499948,f5100fb1-e365-43c0-9b00-d75bc5c4ecae,2026-01-01,session_duration_seconds,6996,"{""plan"":""enterprise"",""segment"":""mid_market""}",2026-06-22T18:00:00+05:30
e86bc976-20e6-472b-ae1f-389a3209745b,5f2eab99-68ea-47b6-b744-fd52ea70d958,2026-06-01,login_frequency,27914,"{""plan"":""business"",""segment"":""mid_market""}",2026-06-22T18:00:00+05:30
07118fd9-a65a-4483-9c9b-c5cfbf4ebb66,d02480aa-43ec-42b0-82ac-38fa81498b25,2026-04-01,api_calls,26188,"{""plan"":""starter"",""segment"":""smb""}",2026-06-22T18:00:00+05:30
d861c412-003e-41c1-bbbe-54d0dc06355e,f8b85f64-b2e7-448f-99e2-51342d2ec807,2026-04-01,error_rate,0.2824,"{""plan"":""free"",""segment"":""enterprise""}",2026-06-22T18:00:00+05:30
e82b9d0b-0770-4567-afca-2176290caea1,ba4ee708-6944-460a-b07c-7c7b807a9d07,2026-01-01,lead_conversion_rate,0.0221,"{""plan"":""starter"",""segment"":""mid_market""}",2026-06-22T18:00:00+05:30
18221020-d051-4a24-a627-dedfa985e375,8e8af862-1a42-48c4-83d7-ff41e8b11491,2026-06-01,trial_to_paid_conversion,6096,"{""plan"":""enterprise"",""segment"":""smb""}",2026-06-22T18:00:00+05:30
c82966cf-7115-4857-8ae3-a3681d5d4576,13f542f1-4ae9-4425-a2bc-7b2d80bdd78b,2026-01-01,retention_rate,0.8635,"{""plan"":""growth"",""segment"":""mid_market""}",2026-06-22T18:00:00+05:30
ed7f4367-6b41-4a3a-9fb2-76bd63f01812,851a20df-5fa3-461f-a01f-eb9269e46958,2026-03-01,churn_rate,0.4047,"{""plan"":""starter"",""segment"":""smb""}",2026-06-22T18:00:00+05:30
3d42fd8c-7783-4651-8a4e-a19478471859,4c9a4746-dade-4e61-995b-44478e6a9d8e,2026-04-01,messages_sent,25654,"{""plan"":""starter"",""segment"":""smb""}",2026-06-22T18:00:00+05:30
67323e55-17e7-4ccd-82f5-005302d3ffde,0dc64ce9-c920-4849-a2f9-1b47af0332ff,2026-02-01,agent_resolution_rate,0.3552,"{""plan"":""enterprise"",""segment"":""smb""}",2026-06-22T18:00:00+05:30
2b6b49b9-1634-4c6e-abfd-f052e2d2d5a6,fbe647fa-05f2-404d-b640-025747f73588,2026-02-01,document_index_success_rate,0.4364,"{""plan"":""enterprise"",""segment"":""enterprise""}",2026-06-22T18:00:00+05:30
4d96b717-706a-4ca9-8cc3-889563e3209f,0a9ee109-c9cc-4935-9a16-3d8cdbf482ab,2025-12-01,daily_active_users,36578,"{""plan"":""free"",""segment"":""enterprise""}",2026-06-22T18:00:00+05:30
2667fe54-81dc-4501-b0e4-2f88bff93ca7,9053c668-f9ab-4ea9-ba87-da541a0d2965,2026-06-01,monthly_active_users,3624,"{""plan"":""starter"",""segment"":""mid_market""}",2026-06-22T18:00:00+05:30
465ecc09-1f29-4067-8453-594a011a5598,78cb7974-2b15-4a75-a2d6-2581ee839545,2026-01-01,session_duration_seconds,67314,"{""plan"":""growth"",""segment"":""enterprise""}",2026-06-22T18:00:00+05:30
43fc7663-2fdf-4d06-8451-5bf7a3cfea6e,ab1fde24-4ef0-4eb5-93c7-36e6213b12bf,2026-05-01,login_frequency,68518,"{""plan"":""starter"",""segment"":""enterprise""}",2026-06-22T18:00:00+05:30
f1cce0af-860d-4b25-a494-5eb626b0fc70,1b826ce0-431e-4185-9956-6dfffabd654e,2025-10-01,api_calls,35410,"{""plan"":""starter"",""segment"":""enterprise""}",2026-06-22T18:00:00+05:30
5dc2433b-7c45-4840-b382-d4f6a136486e,58fca00d-d6b3-490c-8995-2dfc27dac6b5,2026-06-01,error_rate,0.5121,"{""plan"":""growth"",""segment"":""smb""}",2026-06-22T18:00:00+05:30
5bfbea53-a19e-47c6-a582-eae46a6d0112,df1d0439-7b6d-40de-a6d6-dacfc2d8cf79,2026-06-01,lead_conversion_rate,0.2956,"{""plan"":""starter"",""segment"":""mid_market""}",2026-06-22T18:00:00+05:30
fd5faa2a-5a4c-4af7-8786-df6af0f2292b,c45201a7-455d-4cf2-a6fe-30e85591b8e3,2026-01-01,trial_to_paid_conversion,28799,"{""plan"":""free"",""segment"":""mid_market""}",2026-06-22T18:00:00+05:30
14774020-53ca-452a-af49-2c8114ea2bf3,7b3cc731-f071-465c-b7a1-1e31a9f3abc7,2025-10-01,retention_rate,0.8605,"{""plan"":""business"",""segment"":""mid_market""}",2026-06-22T18:00:00+05:30
394a2434-9dc4-4015-ac82-3b45452ed41e,a1a84e26-7a59-4697-ac2a-33838bb4f0f0,2026-05-01,churn_rate,0.0344,"{""plan"":""business"",""segment"":""mid_market""}",2026-06-22T18:00:00+05:30
d72d07ee-a834-423e-a958-58895ac32469,8b7f25a0-5320-4500-95d4-5f3a1bfdb158,2026-01-01,messages_sent,77327,"{""plan"":""growth"",""segment"":""enterprise""}",2026-06-22T18:00:00+05:30
f0c6aac7-cdc9-4143-ad79-f8e7013abdfc,830796aa-518b-45f9-b7d3-cb8205a8db11,2026-06-01,agent_resolution_rate,0.0225,"{""plan"":""business"",""segment"":""smb""}",2026-06-22T18:00:00+05:30
f3efbc3f-c255-4e97-8bdd-ed76365925eb,4359197b-171e-416c-a5e8-18309f6b2828,2025-10-01,document_index_success_rate,0.5709,"{""plan"":""growth"",""segment"":""mid_market""}",2026-06-22T18:00:00+05:30
3eb69473-c98d-40d2-a81b-de6ca629ce70,e170aeab-36bb-4138-a727-fe962768c513,2025-11-01,daily_active_users,6270,"{""plan"":""free"",""segment"":""smb""}",2026-06-22T18:00:00+05:30
a4ecfb53-28c8-4675-8c14-a123f7ca8a34,0d1e5576-0989-4b3e-9bb0-7cef616fa0e2,2025-08-01,monthly_active_users,58343,"{""plan"":""enterprise"",""segment"":""smb""}",2026-06-22T18:00:00+05:30
a6f23388-9c71-49c9-9a7f-09095a4fc0ac,1e642560-21b5-4a71-b801-e5894d4f17ea,2025-08-01,session_duration_seconds,16987,"{""plan"":""free"",""segment"":""enterprise""}",2026-06-22T18:00:00+05:30
eb7e5e42-a174-4023-a449-b97bf86f189f,99c3a8e9-d257-4934-9934-5b03fdb6ba3b,2026-05-01,login_frequency,8145,"{""plan"":""enterprise"",""segment"":""mid_market""}",2026-06-22T18:00:00+05:30
52cbd4d5-7d58-49b4-8680-2bba581cfefb,f2fbd2f8-559f-495a-8604-ad7c28b09ddd,2026-03-01,api_calls,66339,"{""plan"":""starter"",""segment"":""enterprise""}",2026-06-22T18:00:00+05:30
