id,tenant_id,title,source_type,status,tags,created_at,source_id,source_uri,mime_type,path,metadata,updated_at
ef2da85d-0c0e-40d3-b4b4-9427095c6fd5,4d2467ce-3b58-4848-accb-0a4dc3cba1ac,Onboarding SOP 00016,api,indexed,"[""pricing"",""support"",""security""]",2025-11-10T11:48:31+05:30,,https://files.example.com/onboarding-sop-00016,application/vnd.openxmlformats-officedocument.wordprocessingml.document,/tenants/4d2467ce-3b58-4848-accb-0a4dc3cba1ac/documents/onboarding-sop-00016,"{""soft_deleted"":false,""uploaded_from"":""sync"",""version"":8}",2025-11-13T11:48:31+05:30
c62ef6b8-b861-4136-a250-a8d6eeddfb4c,2f76e7b9-7d11-4c1f-bca7-512fe16c55d0,Security Policy 00017,upload,indexed,"[""security"",""sales""]",2026-01-07T06:17:23+05:30,,https://files.example.com/security-policy-00017,application/pdf,/tenants/2f76e7b9-7d11-4c1f-bca7-512fe16c55d0/documents/security-policy-00017,"{""soft_deleted"":false,""uploaded_from"":""api"",""version"":7}",2026-03-26T06:17:23+05:30
18f6dd0e-5410-4e25-96f3-504c094ed9bd,8df5555c-86a1-4558-b57a-c3877a013d64,Onboarding SOP 00018,upload,processing,"[""sales""]",2025-09-22T03:08:08+05:30,,https://files.example.com/onboarding-sop-00018,application/vnd.openxmlformats-officedocument.wordprocessingml.document,/tenants/8df5555c-86a1-4558-b57a-c3877a013d64/documents/onboarding-sop-00018,"{""soft_deleted"":false,""uploaded_from"":""dashboard"",""version"":7}",2025-10-14T03:08:08+05:30
b0779eb6-8a93-4fc4-b120-d22e592094b0,ace3e79d-cd39-4334-a57b-b5d4e459a08f,Support FAQ 00019,notion,indexed,"[""sales"",""security"",""legal""]",2025-09-08T02:34:47+05:30,,https://files.example.com/support-faq-00019,application/vnd.openxmlformats-officedocument.wordprocessingml.document,/tenants/ace3e79d-cd39-4334-a57b-b5d4e459a08f/documents/support-faq-00019,"{""soft_deleted"":false,""uploaded_from"":""sync"",""version"":2}",2025-09-16T02:34:47+05:30
fcb35045-6e11-42a6-bae7-94aff3c5a9cd,e2122892-2aff-4bc3-90b4-39222675d351,Pricing Guide 00020,google_drive,indexed,"[""sales"",""security"",""legal""]",2026-04-09T19:20:36+05:30,,https://files.example.com/pricing-guide-00020,text/csv,/tenants/e2122892-2aff-4bc3-90b4-39222675d351/documents/pricing-guide-00020,"{""soft_deleted"":false,""uploaded_from"":""api"",""version"":7}",2026-05-01T19:20:36+05:30
b593184d-9523-415b-a534-e62388deae99,81a138c2-1dff-4af1-a247-4562a7b554c5,Pricing Guide 00021,api,failed,"[""sales"",""pricing""]",2026-01-09T08:50:04+05:30,,https://files.example.com/pricing-guide-00021,text/csv,/tenants/81a138c2-1dff-4af1-a247-4562a7b554c5/documents/pricing-guide-00021,"{""soft_deleted"":false,""uploaded_from"":""api"",""version"":4}",2026-02-15T08:50:04+05:30
43bb4ac6-d745-4371-8d27-75da65200f30,8fc0f24c-dbc1-46d9-a067-81d5c07dcb60,Pricing Guide 00022,google_drive,indexed,"[""support"",""security""]",2025-08-23T09:48:53+05:30,,https://files.example.com/pricing-guide-00022,application/vnd.openxmlformats-officedocument.wordprocessingml.document,/tenants/8fc0f24c-dbc1-46d9-a067-81d5c07dcb60/documents/pricing-guide-00022,"{""soft_deleted"":false,""uploaded_from"":""dashboard"",""version"":8}",2025-08-29T09:48:53+05:30
adefbb7d-1989-4318-9d3b-1ce61cdbbc80,ce72b8e2-6f3d-43bd-8c13-8082a1acc26a,Product Brief 00023,google_drive,indexed,"[""pricing"",""security"",""support""]",2026-05-12T12:25:51+05:30,,https://files.example.com/product-brief-00023,application/pdf,/tenants/ce72b8e2-6f3d-43bd-8c13-8082a1acc26a/documents/product-brief-00023,"{""soft_deleted"":false,""uploaded_from"":""sync"",""version"":8}",2026-06-03T12:25:51+05:30
19f770f9-d039-4e1b-aa64-a14a5791a6ff,6f91e0b1-e5d6-4792-b48b-92d6454d0347,Product Brief 00024,google_drive,indexed,"[""support"",""legal""]",2026-04-09T04:19:36+05:30,,https://files.example.com/product-brief-00024,text/csv,/tenants/6f91e0b1-e5d6-4792-b48b-92d6454d0347/documents/product-brief-00024,"{""soft_deleted"":false,""uploaded_from"":""sync"",""version"":3}",2026-04-25T04:19:36+05:30
fded5c35-a368-48e9-8ca2-7b3bc4d12dc2,2a8edbbf-cfce-4a1d-9f2e-6a7711380237,Onboarding SOP 00025,notion,indexed,"[""sales"",""pricing""]",2025-09-08T10:53:09+05:30,,https://files.example.com/onboarding-sop-00025,text/csv,/tenants/2a8edbbf-cfce-4a1d-9f2e-6a7711380237/documents/onboarding-sop-00025,"{""soft_deleted"":false,""uploaded_from"":""dashboard"",""version"":3}",2025-10-27T10:53:09+05:30
628327b6-9afd-45d5-acb2-912dad9bca0b,405deed9-ba9d-4864-9bf5-1624b07f7882,Onboarding SOP 00026,upload,indexed,"[""security"",""support""]",2025-08-10T10:49:23+05:30,,https://files.example.com/onboarding-sop-00026,text/csv,/tenants/405deed9-ba9d-4864-9bf5-1624b07f7882/documents/onboarding-sop-00026,"{""soft_deleted"":false,""uploaded_from"":""dashboard"",""version"":5}",2025-08-12T10:49:23+05:30
4a82596e-bc7a-4311-9964-66df8fc0893c,140b8c99-70b5-46f3-b669-abf99cb3bcb5,Product Brief 00027,google_drive,indexed,"[""legal"",""pricing"",""security""]",2026-02-01T04:27:09+05:30,,https://files.example.com/product-brief-00027,text/csv,/tenants/140b8c99-70b5-46f3-b669-abf99cb3bcb5/documents/product-brief-00027,"{""soft_deleted"":false,""uploaded_from"":""api"",""version"":3}",2026-02-03T04:27:09+05:30
14843f33-baf5-4124-975d-ab4867a598f8,6b91578d-c0d4-46f8-b25a-5e319efd07ea,Product Brief 00028,notion,indexed,"[""support""]",2025-11-26T02:35:57+05:30,,https://files.example.com/product-brief-00028,text/csv,/tenants/6b91578d-c0d4-46f8-b25a-5e319efd07ea/documents/product-brief-00028,"{""soft_deleted"":false,""uploaded_from"":""sync"",""version"":7}",2026-01-27T02:35:57+05:30
dce2d0de-08f7-4f43-8bd1-580a732974cf,ab68d28d-eb87-4198-860a-492263d7251f,Security Policy 00029,google_drive,indexed,"[""onboarding""]",2025-08-18T06:36:59+05:30,,https://files.example.com/security-policy-00029,application/vnd.openxmlformats-officedocument.wordprocessingml.document,/tenants/ab68d28d-eb87-4198-860a-492263d7251f/documents/security-policy-00029,"{""soft_deleted"":false,""uploaded_from"":""api"",""version"":4}",2025-09-22T06:36:59+05:30
4db1cf8a-322a-4e0b-bf1c-51d86a0ae32a,3f5d8054-8479-49d1-977c-63974248d2f3,Product Brief 00030,confluence,processing,"[""sales""]",2025-11-02T10:13:50+05:30,,https://files.example.com/product-brief-00030,text/csv,/tenants/3f5d8054-8479-49d1-977c-63974248d2f3/documents/product-brief-00030,"{""soft_deleted"":false,""uploaded_from"":""sync"",""version"":7}",2025-12-13T10:13:50+05:30
fb6c28bc-687b-4380-9eeb-56ecbb1de09b,3d3163d2-4e44-4bbb-b726-cab4ff659113,Onboarding SOP 00031,notion,indexed,"[""support"",""onboarding"",""legal""]",2025-09-12T01:53:58+05:30,,https://files.example.com/onboarding-sop-00031,text/csv,/tenants/3d3163d2-4e44-4bbb-b726-cab4ff659113/documents/onboarding-sop-00031,"{""soft_deleted"":false,""uploaded_from"":""sync"",""version"":5}",2025-11-23T01:53:58+05:30
fac990ff-4a44-456d-80da-9cadf6c175d0,8c44430a-91b8-432b-ad33-ffafc4f8c201,Support FAQ 00032,upload,indexed,"[""legal""]",2026-06-07T11:33:17+05:30,,https://files.example.com/support-faq-00032,application/vnd.openxmlformats-officedocument.wordprocessingml.document,/tenants/8c44430a-91b8-432b-ad33-ffafc4f8c201/documents/support-faq-00032,"{""soft_deleted"":false,""uploaded_from"":""api"",""version"":4}",2026-06-22T18:00:00+05:30
c939e568-8111-4684-866b-3c5ca0640cb7,c0d1e5ab-7421-4f5f-a003-661bbb3300b7,Product Brief 00033,notion,indexed,"[""sales"",""legal"",""pricing""]",2026-03-06T12:42:34+05:30,,https://files.example.com/product-brief-00033,text/markdown,/tenants/c0d1e5ab-7421-4f5f-a003-661bbb3300b7/documents/product-brief-00033,"{""soft_deleted"":false,""uploaded_from"":""sync"",""version"":6}",2026-04-13T12:42:34+05:30
01ac8ed5-1426-42fa-a301-9e551d115f01,c2b51c4a-664e-4d81-adeb-6d2891e9535c,Support FAQ 00034,notion,indexed,"[""support"",""sales"",""legal""]",2025-10-05T10:55:21+05:30,,https://files.example.com/support-faq-00034,application/vnd.openxmlformats-officedocument.wordprocessingml.document,/tenants/c2b51c4a-664e-4d81-adeb-6d2891e9535c/documents/support-faq-00034,"{""soft_deleted"":false,""uploaded_from"":""dashboard"",""version"":7}",2025-10-24T10:55:21+05:30
4e5ee5d1-4123-4a71-900d-38de5f38889f,ecd7e694-1a3e-41c0-9916-c89829b7c3fd,Product Brief 00035,upload,indexed,"[""pricing""]",2025-09-30T10:45:36+05:30,,https://files.example.com/product-brief-00035,application/pdf,/tenants/ecd7e694-1a3e-41c0-9916-c89829b7c3fd/documents/product-brief-00035,"{""soft_deleted"":false,""uploaded_from"":""dashboard"",""version"":4}",2025-12-23T10:45:36+05:30
a9dde58f-6cd7-4425-a8e9-c9b1954249ec,8b4bfaa5-062c-4bd6-b0c0-893eecc1cd3d,Support FAQ 00036,google_drive,indexed,"[""security"",""support""]",2026-03-02T21:35:01+05:30,,https://files.example.com/support-faq-00036,application/pdf,/tenants/8b4bfaa5-062c-4bd6-b0c0-893eecc1cd3d/documents/support-faq-00036,"{""soft_deleted"":false,""uploaded_from"":""sync"",""version"":6}",2026-04-24T21:35:01+05:30
a6e12eaa-3fd2-45c2-b21b-292774914d8f,424fd2f4-dd96-46fa-8b4f-9cbf898403c3,Security Policy 00037,google_drive,indexed,"[""support"",""sales""]",2025-11-21T06:30:31+05:30,,https://files.example.com/security-policy-00037,application/pdf,/tenants/424fd2f4-dd96-46fa-8b4f-9cbf898403c3/documents/security-policy-00037,"{""soft_deleted"":false,""uploaded_from"":""dashboard"",""version"":6}",2025-12-17T06:30:31+05:30
d2423402-bd5f-47d4-ac59-21902c477a2c,fa539183-81c8-4d0f-bacb-6267333d1c1b,Product Brief 00038,notion,indexed,"[""support"",""security""]",2025-06-27T08:48:27+05:30,,https://files.example.com/product-brief-00038,text/csv,/tenants/fa539183-81c8-4d0f-bacb-6267333d1c1b/documents/product-brief-00038,"{""soft_deleted"":false,""uploaded_from"":""api"",""version"":3}",2025-08-17T08:48:27+05:30
abcfc1f8-df95-4f17-a33d-1bbabff32e36,74b17dcc-1888-4609-aa87-34bab2f1e426,Support FAQ 00039,confluence,failed,"[""security"",""support"",""pricing""]",2026-04-09T03:36:14+05:30,,https://files.example.com/support-faq-00039,application/pdf,/tenants/74b17dcc-1888-4609-aa87-34bab2f1e426/documents/support-faq-00039,"{""soft_deleted"":false,""uploaded_from"":""api"",""version"":5}",2026-05-07T03:36:14+05:30
60517717-d7e1-4ccd-822d-b02777320313,33c3a356-65e9-4f38-bb93-27954e0384fd,Security Policy 00040,upload,indexed,"[""sales"",""pricing"",""onboarding""]",2026-04-22T07:58:47+05:30,,https://files.example.com/security-policy-00040,text/csv,/tenants/33c3a356-65e9-4f38-bb93-27954e0384fd/documents/security-policy-00040,"{""soft_deleted"":false,""uploaded_from"":""dashboard"",""version"":1}",2026-05-20T07:58:47+05:30
32511f4f-3175-4c46-947e-34698d0c63da,02cfb883-ddf9-4fe2-9c26-37b53d3fc109,Pricing Guide 00041,google_drive,indexed,"[""support""]",2026-04-12T12:08:37+05:30,,https://files.example.com/pricing-guide-00041,application/vnd.openxmlformats-officedocument.wordprocessingml.document,/tenants/02cfb883-ddf9-4fe2-9c26-37b53d3fc109/documents/pricing-guide-00041,"{""soft_deleted"":false,""uploaded_from"":""api"",""version"":7}",2026-05-26T12:08:37+05:30
2403d580-57f6-4204-b1ea-62cd958f35e1,1c653bb5-7716-44f9-ba50-ef7b04062c32,Onboarding SOP 00042,notion,indexed,"[""onboarding"",""sales""]",2025-11-15T02:23:33+05:30,,https://files.example.com/onboarding-sop-00042,text/csv,/tenants/1c653bb5-7716-44f9-ba50-ef7b04062c32/documents/onboarding-sop-00042,"{""soft_deleted"":false,""uploaded_from"":""dashboard"",""version"":8}",2025-12-17T02:23:33+05:30
53f143a4-d992-4873-b7f0-2c5a7c3ba4ae,0f2b1d52-a454-4efd-9c2c-f0099b6ed92c,Security Policy 00043,api,indexed,"[""security"",""legal"",""sales""]",2025-07-07T05:09:01+05:30,,https://files.example.com/security-policy-00043,application/pdf,/tenants/0f2b1d52-a454-4efd-9c2c-f0099b6ed92c/documents/security-policy-00043,"{""soft_deleted"":false,""uploaded_from"":""dashboard"",""version"":8}",2025-09-08T05:09:01+05:30
e2237fc0-788a-46cf-8032-5711d2b3747d,8abfb5d9-4288-4c20-a93f-4bd9bf6f5ec0,Security Policy 00044,api,indexed,"[""pricing"",""sales""]",2026-01-11T10:57:04+05:30,,https://files.example.com/security-policy-00044,application/vnd.openxmlformats-officedocument.wordprocessingml.document,/tenants/8abfb5d9-4288-4c20-a93f-4bd9bf6f5ec0/documents/security-policy-00044,"{""soft_deleted"":false,""uploaded_from"":""dashboard"",""version"":5}",2026-03-02T10:57:04+05:30
cf096867-14b2-4803-ab0d-f053803c3ef2,8839bf5f-df56-47dd-ba47-147013d8dec8,Security Policy 00045,upload,indexed,"[""sales""]",2026-03-28T12:37:06+05:30,,https://files.example.com/security-policy-00045,text/markdown,/tenants/8839bf5f-df56-47dd-ba47-147013d8dec8/documents/security-policy-00045,"{""soft_deleted"":false,""uploaded_from"":""api"",""version"":7}",2026-04-05T12:37:06+05:30
5c9beb3e-4fb9-4d39-a4ea-dc556f623824,5f1b5b6d-6274-4108-a2b8-89f261ec066d,Product Brief 00046,upload,processing,"[""pricing""]",2025-10-23T07:49:03+05:30,,https://files.example.com/product-brief-00046,application/vnd.openxmlformats-officedocument.wordprocessingml.document,/tenants/5f1b5b6d-6274-4108-a2b8-89f261ec066d/documents/product-brief-00046,"{""soft_deleted"":false,""uploaded_from"":""sync"",""version"":7}",2025-10-31T07:49:03+05:30
1bfc0957-08a3-44f2-90ff-b40434cfd43f,ce273bcc-1ec5-4abe-8681-06387063ca9e,Pricing Guide 00047,notion,indexed,"[""security"",""sales""]",2025-11-30T04:33:31+05:30,,https://files.example.com/pricing-guide-00047,application/vnd.openxmlformats-officedocument.wordprocessingml.document,/tenants/ce273bcc-1ec5-4abe-8681-06387063ca9e/documents/pricing-guide-00047,"{""soft_deleted"":false,""uploaded_from"":""api"",""version"":4}",2026-01-13T04:33:31+05:30
1e804243-bf7d-495c-8255-6f64e7ebcd8f,b8774f84-bb5a-4bee-97de-89fb54316abe,Support FAQ 00048,upload,indexed,"[""pricing"",""security"",""sales""]",2026-03-22T08:54:54+05:30,,https://files.example.com/support-faq-00048,application/pdf,/tenants/b8774f84-bb5a-4bee-97de-89fb54316abe/documents/support-faq-00048,"{""soft_deleted"":false,""uploaded_from"":""api"",""version"":8}",2026-06-18T08:54:54+05:30
4c5ebdac-88aa-40db-9f7e-17672ff2285f,c684d91a-6201-4bd2-9057-7e80cdcdd351,Support FAQ 00049,upload,indexed,"[""legal""]",2025-12-21T07:23:20+05:30,,https://files.example.com/support-faq-00049,text/markdown,/tenants/c684d91a-6201-4bd2-9057-7e80cdcdd351/documents/support-faq-00049,"{""soft_deleted"":false,""uploaded_from"":""dashboard"",""version"":7}",2026-01-23T07:23:20+05:30
6b2655bf-3d50-4d8a-9859-e5ab04909c14,2f15628c-1810-4467-a2a1-151a0dea2cf6,Onboarding SOP 00050,upload,indexed,"[""security"",""legal"",""sales""]",2026-05-03T05:29:16+05:30,,https://files.example.com/onboarding-sop-00050,application/vnd.openxmlformats-officedocument.wordprocessingml.document,/tenants/2f15628c-1810-4467-a2a1-151a0dea2cf6/documents/onboarding-sop-00050,"{""soft_deleted"":false,""uploaded_from"":""dashboard"",""version"":5}",2026-05-09T05:29:16+05:30
8a6ab9ce-7e36-477b-a4a3-75a7073ca05d,39a80d82-897c-4af7-bb77-ba9a9700fbed,Product Brief 00051,upload,indexed,"[""legal"",""sales"",""onboarding""]",2025-10-17T04:18:12+05:30,,https://files.example.com/product-brief-00051,application/vnd.openxmlformats-officedocument.wordprocessingml.document,/tenants/39a80d82-897c-4af7-bb77-ba9a9700fbed/documents/product-brief-00051,"{""soft_deleted"":false,""uploaded_from"":""dashboard"",""version"":2}",2025-12-01T04:18:12+05:30
4c954055-6e23-4efa-ab09-6bdc1bb231b3,e7d10b76-1ec6-4ae7-a84d-b1deb75e0ef2,Pricing Guide 00052,notion,indexed,"[""security"",""legal"",""support""]",2025-08-08T04:51:23+05:30,,https://files.example.com/pricing-guide-00052,text/csv,/tenants/e7d10b76-1ec6-4ae7-a84d-b1deb75e0ef2/documents/pricing-guide-00052,"{""soft_deleted"":false,""uploaded_from"":""dashboard"",""version"":1}",2025-09-02T04:51:23+05:30
1b0b5b39-ca00-4c17-9cd4-e5ae64fa5682,51b963e8-8d1d-4ce9-a27e-30659a8f7bb4,Support FAQ 00053,notion,indexed,"[""legal"",""pricing"",""support""]",2026-05-11T10:18:37+05:30,,https://files.example.com/support-faq-00053,application/vnd.openxmlformats-officedocument.wordprocessingml.document,/tenants/51b963e8-8d1d-4ce9-a27e-30659a8f7bb4/documents/support-faq-00053,"{""soft_deleted"":false,""uploaded_from"":""dashboard"",""version"":4}",2026-05-18T10:18:37+05:30
4d75aabe-6fcf-46c6-b742-b3e2284de6ff,4debaf3a-418d-437b-9518-716876df32b3,Security Policy 00054,api,indexed,"[""legal"",""security"",""onboarding""]",2026-06-10T07:19:48+05:30,,https://files.example.com/security-policy-00054,application/vnd.openxmlformats-officedocument.wordprocessingml.document,/tenants/4debaf3a-418d-437b-9518-716876df32b3/documents/security-policy-00054,"{""soft_deleted"":false,""uploaded_from"":""api"",""version"":1}",2026-06-22T18:00:00+05:30
eb8f92ba-9855-448b-af4e-54b41f9e9ef2,bde77204-3168-471d-bcc9-710de5224e45,Onboarding SOP 00055,confluence,indexed,"[""pricing""]",2025-12-20T06:56:17+05:30,,https://files.example.com/onboarding-sop-00055,application/vnd.openxmlformats-officedocument.wordprocessingml.document,/tenants/bde77204-3168-471d-bcc9-710de5224e45/documents/onboarding-sop-00055,"{""soft_deleted"":false,""uploaded_from"":""api"",""version"":7}",2026-02-21T06:56:17+05:30
2ec36e8d-3551-4d02-97bb-5a2c27ef8911,36d7d52a-c0c9-4e4a-b43d-4dbdddda18fd,Pricing Guide 00056,upload,indexed,"[""sales""]",2025-08-22T23:47:17+05:30,,https://files.example.com/pricing-guide-00056,application/pdf,/tenants/36d7d52a-c0c9-4e4a-b43d-4dbdddda18fd/documents/pricing-guide-00056,"{""soft_deleted"":false,""uploaded_from"":""api"",""version"":4}",2025-09-25T23:47:17+05:30
6ada007c-3de0-422a-a001-c8ecc8b34e5c,b447395e-d2fa-4597-a7ad-cf3a02ca56c3,Pricing Guide 00057,notion,indexed,"[""onboarding"",""security"",""pricing""]",2026-04-05T01:06:04+05:30,,https://files.example.com/pricing-guide-00057,application/pdf,/tenants/b447395e-d2fa-4597-a7ad-cf3a02ca56c3/documents/pricing-guide-00057,"{""soft_deleted"":false,""uploaded_from"":""dashboard"",""version"":3}",2026-06-01T01:06:04+05:30
2b19c210-8f65-4c38-8d65-0f98e356490e,e4f5f206-9232-429b-9d18-71e1e2b744b7,Support FAQ 00058,confluence,indexed,"[""onboarding""]",2026-05-04T01:38:30+05:30,,https://files.example.com/support-faq-00058,application/vnd.openxmlformats-officedocument.wordprocessingml.document,/tenants/e4f5f206-9232-429b-9d18-71e1e2b744b7/documents/support-faq-00058,"{""soft_deleted"":false,""uploaded_from"":""sync"",""version"":8}",2026-06-13T01:38:30+05:30
18072ba9-a3a2-4c82-8934-38c6e94104bb,00ec8e25-467e-40ca-912b-f8de033d67a1,Pricing Guide 00059,notion,indexed,"[""pricing"",""support""]",2026-02-28T12:26:20+05:30,,https://files.example.com/pricing-guide-00059,application/vnd.openxmlformats-officedocument.wordprocessingml.document,/tenants/00ec8e25-467e-40ca-912b-f8de033d67a1/documents/pricing-guide-00059,"{""soft_deleted"":false,""uploaded_from"":""dashboard"",""version"":4}",2026-03-24T12:26:20+05:30
