id,name,domain,created_at,slug,industry,plan,status,trial_ends_at,is_active,updated_at
d14c85cd-6a15-4d2a-b69b-b45fc0a65dcd,Silverline Financial 00010,silverline-financial-00010.example.com,2025-09-22T02:03:06+05:30,silverline-financial-00010,Travel,growth,active,,true,2025-12-05T02:03:06+05:30
07650c52-892e-4f8a-b45b-b851d90db0fd,UrbanLoop Cloud 00011,urbanloop-cloud-00011.example.com,2026-01-27T06:31:38+05:30,urbanloop-cloud-00011,Retail,starter,active,,true,2026-06-16T06:31:38+05:30
46d5dd02-9c48-4d80-8ff9-2078da3c6d46,BrightPath Networks 00012,brightpath-networks-00012.example.com,2025-09-05T09:03:48+05:30,brightpath-networks-00012,Manufacturing,business,active,,true,2026-01-11T09:03:48+05:30
3bf589a2-07d1-4dcf-9c83-823cada0d607,Silverline Works 00013,silverline-works-00013.example.com,2026-04-24T19:40:55+05:30,silverline-works-00013,Manufacturing,growth,active,,true,2026-05-24T19:40:55+05:30
49026c7f-4614-4430-9b2e-4efbce1c11be,Cloudlane Commerce 00014,cloudlane-commerce-00014.example.com,2026-05-24T09:46:15+05:30,cloudlane-commerce-00014,SaaS,business,trialing,2026-06-07T09:46:15+05:30,true,2026-06-22T18:00:00+05:30
5b3e3188-26b2-41f8-8d4e-57067597768b,Cobalt Services 00015,cobalt-services-00015.example.com,2025-08-30T03:01:23+05:30,cobalt-services-00015,Retail,free,active,,true,2025-10-16T03:01:23+05:30
4d2467ce-3b58-4848-accb-0a4dc3cba1ac,Vertex Systems 00016,vertex-systems-00016.example.com,2025-08-19T09:08:47+05:30,vertex-systems-00016,SaaS,enterprise,cancelled,,false,2025-10-11T09:08:47+05:30
2f76e7b9-7d11-4c1f-bca7-512fe16c55d0,Cloudlane Labs 00017,cloudlane-labs-00017.example.com,2025-09-18T14:14:30+05:30,cloudlane-labs-00017,Healthcare,free,active,,true,2026-02-18T14:14:30+05:30
8df5555c-86a1-4558-b57a-c3877a013d64,Sparkgrid Financial 00018,sparkgrid-financial-00018.example.com,2025-10-29T20:58:32+05:30,sparkgrid-financial-00018,Manufacturing,business,active,,true,2026-04-07T20:58:32+05:30
ace3e79d-cd39-4334-a57b-b5d4e459a08f,BluePeak Analytics 00019,bluepeak-analytics-00019.example.com,2026-02-12T02:21:09+05:30,bluepeak-analytics-00019,Travel,starter,cancelled,,false,2026-06-22T18:00:00+05:30
e2122892-2aff-4bc3-90b4-39222675d351,UrbanLoop Commerce 00020,urbanloop-commerce-00020.example.com,2026-01-03T05:03:58+05:30,urbanloop-commerce-00020,Healthcare,free,active,,true,2026-02-14T05:03:58+05:30
81a138c2-1dff-4af1-a247-4562a7b554c5,Sparkgrid Retail 00021,sparkgrid-retail-00021.example.com,2026-01-11T11:36:34+05:30,sparkgrid-retail-00021,Professional Services,growth,active,,true,2026-02-05T11:36:34+05:30
8fc0f24c-dbc1-46d9-a067-81d5c07dcb60,Silverline Analytics 00022,silverline-analytics-00022.example.com,2025-09-11T02:35:58+05:30,silverline-analytics-00022,Real Estate,starter,trialing,2025-09-25T02:35:58+05:30,true,2025-12-28T02:35:58+05:30
ce72b8e2-6f3d-43bd-8c13-8082a1acc26a,Vertex Networks 00023,vertex-networks-00023.example.com,2026-06-18T10:08:44+05:30,vertex-networks-00023,Fintech,enterprise,suspended,,false,2026-06-22T18:00:00+05:30
6f91e0b1-e5d6-4792-b48b-92d6454d0347,UrbanLoop Retail 00024,urbanloop-retail-00024.example.com,2025-09-11T04:24:22+05:30,urbanloop-retail-00024,Manufacturing,free,active,,true,2026-01-11T04:24:22+05:30
2a8edbbf-cfce-4a1d-9f2e-6a7711380237,Silverline Commerce 00025,silverline-commerce-00025.example.com,2026-04-18T02:11:17+05:30,silverline-commerce-00025,Real Estate,free,active,,true,2026-06-22T18:00:00+05:30
405deed9-ba9d-4864-9bf5-1624b07f7882,Silverline Works 00026,silverline-works-00026.example.com,2025-10-24T07:40:55+05:30,silverline-works-00026,Retail,starter,active,,true,2026-02-10T07:40:55+05:30
140b8c99-70b5-46f3-b669-abf99cb3bcb5,UrbanLoop AI 00027,urbanloop-ai-00027.example.com,2026-05-24T11:35:31+05:30,urbanloop-ai-00027,Education,free,past_due,,true,2026-06-22T18:00:00+05:30
6b91578d-c0d4-46f8-b25a-5e319efd07ea,Cloudlane Retail 00028,cloudlane-retail-00028.example.com,2025-06-30T13:11:28+05:30,cloudlane-retail-00028,Manufacturing,starter,active,,true,2025-10-25T13:11:28+05:30
ab68d28d-eb87-4198-860a-492263d7251f,Redwood Logistics 00029,redwood-logistics-00029.example.com,2025-09-17T04:40:44+05:30,redwood-logistics-00029,Manufacturing,starter,trialing,2025-10-01T04:40:44+05:30,true,2025-10-27T04:40:44+05:30
3f5d8054-8479-49d1-977c-63974248d2f3,Nimbus Financial 00030,nimbus-financial-00030.example.com,2026-04-12T09:17:46+05:30,nimbus-financial-00030,Fintech,starter,active,,true,2026-04-27T09:17:46+05:30
3d3163d2-4e44-4bbb-b726-cab4ff659113,SignalForge Works 00031,signalforge-works-00031.example.com,2026-05-08T14:58:28+05:30,signalforge-works-00031,Professional Services,free,active,,true,2026-06-22T18:00:00+05:30
8c44430a-91b8-432b-ad33-ffafc4f8c201,Sparkgrid Financial 00032,sparkgrid-financial-00032.example.com,2026-05-01T09:03:20+05:30,sparkgrid-financial-00032,Manufacturing,business,active,,true,2026-05-19T09:03:20+05:30
c0d1e5ab-7421-4f5f-a003-661bbb3300b7,CoreAxis AI 00033,coreaxis-ai-00033.example.com,2025-09-17T15:27:53+05:30,coreaxis-ai-00033,SaaS,growth,active,,true,2026-01-06T15:27:53+05:30
c2b51c4a-664e-4d81-adeb-6d2891e9535c,Nimbus Retail 00034,nimbus-retail-00034.example.com,2026-02-22T18:31:43+05:30,nimbus-retail-00034,Professional Services,growth,active,,true,2026-06-22T18:00:00+05:30
ecd7e694-1a3e-41c0-9916-c89829b7c3fd,Clearline Networks 00035,clearline-networks-00035.example.com,2026-04-07T21:22:24+05:30,clearline-networks-00035,Fintech,growth,active,,true,2026-06-22T18:00:00+05:30
8b4bfaa5-062c-4bd6-b0c0-893eecc1cd3d,Northstar Labs 00036,northstar-labs-00036.example.com,2025-07-07T02:52:33+05:30,northstar-labs-00036,Manufacturing,growth,past_due,,true,2025-08-02T02:52:33+05:30
424fd2f4-dd96-46fa-8b4f-9cbf898403c3,Clearline Works 00037,clearline-works-00037.example.com,2025-08-03T01:37:02+05:30,clearline-works-00037,Travel,business,active,,true,2025-08-28T01:37:02+05:30
fa539183-81c8-4d0f-bacb-6267333d1c1b,Sparkgrid Labs 00038,sparkgrid-labs-00038.example.com,2025-07-20T15:46:41+05:30,sparkgrid-labs-00038,Healthcare,business,active,,true,2025-10-30T15:46:41+05:30
74b17dcc-1888-4609-aa87-34bab2f1e426,Clearline Networks 00039,clearline-networks-00039.example.com,2026-03-11T08:53:46+05:30,clearline-networks-00039,Fintech,growth,suspended,,false,2026-06-04T08:53:46+05:30
33c3a356-65e9-4f38-bb93-27954e0384fd,UrbanLoop Labs 00040,urbanloop-labs-00040.example.com,2025-07-27T12:33:46+05:30,urbanloop-labs-00040,Healthcare,growth,active,,true,2025-11-12T12:33:46+05:30
02cfb883-ddf9-4fe2-9c26-37b53d3fc109,SignalForge Networks 00041,signalforge-networks-00041.example.com,2026-01-06T08:00:25+05:30,signalforge-networks-00041,Professional Services,business,active,,true,2026-04-29T08:00:25+05:30
1c653bb5-7716-44f9-ba50-ef7b04062c32,Northstar Labs 00042,northstar-labs-00042.example.com,2026-01-16T18:52:27+05:30,northstar-labs-00042,Manufacturing,starter,suspended,,false,2026-03-15T18:52:27+05:30
0f2b1d52-a454-4efd-9c2c-f0099b6ed92c,Nimbus Commerce 00043,nimbus-commerce-00043.example.com,2026-05-02T12:46:46+05:30,nimbus-commerce-00043,Education,growth,active,,true,2026-06-22T18:00:00+05:30
8abfb5d9-4288-4c20-a93f-4bd9bf6f5ec0,Kairo Financial 00044,kairo-financial-00044.example.com,2025-08-19T00:45:14+05:30,kairo-financial-00044,Retail,business,past_due,,true,2025-10-29T00:45:14+05:30
8839bf5f-df56-47dd-ba47-147013d8dec8,Clearline Services 00045,clearline-services-00045.example.com,2025-07-20T22:19:56+05:30,clearline-services-00045,Education,free,active,,true,2025-09-26T22:19:56+05:30
5f1b5b6d-6274-4108-a2b8-89f261ec066d,Silverline Networks 00046,silverline-networks-00046.example.com,2026-04-14T01:06:58+05:30,silverline-networks-00046,Education,starter,past_due,,true,2026-04-22T01:06:58+05:30
ce273bcc-1ec5-4abe-8681-06387063ca9e,Kairo Retail 00047,kairo-retail-00047.example.com,2025-10-24T10:23:45+05:30,kairo-retail-00047,Manufacturing,free,cancelled,,false,2026-02-14T10:23:45+05:30
b8774f84-bb5a-4bee-97de-89fb54316abe,Clearline Financial 00048,clearline-financial-00048.example.com,2025-12-24T09:54:17+05:30,clearline-financial-00048,Fintech,business,active,,true,2026-01-19T09:54:17+05:30
c684d91a-6201-4bd2-9057-7e80cdcdd351,CoreAxis Retail 00049,coreaxis-retail-00049.example.com,2025-07-23T01:28:22+05:30,coreaxis-retail-00049,Manufacturing,free,past_due,,true,2025-09-14T01:28:22+05:30
2f15628c-1810-4467-a2a1-151a0dea2cf6,UrbanLoop Cloud 00050,urbanloop-cloud-00050.example.com,2025-11-03T05:57:39+05:30,urbanloop-cloud-00050,Fintech,free,active,,true,2026-03-04T05:57:39+05:30
39a80d82-897c-4af7-bb77-ba9a9700fbed,Zenith Systems 00051,zenith-systems-00051.example.com,2026-03-23T03:35:58+05:30,zenith-systems-00051,Manufacturing,enterprise,active,,true,2026-06-02T03:35:58+05:30
e7d10b76-1ec6-4ae7-a84d-b1deb75e0ef2,Zenith Networks 00052,zenith-networks-00052.example.com,2025-06-24T03:33:38+05:30,zenith-networks-00052,Travel,enterprise,active,,true,2025-07-04T03:33:38+05:30
51b963e8-8d1d-4ce9-a27e-30659a8f7bb4,CoreAxis Logistics 00053,coreaxis-logistics-00053.example.com,2025-12-31T04:48:01+05:30,coreaxis-logistics-00053,Real Estate,starter,active,,true,2026-02-04T04:48:01+05:30
4debaf3a-418d-437b-9518-716876df32b3,Kairo Services 00054,kairo-services-00054.example.com,2025-09-12T05:19:16+05:30,kairo-services-00054,Healthcare,growth,active,,true,2025-11-28T05:19:16+05:30
bde77204-3168-471d-bcc9-710de5224e45,Evergreen Retail 00055,evergreen-retail-00055.example.com,2026-06-13T10:28:55+05:30,evergreen-retail-00055,Fintech,growth,past_due,,true,2026-06-22T18:00:00+05:30
36d7d52a-c0c9-4e4a-b43d-4dbdddda18fd,Nimbus Networks 00056,nimbus-networks-00056.example.com,2025-08-23T10:26:43+05:30,nimbus-networks-00056,Education,business,active,,true,2025-09-05T10:26:43+05:30
b447395e-d2fa-4597-a7ad-cf3a02ca56c3,BluePeak Financial 00057,bluepeak-financial-00057.example.com,2026-01-05T02:17:20+05:30,bluepeak-financial-00057,Healthcare,free,past_due,,true,2026-02-19T02:17:20+05:30
e4f5f206-9232-429b-9d18-71e1e2b744b7,SignalForge Systems 00058,signalforge-systems-00058.example.com,2025-07-26T11:47:40+05:30,signalforge-systems-00058,Manufacturing,enterprise,active,,true,2025-10-24T11:47:40+05:30
00ec8e25-467e-40ca-912b-f8de033d67a1,BluePeak Networks 00059,bluepeak-networks-00059.example.com,2025-12-30T14:57:14+05:30,bluepeak-networks-00059,Travel,business,active,,true,2026-05-12T14:57:14+05:30
409ca701-1e45-4f57-af28-243b7c871082,Cloudlane Works 00060,cloudlane-works-00060.example.com,2026-02-27T13:49:31+05:30,cloudlane-works-00060,Fintech,growth,active,,true,2026-03-29T13:49:31+05:30
be398612-4497-445e-99d8-b482355aa54b,Sparkgrid Health 00061,sparkgrid-health-00061.example.com,2025-12-17T14:54:18+05:30,sparkgrid-health-00061,Professional Services,growth,active,,true,2026-02-04T14:54:18+05:30
ee9b6f7e-a33c-4a8d-b6d7-72305f877204,Cloudlane Analytics 00062,cloudlane-analytics-00062.example.com,2026-06-01T19:17:55+05:30,cloudlane-analytics-00062,Healthcare,enterprise,active,,true,2026-06-22T18:00:00+05:30
ab2c6fba-31c8-4d95-92d8-bf726c6fe33e,Kairo Health 00063,kairo-health-00063.example.com,2025-10-23T17:31:43+05:30,kairo-health-00063,Real Estate,free,active,,true,2025-12-29T17:31:43+05:30
f4cea05a-e558-4339-aa49-6ab5d5d08408,Acme Health 00064,acme-health-00064.example.com,2026-01-01T08:19:17+05:30,acme-health-00064,Fintech,growth,active,,true,2026-03-20T08:19:17+05:30
169133ec-46c0-4a04-9212-c1249f5b6e18,Silverline Retail 00065,silverline-retail-00065.example.com,2026-01-30T04:08:52+05:30,silverline-retail-00065,Healthcare,growth,past_due,,true,2026-06-11T04:08:52+05:30
f9ed1fe3-6bc1-4862-8108-db199c0d28e6,Northstar Works 00066,northstar-works-00066.example.com,2025-07-29T06:20:21+05:30,northstar-works-00066,SaaS,growth,active,,true,2025-11-01T06:20:21+05:30
4b1a525a-4d4c-44c0-bd8b-921052b21163,Redwood AI 00067,redwood-ai-00067.example.com,2026-05-19T04:57:41+05:30,redwood-ai-00067,Education,business,active,,true,2026-06-22T18:00:00+05:30
ad580088-3a93-4520-acae-d9c4cc4cb36f,Nimbus Networks 00068,nimbus-networks-00068.example.com,2025-11-05T03:47:22+05:30,nimbus-networks-00068,Retail,starter,active,,true,2025-12-21T03:47:22+05:30
361a8755-e510-4402-9875-1df8dae09227,BrightPath Financial 00069,brightpath-financial-00069.example.com,2025-10-28T05:41:43+05:30,brightpath-financial-00069,Education,starter,active,,true,2026-04-10T05:41:43+05:30
c2516d1a-057c-440b-ab9e-8a7e7b05efc3,Nimbus Logistics 00070,nimbus-logistics-00070.example.com,2026-01-04T07:44:35+05:30,nimbus-logistics-00070,SaaS,business,active,,true,2026-04-17T07:44:35+05:30
871d2ccf-4e7c-4b10-88b7-93f135d44b57,UrbanLoop Logistics 00071,urbanloop-logistics-00071.example.com,2025-12-20T20:37:55+05:30,urbanloop-logistics-00071,Real Estate,starter,active,,true,2026-03-12T20:37:55+05:30
85afc831-fd20-4dd1-bfca-8833c66dd3d4,Sparkgrid Works 00072,sparkgrid-works-00072.example.com,2025-11-07T06:17:19+05:30,sparkgrid-works-00072,Retail,business,active,,true,2026-01-09T06:17:19+05:30
d6823764-9638-4efa-86ea-633ba9762a5e,Redwood Commerce 00073,redwood-commerce-00073.example.com,2025-11-22T08:19:34+05:30,redwood-commerce-00073,Professional Services,business,active,,true,2026-03-20T08:19:34+05:30
98f32f05-e9df-41ef-9e78-1f9016f60688,UrbanLoop AI 00074,urbanloop-ai-00074.example.com,2026-04-06T18:27:11+05:30,urbanloop-ai-00074,Retail,enterprise,active,,true,2026-06-22T18:00:00+05:30
0e794acb-d01c-468b-919c-2f04d9d09c70,SignalForge Financial 00075,signalforge-financial-00075.example.com,2026-04-15T11:33:19+05:30,signalforge-financial-00075,Manufacturing,business,active,,true,2026-06-22T18:00:00+05:30
75bf9e29-12d7-4e07-9355-7133667abf2c,Zenith Retail 00076,zenith-retail-00076.example.com,2025-07-04T11:33:00+05:30,zenith-retail-00076,Professional Services,growth,suspended,,false,2025-10-26T11:33:00+05:30
9d2792c3-5c1d-4615-8cbd-1e43efdeb83f,Silverline AI 00077,silverline-ai-00077.example.com,2025-11-26T01:23:28+05:30,silverline-ai-00077,Real Estate,growth,active,,true,2026-05-10T01:23:28+05:30
179b66c1-a622-4a96-baaa-7879d417d27f,Silverline Health 00078,silverline-health-00078.example.com,2026-06-17T09:46:44+05:30,silverline-health-00078,Logistics,growth,trialing,2026-07-01T09:46:44+05:30,true,2026-06-22T18:00:00+05:30
dd4feba1-bb01-488d-b6b9-47a8da4c38e4,Evergreen Health 00079,evergreen-health-00079.example.com,2026-02-08T00:44:15+05:30,evergreen-health-00079,Travel,business,trialing,2026-02-22T00:44:15+05:30,true,2026-02-25T00:44:15+05:30
5eff4d7f-040f-4e8f-942a-7626bc5c0ab3,BrightPath Health 00080,brightpath-health-00080.example.com,2026-01-16T12:11:35+05:30,brightpath-health-00080,Travel,growth,active,,true,2026-06-05T12:11:35+05:30
89827778-8023-403f-80ee-dd9543357da1,Nimbus Cloud 00081,nimbus-cloud-00081.example.com,2026-04-16T02:47:09+05:30,nimbus-cloud-00081,Fintech,growth,active,,true,2026-06-06T02:47:09+05:30
9cfb8fbe-5e6b-4c05-afb3-86bdfac8f705,Kairo Retail 00082,kairo-retail-00082.example.com,2025-12-20T01:28:51+05:30,kairo-retail-00082,Education,free,active,,true,2026-02-09T01:28:51+05:30
0b85e3b4-8ce5-4294-be18-8e4027faf9fe,Nimbus AI 00083,nimbus-ai-00083.example.com,2026-04-18T13:41:08+05:30,nimbus-ai-00083,Education,growth,active,,true,2026-06-22T18:00:00+05:30
07a09e66-b834-42af-8e8a-b6af68babb89,Acme Commerce 00084,acme-commerce-00084.example.com,2025-10-04T12:40:06+05:30,acme-commerce-00084,Real Estate,starter,active,,true,2026-03-22T12:40:06+05:30
d58d2919-4227-47f4-9ecb-d472f193a6a0,Cloudlane Retail 00085,cloudlane-retail-00085.example.com,2025-11-10T15:00:04+05:30,cloudlane-retail-00085,Professional Services,starter,active,,true,2026-01-20T15:00:04+05:30
c89775c4-6aa0-4ac0-889a-aae97466aba1,Northstar Works 00086,northstar-works-00086.example.com,2026-03-12T01:25:21+05:30,northstar-works-00086,Retail,starter,active,,true,2026-06-22T18:00:00+05:30
3f4dc8f6-ef83-49d7-8f2d-6c390ab7b11c,Zenith Logistics 00087,zenith-logistics-00087.example.com,2025-12-14T14:11:02+05:30,zenith-logistics-00087,Retail,business,active,,true,2026-02-16T14:11:02+05:30
65256c48-1350-453f-b021-44c833e02366,Redwood Logistics 00088,redwood-logistics-00088.example.com,2025-06-30T11:29:33+05:30,redwood-logistics-00088,Travel,business,active,,true,2025-09-22T11:29:33+05:30
83b2b518-d035-45fd-8f87-a11fcf70dbb2,Evergreen Financial 00089,evergreen-financial-00089.example.com,2025-07-27T08:10:59+05:30,evergreen-financial-00089,SaaS,growth,active,,true,2025-08-09T08:10:59+05:30
713baa8d-2b83-4326-86df-9a7370cdbcce,Cloudlane Services 00090,cloudlane-services-00090.example.com,2026-03-08T14:20:27+05:30,cloudlane-services-00090,Travel,growth,active,,true,2026-06-22T18:00:00+05:30
07ef5a33-c75a-4601-ac77-fcb5b0eabc2a,UrbanLoop Works 00091,urbanloop-works-00091.example.com,2025-07-16T17:48:38+05:30,urbanloop-works-00091,Healthcare,starter,active,,true,2025-07-21T17:48:38+05:30
50a60db1-5971-46ae-b506-44a1b193dfa6,SignalForge Services 00092,signalforge-services-00092.example.com,2026-01-26T07:28:38+05:30,signalforge-services-00092,SaaS,starter,active,,true,2026-03-28T07:28:38+05:30
f5100fb1-e365-43c0-9b00-d75bc5c4ecae,CoreAxis Analytics 00093,coreaxis-analytics-00093.example.com,2025-10-04T16:04:46+05:30,coreaxis-analytics-00093,SaaS,enterprise,trialing,2025-10-18T16:04:46+05:30,true,2026-02-10T16:04:46+05:30
5f2eab99-68ea-47b6-b744-fd52ea70d958,Kairo Services 00094,kairo-services-00094.example.com,2026-03-10T13:14:46+05:30,kairo-services-00094,Healthcare,business,active,,true,2026-04-03T13:14:46+05:30
d02480aa-43ec-42b0-82ac-38fa81498b25,Vertex Services 00095,vertex-services-00095.example.com,2025-10-24T18:22:44+05:30,vertex-services-00095,Logistics,starter,active,,true,2026-01-29T18:22:44+05:30
f8b85f64-b2e7-448f-99e2-51342d2ec807,BrightPath Logistics 00096,brightpath-logistics-00096.example.com,2025-08-27T07:00:29+05:30,brightpath-logistics-00096,Retail,free,active,,true,2026-01-11T07:00:29+05:30
ba4ee708-6944-460a-b07c-7c7b807a9d07,Redwood Retail 00097,redwood-retail-00097.example.com,2025-08-05T13:58:03+05:30,redwood-retail-00097,Travel,starter,past_due,,true,2026-01-22T13:58:03+05:30
8e8af862-1a42-48c4-83d7-ff41e8b11491,Cobalt AI 00098,cobalt-ai-00098.example.com,2026-02-25T15:11:38+05:30,cobalt-ai-00098,Travel,enterprise,active,,true,2026-06-22T18:00:00+05:30
13f542f1-4ae9-4425-a2bc-7b2d80bdd78b,UrbanLoop Analytics 00099,urbanloop-analytics-00099.example.com,2025-08-11T16:03:36+05:30,urbanloop-analytics-00099,Travel,growth,trialing,2025-08-25T16:03:36+05:30,true,2025-12-23T16:03:36+05:30
851a20df-5fa3-461f-a01f-eb9269e46958,Clearline Analytics 00100,clearline-analytics-00100.example.com,2025-10-10T11:16:37+05:30,clearline-analytics-00100,Professional Services,starter,active,,true,2025-12-04T11:16:37+05:30
4c9a4746-dade-4e61-995b-44478e6a9d8e,Zenith Works 00101,zenith-works-00101.example.com,2025-07-23T06:50:04+05:30,zenith-works-00101,SaaS,starter,past_due,,true,2025-08-25T06:50:04+05:30
0dc64ce9-c920-4849-a2f9-1b47af0332ff,Clearline Networks 00102,clearline-networks-00102.example.com,2026-05-07T08:09:19+05:30,clearline-networks-00102,Real Estate,enterprise,active,,true,2026-06-10T08:09:19+05:30
fbe647fa-05f2-404d-b640-025747f73588,Redwood Cloud 00103,redwood-cloud-00103.example.com,2025-11-22T08:31:02+05:30,redwood-cloud-00103,Real Estate,enterprise,active,,true,2025-12-30T08:31:02+05:30
0a9ee109-c9cc-4935-9a16-3d8cdbf482ab,Clearline Commerce 00104,clearline-commerce-00104.example.com,2025-12-30T07:03:32+05:30,clearline-commerce-00104,Education,free,active,,true,2026-01-11T07:03:32+05:30
9053c668-f9ab-4ea9-ba87-da541a0d2965,Acme Logistics 00105,acme-logistics-00105.example.com,2026-05-13T10:27:25+05:30,acme-logistics-00105,Manufacturing,starter,active,,true,2026-06-22T18:00:00+05:30
78cb7974-2b15-4a75-a2d6-2581ee839545,SignalForge Retail 00106,signalforge-retail-00106.example.com,2025-11-21T11:20:12+05:30,signalforge-retail-00106,Logistics,growth,trialing,2025-12-05T11:20:12+05:30,true,2026-04-14T11:20:12+05:30
ab1fde24-4ef0-4eb5-93c7-36e6213b12bf,Acme Services 00107,acme-services-00107.example.com,2025-07-05T08:47:31+05:30,acme-services-00107,Healthcare,starter,active,,true,2025-12-12T08:47:31+05:30
1b826ce0-431e-4185-9956-6dfffabd654e,Nimbus Cloud 00108,nimbus-cloud-00108.example.com,2026-03-25T12:36:16+05:30,nimbus-cloud-00108,Travel,starter,active,,true,2026-06-22T18:00:00+05:30
58fca00d-d6b3-490c-8995-2dfc27dac6b5,Cloudlane Cloud 00109,cloudlane-cloud-00109.example.com,2025-12-27T04:19:13+05:30,cloudlane-cloud-00109,Education,growth,active,,true,2026-02-20T04:19:13+05:30
df1d0439-7b6d-40de-a6d6-dacfc2d8cf79,Cloudlane AI 00110,cloudlane-ai-00110.example.com,2026-05-24T01:57:20+05:30,cloudlane-ai-00110,Retail,starter,active,,true,2026-06-22T18:00:00+05:30
c45201a7-455d-4cf2-a6fe-30e85591b8e3,Silverline Networks 00111,silverline-networks-00111.example.com,2025-08-01T22:37:57+05:30,silverline-networks-00111,Logistics,free,active,,true,2025-11-18T22:37:57+05:30
7b3cc731-f071-465c-b7a1-1e31a9f3abc7,Vertex Works 00112,vertex-works-00112.example.com,2025-12-20T07:15:50+05:30,vertex-works-00112,Education,business,active,,true,2026-03-05T07:15:50+05:30
a1a84e26-7a59-4697-ac2a-33838bb4f0f0,Acme Cloud 00113,acme-cloud-00113.example.com,2026-02-28T12:13:38+05:30,acme-cloud-00113,Healthcare,business,active,,true,2026-04-21T12:13:38+05:30
8b7f25a0-5320-4500-95d4-5f3a1bfdb158,Sparkgrid Works 00114,sparkgrid-works-00114.example.com,2026-03-27T09:21:18+05:30,sparkgrid-works-00114,Retail,growth,trialing,2026-04-10T09:21:18+05:30,true,2026-06-22T18:00:00+05:30
830796aa-518b-45f9-b7d3-cb8205a8db11,SignalForge Labs 00115,signalforge-labs-00115.example.com,2025-09-30T06:13:09+05:30,signalforge-labs-00115,Manufacturing,business,active,,true,2025-10-25T06:13:09+05:30
4359197b-171e-416c-a5e8-18309f6b2828,Clearline Cloud 00116,clearline-cloud-00116.example.com,2026-03-17T09:25:26+05:30,clearline-cloud-00116,Fintech,growth,active,,true,2026-03-19T09:25:26+05:30
e170aeab-36bb-4138-a727-fe962768c513,Cloudlane Cloud 00117,cloudlane-cloud-00117.example.com,2026-02-06T04:49:40+05:30,cloudlane-cloud-00117,Fintech,free,trialing,2026-02-20T04:49:40+05:30,true,2026-02-10T04:49:40+05:30
0d1e5576-0989-4b3e-9bb0-7cef616fa0e2,Cobalt Retail 00118,cobalt-retail-00118.example.com,2025-06-22T21:19:38+05:30,cobalt-retail-00118,Professional Services,enterprise,active,,true,2025-07-03T21:19:38+05:30
1e642560-21b5-4a71-b801-e5894d4f17ea,Clearline Systems 00119,clearline-systems-00119.example.com,2025-10-05T23:27:45+05:30,clearline-systems-00119,Education,free,active,,true,2026-02-14T23:27:45+05:30
99c3a8e9-d257-4934-9934-5b03fdb6ba3b,BrightPath Cloud 00120,brightpath-cloud-00120.example.com,2026-01-27T15:18:24+05:30,brightpath-cloud-00120,Healthcare,enterprise,active,,true,2026-03-10T15:18:24+05:30
f2fbd2f8-559f-495a-8604-ad7c28b09ddd,Vertex AI 00121,vertex-ai-00121.example.com,2025-11-15T09:13:11+05:30,vertex-ai-00121,Fintech,starter,active,,true,2025-12-28T09:13:11+05:30
