id,tenant_id,metric_date,metric_name,metric_value,dimensions,created_at
25b04ac4-c769-40d1-8ee3-cdc3530e16fc,49026c7f-4614-4430-9b2e-4efbce1c11be,2026-04-22,monthly_active_users,451,"{""channel"":""email"",""industry"":""SaaS"",""plan"":""business""}",2026-06-22T18:00:00+05:30
b1e855d8-016c-492a-90e6-b368f00ca160,5b3e3188-26b2-41f8-8d4e-57067597768b,2025-12-17,session_duration_seconds,1877,"{""channel"":""whatsapp"",""industry"":""Retail"",""plan"":""free""}",2026-06-22T18:00:00+05:30
bd40acb9-8e47-4d53-9c60-6c25dccf9a82,4d2467ce-3b58-4848-accb-0a4dc3cba1ac,2025-10-01,login_frequency,2060,"{""channel"":""web"",""industry"":""SaaS"",""plan"":""enterprise""}",2026-06-22T18:00:00+05:30
6050d2fb-e736-4f70-8809-f3ba8dff4ee3,2f76e7b9-7d11-4c1f-bca7-512fe16c55d0,2025-12-02,api_calls,1075,"{""channel"":""whatsapp"",""industry"":""Healthcare"",""plan"":""free""}",2026-06-22T18:00:00+05:30
2b40ed8a-2850-449f-b751-34ab972955a3,8df5555c-86a1-4558-b57a-c3877a013d64,2026-03-07,error_rate,0.8681,"{""channel"":""api"",""industry"":""Manufacturing"",""plan"":""business""}",2026-06-22T18:00:00+05:30
1f479558-fc52-4ec7-8d33-9da1bc254b83,ace3e79d-cd39-4334-a57b-b5d4e459a08f,2026-05-25,lead_conversion_rate,0.2879,"{""channel"":""whatsapp"",""industry"":""Travel"",""plan"":""starter""}",2026-06-22T18:00:00+05:30
28a4d0d2-3b7e-40df-a5ec-6ade45153504,e2122892-2aff-4bc3-90b4-39222675d351,2025-09-12,trial_to_paid_conversion,1568,"{""channel"":""sms"",""industry"":""Healthcare"",""plan"":""free""}",2026-06-22T18:00:00+05:30
5af29a21-f104-4edf-9485-021dc0d88be4,81a138c2-1dff-4af1-a247-4562a7b554c5,2026-06-10,retention_rate,0.3833,"{""channel"":""slack"",""industry"":""Professional Services"",""plan"":""growth""}",2026-06-22T18:00:00+05:30
57846dff-a83c-48fd-bf25-cf027a56ce4e,8fc0f24c-dbc1-46d9-a067-81d5c07dcb60,2026-01-13,churn_rate,0.0356,"{""channel"":""sms"",""industry"":""Real Estate"",""plan"":""starter""}",2026-06-22T18:00:00+05:30
20d5d753-3b53-483b-9835-e62ae66bf132,ce72b8e2-6f3d-43bd-8c13-8082a1acc26a,2026-02-19,messages_sent,2375,"{""channel"":""whatsapp"",""industry"":""Fintech"",""plan"":""enterprise""}",2026-06-22T18:00:00+05:30
0fbc5026-ca49-4d90-bacd-7dcb081ba7b7,6f91e0b1-e5d6-4792-b48b-92d6454d0347,2026-04-21,agent_resolution_rate,0.2484,"{""channel"":""whatsapp"",""industry"":""Manufacturing"",""plan"":""free""}",2026-06-22T18:00:00+05:30
a7a6a9be-5997-4be4-8b86-2c3b853cd377,2a8edbbf-cfce-4a1d-9f2e-6a7711380237,2026-03-21,document_index_success_rate,0.8492,"{""channel"":""whatsapp"",""industry"":""Real Estate"",""plan"":""free""}",2026-06-22T18:00:00+05:30
794d87bb-cc2e-49f5-bd81-9d0feec17b56,405deed9-ba9d-4864-9bf5-1624b07f7882,2025-08-17,daily_active_users,132,"{""channel"":""web"",""industry"":""Retail"",""plan"":""starter""}",2026-06-22T18:00:00+05:30
30e5ba0a-6b85-4c2d-a523-d43208b7d7e9,140b8c99-70b5-46f3-b669-abf99cb3bcb5,2026-01-09,monthly_active_users,1215,"{""channel"":""whatsapp"",""industry"":""Education"",""plan"":""free""}",2026-06-22T18:00:00+05:30
d5eb5c24-19eb-45fc-b463-5c8413053f1c,6b91578d-c0d4-46f8-b25a-5e319efd07ea,2026-06-15,session_duration_seconds,1104,"{""channel"":""whatsapp"",""industry"":""Manufacturing"",""plan"":""starter""}",2026-06-22T18:00:00+05:30
5f767634-eed2-4cec-a6f7-08df8f5edfc9,ab68d28d-eb87-4198-860a-492263d7251f,2026-05-23,login_frequency,301,"{""channel"":""sms"",""industry"":""Manufacturing"",""plan"":""starter""}",2026-06-22T18:00:00+05:30
80664121-5e0f-426e-8f59-97549728d75e,3f5d8054-8479-49d1-977c-63974248d2f3,2025-08-14,api_calls,332,"{""channel"":""api"",""industry"":""Fintech"",""plan"":""starter""}",2026-06-22T18:00:00+05:30
1c530487-5d3f-4cd0-9c0e-7963d364fd51,3d3163d2-4e44-4bbb-b726-cab4ff659113,2025-11-09,error_rate,0.0266,"{""channel"":""voice"",""industry"":""Professional Services"",""plan"":""free""}",2026-06-22T18:00:00+05:30
2521f12f-d165-455c-853b-cca1aa11b705,8c44430a-91b8-432b-ad33-ffafc4f8c201,2026-01-06,lead_conversion_rate,0.0268,"{""channel"":""email"",""industry"":""Manufacturing"",""plan"":""business""}",2026-06-22T18:00:00+05:30
57d29232-125b-4658-a7de-96d8b1b19e89,c0d1e5ab-7421-4f5f-a003-661bbb3300b7,2026-01-04,trial_to_paid_conversion,205,"{""channel"":""api"",""industry"":""SaaS"",""plan"":""growth""}",2026-06-22T18:00:00+05:30
cfa21718-d6b9-47e7-a21e-a11f84976d19,c2b51c4a-664e-4d81-adeb-6d2891e9535c,2026-04-09,retention_rate,0.1932,"{""channel"":""slack"",""industry"":""Professional Services"",""plan"":""growth""}",2026-06-22T18:00:00+05:30
de4d505a-ff02-4a02-8e12-c146a6ac83cc,ecd7e694-1a3e-41c0-9916-c89829b7c3fd,2025-11-05,churn_rate,0.0229,"{""channel"":""sms"",""industry"":""Fintech"",""plan"":""growth""}",2026-06-22T18:00:00+05:30
a1e25fa5-0750-486f-be33-d04db3dfacd0,8b4bfaa5-062c-4bd6-b0c0-893eecc1cd3d,2025-12-18,messages_sent,2471,"{""channel"":""slack"",""industry"":""Manufacturing"",""plan"":""growth""}",2026-06-22T18:00:00+05:30
d9e3c8ec-930b-4996-afb8-c6a2b7353bc6,424fd2f4-dd96-46fa-8b4f-9cbf898403c3,2025-08-01,agent_resolution_rate,0.8082,"{""channel"":""sms"",""industry"":""Travel"",""plan"":""business""}",2026-06-22T18:00:00+05:30
ce94e4fd-4638-4682-b8c8-e4080a43dcf0,fa539183-81c8-4d0f-bacb-6267333d1c1b,2025-09-29,document_index_success_rate,0.3928,"{""channel"":""whatsapp"",""industry"":""Healthcare"",""plan"":""business""}",2026-06-22T18:00:00+05:30
b3a63079-73c5-4c92-a52e-3db0eed04ecc,74b17dcc-1888-4609-aa87-34bab2f1e426,2025-08-10,daily_active_users,1100,"{""channel"":""sms"",""industry"":""Fintech"",""plan"":""growth""}",2026-06-22T18:00:00+05:30
f5bc6b4e-b66f-4c2c-a986-83bec9f0852b,33c3a356-65e9-4f38-bb93-27954e0384fd,2026-03-16,monthly_active_users,918,"{""channel"":""api"",""industry"":""Healthcare"",""plan"":""growth""}",2026-06-22T18:00:00+05:30
9ae84d83-5589-4f5d-bddb-f770e2a735c0,02cfb883-ddf9-4fe2-9c26-37b53d3fc109,2025-07-12,session_duration_seconds,1198,"{""channel"":""slack"",""industry"":""Professional Services"",""plan"":""business""}",2026-06-22T18:00:00+05:30
eabfbaf5-e5ed-4498-b35f-374b554a6d6c,1c653bb5-7716-44f9-ba50-ef7b04062c32,2025-08-08,login_frequency,68,"{""channel"":""sms"",""industry"":""Manufacturing"",""plan"":""starter""}",2026-06-22T18:00:00+05:30
f1766d18-0e1d-4e9b-a564-d70e16eeb6b9,0f2b1d52-a454-4efd-9c2c-f0099b6ed92c,2025-11-13,api_calls,996,"{""channel"":""web"",""industry"":""Education"",""plan"":""growth""}",2026-06-22T18:00:00+05:30
faf82967-303c-4aff-abde-e8693bc47ce6,8abfb5d9-4288-4c20-a93f-4bd9bf6f5ec0,2025-06-26,error_rate,0.3254,"{""channel"":""api"",""industry"":""Retail"",""plan"":""business""}",2026-06-22T18:00:00+05:30
9d0c83e4-3a04-4cfc-b850-7604cb9ca4cc,8839bf5f-df56-47dd-ba47-147013d8dec8,2026-02-12,lead_conversion_rate,0.1422,"{""channel"":""voice"",""industry"":""Education"",""plan"":""free""}",2026-06-22T18:00:00+05:30
d1b4c73d-4a39-4a15-8aec-5e74e907be3f,5f1b5b6d-6274-4108-a2b8-89f261ec066d,2026-03-01,trial_to_paid_conversion,324,"{""channel"":""slack"",""industry"":""Education"",""plan"":""starter""}",2026-06-22T18:00:00+05:30
ea0a3835-d0fb-494a-9e7a-86aa82f164ee,ce273bcc-1ec5-4abe-8681-06387063ca9e,2026-01-12,retention_rate,0.5654,"{""channel"":""slack"",""industry"":""Manufacturing"",""plan"":""free""}",2026-06-22T18:00:00+05:30
72dde80c-0ab2-4ad1-845c-6ca063ba8987,b8774f84-bb5a-4bee-97de-89fb54316abe,2025-11-12,churn_rate,0.8678,"{""channel"":""voice"",""industry"":""Fintech"",""plan"":""business""}",2026-06-22T18:00:00+05:30
7952ab86-f439-4050-9f8f-638177903dfb,c684d91a-6201-4bd2-9057-7e80cdcdd351,2025-09-25,messages_sent,777,"{""channel"":""api"",""industry"":""Manufacturing"",""plan"":""free""}",2026-06-22T18:00:00+05:30
66e1acee-28dc-44f8-820c-93619bd8a91f,2f15628c-1810-4467-a2a1-151a0dea2cf6,2025-10-21,agent_resolution_rate,0.8183,"{""channel"":""web"",""industry"":""Fintech"",""plan"":""free""}",2026-06-22T18:00:00+05:30
b224af7e-98bc-488d-8c08-07612853e766,39a80d82-897c-4af7-bb77-ba9a9700fbed,2026-02-15,document_index_success_rate,0.0753,"{""channel"":""slack"",""industry"":""Manufacturing"",""plan"":""enterprise""}",2026-06-22T18:00:00+05:30
88c6fecc-4cba-4c2e-b106-a0de4de39c45,e7d10b76-1ec6-4ae7-a84d-b1deb75e0ef2,2026-02-04,daily_active_users,1063,"{""channel"":""api"",""industry"":""Travel"",""plan"":""enterprise""}",2026-06-22T18:00:00+05:30
22760512-2cac-4ed8-bcba-fed353b39785,51b963e8-8d1d-4ce9-a27e-30659a8f7bb4,2026-06-19,monthly_active_users,1716,"{""channel"":""whatsapp"",""industry"":""Real Estate"",""plan"":""starter""}",2026-06-22T18:00:00+05:30
96e99235-c748-4c1d-9f79-e40d1dae3e62,4debaf3a-418d-437b-9518-716876df32b3,2025-08-20,session_duration_seconds,1524,"{""channel"":""voice"",""industry"":""Healthcare"",""plan"":""growth""}",2026-06-22T18:00:00+05:30
83bc6d12-944c-4418-b59d-014fbfa66270,bde77204-3168-471d-bcc9-710de5224e45,2025-08-26,login_frequency,2321,"{""channel"":""web"",""industry"":""Fintech"",""plan"":""growth""}",2026-06-22T18:00:00+05:30
8bdb754e-dcd4-4c1c-89da-b4faf0b7deaa,36d7d52a-c0c9-4e4a-b43d-4dbdddda18fd,2025-11-10,api_calls,1241,"{""channel"":""email"",""industry"":""Education"",""plan"":""business""}",2026-06-22T18:00:00+05:30
42245dc1-001a-4d39-8ad9-07b7606eeb16,b447395e-d2fa-4597-a7ad-cf3a02ca56c3,2025-09-29,error_rate,0.6202,"{""channel"":""slack"",""industry"":""Healthcare"",""plan"":""free""}",2026-06-22T18:00:00+05:30
c1d73e38-09fb-473a-9650-02923c1eaaf0,e4f5f206-9232-429b-9d18-71e1e2b744b7,2025-08-17,lead_conversion_rate,0.9245,"{""channel"":""whatsapp"",""industry"":""Manufacturing"",""plan"":""enterprise""}",2026-06-22T18:00:00+05:30
c474ad69-f8d9-41e9-8e56-25257a8cf48e,00ec8e25-467e-40ca-912b-f8de033d67a1,2025-12-15,trial_to_paid_conversion,1617,"{""channel"":""slack"",""industry"":""Travel"",""plan"":""business""}",2026-06-22T18:00:00+05:30
700f6774-093d-4fb3-9a62-af8ac60d8516,409ca701-1e45-4f57-af28-243b7c871082,2026-03-28,retention_rate,0.5202,"{""channel"":""web"",""industry"":""Fintech"",""plan"":""growth""}",2026-06-22T18:00:00+05:30
1a4537df-f665-4490-b2e3-160a127894f4,be398612-4497-445e-99d8-b482355aa54b,2026-05-06,churn_rate,0.258,"{""channel"":""api"",""industry"":""Professional Services"",""plan"":""growth""}",2026-06-22T18:00:00+05:30
0b0fcf0f-9d09-4435-a861-05919966182b,ee9b6f7e-a33c-4a8d-b6d7-72305f877204,2025-07-11,messages_sent,1003,"{""channel"":""slack"",""industry"":""Healthcare"",""plan"":""enterprise""}",2026-06-22T18:00:00+05:30
25b0ed4c-460a-4a19-a638-28d33f9f59d7,ab2c6fba-31c8-4d95-92d8-bf726c6fe33e,2025-09-02,agent_resolution_rate,0.0635,"{""channel"":""voice"",""industry"":""Real Estate"",""plan"":""free""}",2026-06-22T18:00:00+05:30
a841530a-3b17-4407-86cf-cd94ad72b525,f4cea05a-e558-4339-aa49-6ab5d5d08408,2026-02-21,document_index_success_rate,0.4857,"{""channel"":""web"",""industry"":""Fintech"",""plan"":""growth""}",2026-06-22T18:00:00+05:30
42f0d213-ce89-41ce-bcbf-9fbc76014e3c,169133ec-46c0-4a04-9212-c1249f5b6e18,2025-08-21,daily_active_users,1203,"{""channel"":""slack"",""industry"":""Healthcare"",""plan"":""growth""}",2026-06-22T18:00:00+05:30
747795b7-9a45-4c64-9f1b-d6e28d0fc9b4,f9ed1fe3-6bc1-4862-8108-db199c0d28e6,2026-04-25,monthly_active_users,50,"{""channel"":""slack"",""industry"":""SaaS"",""plan"":""growth""}",2026-06-22T18:00:00+05:30
91dcb29c-cd0c-4ed4-b61b-fefe359b177f,4b1a525a-4d4c-44c0-bd8b-921052b21163,2025-09-04,session_duration_seconds,196,"{""channel"":""voice"",""industry"":""Education"",""plan"":""business""}",2026-06-22T18:00:00+05:30
5fdaad33-ee19-4f66-be77-c3d7bb4eb1cf,ad580088-3a93-4520-acae-d9c4cc4cb36f,2025-08-15,login_frequency,2173,"{""channel"":""web"",""industry"":""Retail"",""plan"":""starter""}",2026-06-22T18:00:00+05:30
35c72d5a-e630-409e-9926-4f026769f44d,361a8755-e510-4402-9875-1df8dae09227,2026-01-27,api_calls,972,"{""channel"":""email"",""industry"":""Education"",""plan"":""starter""}",2026-06-22T18:00:00+05:30
ae003410-1efb-4a3f-a0ad-baec9d8c6a05,c2516d1a-057c-440b-ab9e-8a7e7b05efc3,2025-10-12,error_rate,0.1994,"{""channel"":""sms"",""industry"":""SaaS"",""plan"":""business""}",2026-06-22T18:00:00+05:30
6c92651f-eb7f-4e5a-a14a-4124369cd5d1,871d2ccf-4e7c-4b10-88b7-93f135d44b57,2025-06-27,lead_conversion_rate,0.6185,"{""channel"":""api"",""industry"":""Real Estate"",""plan"":""starter""}",2026-06-22T18:00:00+05:30
44487dcb-d227-436a-8a00-473cb36526e3,85afc831-fd20-4dd1-bfca-8833c66dd3d4,2026-01-14,trial_to_paid_conversion,1061,"{""channel"":""voice"",""industry"":""Retail"",""plan"":""business""}",2026-06-22T18:00:00+05:30
e9407a38-9b9f-43da-aae5-47ea0eaeba56,d6823764-9638-4efa-86ea-633ba9762a5e,2025-11-30,retention_rate,0.9301,"{""channel"":""email"",""industry"":""Professional Services"",""plan"":""business""}",2026-06-22T18:00:00+05:30
8eea114f-75c0-4f00-bfa4-049e32ad0e6f,98f32f05-e9df-41ef-9e78-1f9016f60688,2025-08-26,churn_rate,0.1185,"{""channel"":""email"",""industry"":""Retail"",""plan"":""enterprise""}",2026-06-22T18:00:00+05:30
3cc0a405-6cf6-4a8c-ae8c-64c08cf5eea1,0e794acb-d01c-468b-919c-2f04d9d09c70,2025-11-16,messages_sent,1086,"{""channel"":""voice"",""industry"":""Manufacturing"",""plan"":""business""}",2026-06-22T18:00:00+05:30
ddf1990b-0f61-404e-9670-8d5e1e0e7405,75bf9e29-12d7-4e07-9355-7133667abf2c,2026-05-22,agent_resolution_rate,0.202,"{""channel"":""api"",""industry"":""Professional Services"",""plan"":""growth""}",2026-06-22T18:00:00+05:30
8cbe4b56-8602-4ad2-b361-530b86fce42c,9d2792c3-5c1d-4615-8cbd-1e43efdeb83f,2026-04-27,document_index_success_rate,0.479,"{""channel"":""api"",""industry"":""Real Estate"",""plan"":""growth""}",2026-06-22T18:00:00+05:30
86527b97-6d12-4b54-9dbb-b2a4fdbbb4be,179b66c1-a622-4a96-baaa-7879d417d27f,2026-05-09,daily_active_users,990,"{""channel"":""sms"",""industry"":""Logistics"",""plan"":""growth""}",2026-06-22T18:00:00+05:30
84057df4-6989-4e17-a314-a89e926fcf49,dd4feba1-bb01-488d-b6b9-47a8da4c38e4,2025-10-21,monthly_active_users,562,"{""channel"":""slack"",""industry"":""Travel"",""plan"":""business""}",2026-06-22T18:00:00+05:30
65121852-5bef-40c6-a582-395c9bc8f217,5eff4d7f-040f-4e8f-942a-7626bc5c0ab3,2025-12-21,session_duration_seconds,588,"{""channel"":""sms"",""industry"":""Travel"",""plan"":""growth""}",2026-06-22T18:00:00+05:30
8979342f-3121-4087-bff6-707c5451fdaa,89827778-8023-403f-80ee-dd9543357da1,2025-11-09,login_frequency,26,"{""channel"":""email"",""industry"":""Fintech"",""plan"":""growth""}",2026-06-22T18:00:00+05:30
af6033d3-209f-4e8b-8a0a-d13cc5f0779e,9cfb8fbe-5e6b-4c05-afb3-86bdfac8f705,2026-04-02,api_calls,2167,"{""channel"":""email"",""industry"":""Education"",""plan"":""free""}",2026-06-22T18:00:00+05:30
e9f6b4fe-76a7-46a8-8ab5-a4bfd39c4779,0b85e3b4-8ce5-4294-be18-8e4027faf9fe,2025-12-31,error_rate,0.0846,"{""channel"":""email"",""industry"":""Education"",""plan"":""growth""}",2026-06-22T18:00:00+05:30
0f5fb353-b373-440c-89aa-2fc85617d5d6,07a09e66-b834-42af-8e8a-b6af68babb89,2026-06-22,lead_conversion_rate,0.5323,"{""channel"":""whatsapp"",""industry"":""Real Estate"",""plan"":""starter""}",2026-06-22T18:00:00+05:30
c1fbc3fc-1e7b-44dc-aaf8-ce8db650820d,d58d2919-4227-47f4-9ecb-d472f193a6a0,2026-04-23,trial_to_paid_conversion,43,"{""channel"":""voice"",""industry"":""Professional Services"",""plan"":""starter""}",2026-06-22T18:00:00+05:30
99801d44-a5dd-4274-ba14-38d4b5414481,c89775c4-6aa0-4ac0-889a-aae97466aba1,2025-10-07,retention_rate,0.3267,"{""channel"":""voice"",""industry"":""Retail"",""plan"":""starter""}",2026-06-22T18:00:00+05:30
b8f307ba-8d21-46eb-8729-16c4934ba952,3f4dc8f6-ef83-49d7-8f2d-6c390ab7b11c,2025-10-15,churn_rate,0.6339,"{""channel"":""email"",""industry"":""Retail"",""plan"":""business""}",2026-06-22T18:00:00+05:30
e511355e-df9e-48e5-8c1b-5687c7fac66b,65256c48-1350-453f-b021-44c833e02366,2025-09-27,messages_sent,655,"{""channel"":""sms"",""industry"":""Travel"",""plan"":""business""}",2026-06-22T18:00:00+05:30
b99c4fca-178e-4792-b27f-afb25127b57c,83b2b518-d035-45fd-8f87-a11fcf70dbb2,2026-06-20,agent_resolution_rate,0.7492,"{""channel"":""email"",""industry"":""SaaS"",""plan"":""growth""}",2026-06-22T18:00:00+05:30
a33e85ad-8cf5-48a6-ba61-a7fc2508e2e5,713baa8d-2b83-4326-86df-9a7370cdbcce,2025-10-09,document_index_success_rate,0.6845,"{""channel"":""slack"",""industry"":""Travel"",""plan"":""growth""}",2026-06-22T18:00:00+05:30
4567ae19-254d-49f2-a51f-1bd6007171eb,07ef5a33-c75a-4601-ac77-fcb5b0eabc2a,2025-07-07,daily_active_users,1706,"{""channel"":""api"",""industry"":""Healthcare"",""plan"":""starter""}",2026-06-22T18:00:00+05:30
ac5ddb74-fc12-4ee3-b3e2-31bac52f2918,50a60db1-5971-46ae-b506-44a1b193dfa6,2025-07-09,monthly_active_users,1467,"{""channel"":""web"",""industry"":""SaaS"",""plan"":""starter""}",2026-06-22T18:00:00+05:30
fda6e95e-8948-4ae6-ba49-765352b1e626,f5100fb1-e365-43c0-9b00-d75bc5c4ecae,2025-11-29,session_duration_seconds,1852,"{""channel"":""whatsapp"",""industry"":""SaaS"",""plan"":""enterprise""}",2026-06-22T18:00:00+05:30
3e1e80ed-6c06-45ca-a409-e7bdd817f1b7,5f2eab99-68ea-47b6-b744-fd52ea70d958,2026-03-21,login_frequency,153,"{""channel"":""slack"",""industry"":""Healthcare"",""plan"":""business""}",2026-06-22T18:00:00+05:30
8f67de38-c92d-4648-a390-65350656a9b8,d02480aa-43ec-42b0-82ac-38fa81498b25,2025-12-30,api_calls,1263,"{""channel"":""api"",""industry"":""Logistics"",""plan"":""starter""}",2026-06-22T18:00:00+05:30
ee6c2a76-d769-4762-bf2d-32fa8bc5dbfc,f8b85f64-b2e7-448f-99e2-51342d2ec807,2025-07-14,error_rate,0.7956,"{""channel"":""web"",""industry"":""Retail"",""plan"":""free""}",2026-06-22T18:00:00+05:30
c8f2c531-f838-4ea5-889c-f9daf7a15bdc,ba4ee708-6944-460a-b07c-7c7b807a9d07,2025-10-18,lead_conversion_rate,0.5672,"{""channel"":""voice"",""industry"":""Travel"",""plan"":""starter""}",2026-06-22T18:00:00+05:30
e5e34446-513e-4b2b-9512-998e6119265c,8e8af862-1a42-48c4-83d7-ff41e8b11491,2026-05-10,trial_to_paid_conversion,775,"{""channel"":""web"",""industry"":""Travel"",""plan"":""enterprise""}",2026-06-22T18:00:00+05:30
9e932662-8d79-494c-9bbf-ee23722ccf45,13f542f1-4ae9-4425-a2bc-7b2d80bdd78b,2025-11-25,retention_rate,0.6587,"{""channel"":""web"",""industry"":""Travel"",""plan"":""growth""}",2026-06-22T18:00:00+05:30
135d0e87-9456-426a-96b2-5da7676b9bc9,851a20df-5fa3-461f-a01f-eb9269e46958,2025-11-07,churn_rate,0.3053,"{""channel"":""sms"",""industry"":""Professional Services"",""plan"":""starter""}",2026-06-22T18:00:00+05:30
60b33694-3b11-41cb-b36e-cd659473d70f,4c9a4746-dade-4e61-995b-44478e6a9d8e,2025-11-22,messages_sent,248,"{""channel"":""email"",""industry"":""SaaS"",""plan"":""starter""}",2026-06-22T18:00:00+05:30
cb02b736-6ba1-498e-93d1-bc342d4e1927,0dc64ce9-c920-4849-a2f9-1b47af0332ff,2025-10-15,agent_resolution_rate,0.9469,"{""channel"":""voice"",""industry"":""Real Estate"",""plan"":""enterprise""}",2026-06-22T18:00:00+05:30
eaf39356-982f-4f40-8225-14e32edc5edf,fbe647fa-05f2-404d-b640-025747f73588,2026-02-17,document_index_success_rate,0.5841,"{""channel"":""slack"",""industry"":""Real Estate"",""plan"":""enterprise""}",2026-06-22T18:00:00+05:30
63e0f0e7-137b-4fa0-87d8-3a25e05911e9,0a9ee109-c9cc-4935-9a16-3d8cdbf482ab,2025-11-15,daily_active_users,261,"{""channel"":""slack"",""industry"":""Education"",""plan"":""free""}",2026-06-22T18:00:00+05:30
5e06919e-df52-4c1b-b132-ac94c9920177,9053c668-f9ab-4ea9-ba87-da541a0d2965,2026-06-17,monthly_active_users,1885,"{""channel"":""sms"",""industry"":""Manufacturing"",""plan"":""starter""}",2026-06-22T18:00:00+05:30
41c73fe4-6b2a-4910-91d1-026b19749bab,78cb7974-2b15-4a75-a2d6-2581ee839545,2026-02-27,session_duration_seconds,1444,"{""channel"":""whatsapp"",""industry"":""Logistics"",""plan"":""growth""}",2026-06-22T18:00:00+05:30
7b5cd87e-7737-4a06-b253-d4b8b16986d7,ab1fde24-4ef0-4eb5-93c7-36e6213b12bf,2025-12-11,login_frequency,1232,"{""channel"":""web"",""industry"":""Healthcare"",""plan"":""starter""}",2026-06-22T18:00:00+05:30
36dd793d-b9ae-4b8f-9b6b-e12ac89e2f2e,1b826ce0-431e-4185-9956-6dfffabd654e,2025-11-02,api_calls,946,"{""channel"":""sms"",""industry"":""Travel"",""plan"":""starter""}",2026-06-22T18:00:00+05:30
0fe1fa38-3ac8-41f5-ae42-d86bc2b46b79,58fca00d-d6b3-490c-8995-2dfc27dac6b5,2025-10-01,error_rate,0.1596,"{""channel"":""email"",""industry"":""Education"",""plan"":""growth""}",2026-06-22T18:00:00+05:30
6c352b7b-9780-411f-ae8c-d0cf4e2a5ef9,df1d0439-7b6d-40de-a6d6-dacfc2d8cf79,2026-02-11,lead_conversion_rate,0.5115,"{""channel"":""sms"",""industry"":""Retail"",""plan"":""starter""}",2026-06-22T18:00:00+05:30
