id,tenant_id,name,role,system_prompt,tools,created_at,agent_type,model,is_active,updated_at
266a2f7f-9a77-4297-adcf-e4285f08b668,e2122892-2aff-4bc3-90b4-39222675d351,Support Agent 7,support_agent,You are Follei's support agent for Healthcare workflows.,"[""knowledge.search"",""crm.search"",""billing.lookup"",""calendar.book""]",2026-04-13T10:39:11+05:30,workflow,claude-3.5-sonnet,true,2026-04-26T10:39:11+05:30
03ca1f0f-29d0-49d4-8d5a-d4ba3faba274,81a138c2-1dff-4af1-a247-4562a7b554c5,Billing Helper 1,billing_helper,You are Follei's billing helper for Professional Services workflows.,"[""billing.lookup"",""crm.search""]",2026-03-09T04:31:15+05:30,autonomous,gpt-4o-mini,false,2026-04-29T04:31:15+05:30
740e8717-9048-4dc5-9d4d-2ce0c5473121,8fc0f24c-dbc1-46d9-a067-81d5c07dcb60,Sales Assistant 2,sales_assistant,You are Follei's sales assistant for Real Estate workflows.,"[""email.send"",""crm.search""]",2025-10-09T13:46:48+05:30,retrieval,gpt-4o-mini,true,2025-11-29T13:46:48+05:30
300a0589-31c1-461b-a2f2-b8d5f4e14a5c,ce72b8e2-6f3d-43bd-8c13-8082a1acc26a,Billing Helper 3,billing_helper,You are Follei's billing helper for Fintech workflows.,"[""email.send"",""calendar.book"",""knowledge.search""]",2026-01-17T01:15:31+05:30,autonomous,gpt-4.1-mini,true,2026-03-08T01:15:31+05:30
e5509845-5ea8-40b7-91ba-c9cec31fdb00,6f91e0b1-e5d6-4792-b48b-92d6454d0347,Success Coach 4,success_coach,You are Follei's success coach for Manufacturing workflows.,"[""email.send"",""crm.search""]",2026-01-02T09:15:38+05:30,workflow,gpt-4o-mini,true,2026-02-11T09:15:38+05:30
5595e2a3-ebbe-4015-8dba-23a2a543fc8f,2a8edbbf-cfce-4a1d-9f2e-6a7711380237,Knowledge Retriever 5,knowledge_retriever,You are Follei's knowledge retriever for Real Estate workflows.,"[""email.send"",""knowledge.search""]",2026-04-07T10:58:58+05:30,autonomous,gpt-4.1-mini,true,2026-05-04T10:58:58+05:30
01d793ef-e7bc-479c-984d-2c5f4d000afd,405deed9-ba9d-4864-9bf5-1624b07f7882,Sales Assistant 6,sales_assistant,You are Follei's sales assistant for Retail workflows.,"[""email.send"",""knowledge.search"",""crm.search""]",2025-09-19T09:42:57+05:30,retrieval,o4-mini,true,2025-12-12T09:42:57+05:30
4e0b6b9d-b8e5-42a9-a717-f4b5246c3421,140b8c99-70b5-46f3-b669-abf99cb3bcb5,Billing Helper 7,billing_helper,You are Follei's billing helper for Education workflows.,"[""billing.lookup"",""crm.search"",""calendar.book""]",2025-10-11T12:38:19+05:30,workflow,claude-3.5-sonnet,true,2025-11-22T12:38:19+05:30
cb3cf563-9ef5-45cb-82b4-361cbe9e4f52,6b91578d-c0d4-46f8-b25a-5e319efd07ea,Knowledge Retriever 1,knowledge_retriever,You are Follei's knowledge retriever for Manufacturing workflows.,"[""email.send"",""crm.search"",""knowledge.search"",""calendar.book""]",2025-10-02T05:31:15+05:30,retrieval,gpt-4o-mini,true,2025-10-16T05:31:15+05:30
6e58a14e-41f8-41c3-8e4d-1a9d9b68dc29,ab68d28d-eb87-4198-860a-492263d7251f,Support Agent 2,support_agent,You are Follei's support agent for Manufacturing workflows.,"[""crm.search"",""billing.lookup""]",2025-12-30T08:47:26+05:30,autonomous,gpt-4o-mini,true,2026-01-29T08:47:26+05:30
a39b822a-3428-43c4-82ab-63320ca0c6f6,3f5d8054-8479-49d1-977c-63974248d2f3,Support Agent 3,support_agent,You are Follei's support agent for Fintech workflows.,"[""crm.search"",""email.send""]",2025-10-01T14:39:26+05:30,autonomous,gpt-4o-mini,true,2025-10-28T14:39:26+05:30
ff7e132f-0a61-4f54-af99-27372aceb87d,3d3163d2-4e44-4bbb-b726-cab4ff659113,Sales Assistant 4,sales_assistant,You are Follei's sales assistant for Professional Services workflows.,"[""billing.lookup"",""knowledge.search"",""email.send""]",2026-05-22T11:24:40+05:30,autonomous,o4-mini,true,2026-06-19T11:24:40+05:30
850fcc15-22b0-49c7-bc9d-2ea8f1094d77,8c44430a-91b8-432b-ad33-ffafc4f8c201,Billing Helper 5,billing_helper,You are Follei's billing helper for Manufacturing workflows.,"[""email.send"",""calendar.book"",""knowledge.search"",""crm.search""]",2026-04-06T03:41:31+05:30,autonomous,gpt-4.1-mini,true,2026-06-12T03:41:31+05:30
e3337b85-0a29-400d-98a6-6826e7e725dd,c0d1e5ab-7421-4f5f-a003-661bbb3300b7,Knowledge Retriever 6,knowledge_retriever,You are Follei's knowledge retriever for SaaS workflows.,"[""billing.lookup"",""crm.search"",""email.send""]",2026-05-15T10:18:49+05:30,retrieval,gpt-4o-mini,true,2026-05-27T10:18:49+05:30
0f1c98ad-7d38-4b1f-8e4c-20a1c45d1e23,c2b51c4a-664e-4d81-adeb-6d2891e9535c,Success Coach 7,success_coach,You are Follei's success coach for Professional Services workflows.,"[""crm.search"",""email.send"",""billing.lookup""]",2025-07-14T03:29:52+05:30,workflow,o4-mini,true,2025-07-29T03:29:52+05:30
6894bda5-ef03-4ea7-bd5f-672530acaa9a,ecd7e694-1a3e-41c0-9916-c89829b7c3fd,Support Agent 1,support_agent,You are Follei's support agent for Fintech workflows.,"[""crm.search"",""billing.lookup"",""email.send""]",2026-01-02T06:08:21+05:30,autonomous,claude-3.5-sonnet,false,2026-02-18T06:08:21+05:30
7212bfb0-3eae-4bc5-83e8-601fe67099eb,8b4bfaa5-062c-4bd6-b0c0-893eecc1cd3d,Billing Helper 2,billing_helper,You are Follei's billing helper for Manufacturing workflows.,"[""crm.search"",""billing.lookup"",""calendar.book""]",2026-04-02T10:54:18+05:30,copilot,o4-mini,false,2026-06-10T10:54:18+05:30
f3024075-d2b3-4759-96ae-e23f639767c9,424fd2f4-dd96-46fa-8b4f-9cbf898403c3,Success Coach 3,success_coach,You are Follei's success coach for Travel workflows.,"[""crm.search"",""knowledge.search"",""email.send""]",2026-04-20T07:40:37+05:30,copilot,gpt-4.1-mini,true,2026-06-22T18:00:00+05:30
af5d9b1e-5ce3-4654-8653-2572b0388031,fa539183-81c8-4d0f-bacb-6267333d1c1b,Knowledge Retriever 4,knowledge_retriever,You are Follei's knowledge retriever for Healthcare workflows.,"[""calendar.book"",""knowledge.search"",""crm.search"",""email.send""]",2025-12-31T03:27:32+05:30,autonomous,gpt-4.1-mini,true,2026-01-05T03:27:32+05:30
46635c2d-5bfb-489c-a7e7-7aab1102bb23,74b17dcc-1888-4609-aa87-34bab2f1e426,Sales Assistant 5,sales_assistant,You are Follei's sales assistant for Fintech workflows.,"[""knowledge.search"",""crm.search"",""email.send""]",2026-04-19T09:45:42+05:30,retrieval,gpt-4o-mini,true,2026-05-04T09:45:42+05:30
2678ec5e-2e47-4831-bbfb-f1fd80a69966,33c3a356-65e9-4f38-bb93-27954e0384fd,Sales Assistant 6,sales_assistant,You are Follei's sales assistant for Healthcare workflows.,"[""knowledge.search"",""billing.lookup"",""crm.search"",""email.send""]",2025-09-29T01:18:00+05:30,retrieval,gpt-4o-mini,true,2025-10-30T01:18:00+05:30
157a7d83-3705-489d-9eae-b27d0341c13b,02cfb883-ddf9-4fe2-9c26-37b53d3fc109,Billing Helper 7,billing_helper,You are Follei's billing helper for Professional Services workflows.,"[""email.send"",""calendar.book""]",2025-10-15T05:15:39+05:30,retrieval,claude-3.5-sonnet,true,2025-11-10T05:15:39+05:30
7bde0e27-9bb9-43eb-ba9c-68315ea73f9d,1c653bb5-7716-44f9-ba50-ef7b04062c32,Success Coach 1,success_coach,You are Follei's success coach for Manufacturing workflows.,"[""email.send"",""crm.search""]",2026-03-08T12:22:30+05:30,workflow,gpt-4.1,true,2026-06-05T12:22:30+05:30
f833c3cf-d0a1-41e0-80b1-c269c162f233,0f2b1d52-a454-4efd-9c2c-f0099b6ed92c,Billing Helper 2,billing_helper,You are Follei's billing helper for Education workflows.,"[""calendar.book"",""billing.lookup"",""crm.search"",""knowledge.search""]",2025-11-12T07:05:39+05:30,retrieval,gpt-4.1-mini,true,2026-02-03T07:05:39+05:30
c479653f-7a11-4188-a508-faf79452b339,8abfb5d9-4288-4c20-a93f-4bd9bf6f5ec0,Billing Helper 3,billing_helper,You are Follei's billing helper for Retail workflows.,"[""knowledge.search"",""calendar.book"",""crm.search"",""email.send""]",2026-02-04T05:29:03+05:30,retrieval,gpt-4o-mini,false,2026-02-13T05:29:03+05:30
f557408b-2212-40da-a18d-b6c0bf31b0db,8839bf5f-df56-47dd-ba47-147013d8dec8,Billing Helper 4,billing_helper,You are Follei's billing helper for Education workflows.,"[""calendar.book"",""billing.lookup""]",2025-10-30T18:52:18+05:30,autonomous,gpt-4.1,true,2026-01-25T18:52:18+05:30
8742ee89-b5d3-4714-9fbe-a370304d0b42,5f1b5b6d-6274-4108-a2b8-89f261ec066d,Success Coach 5,success_coach,You are Follei's success coach for Education workflows.,"[""calendar.book"",""billing.lookup"",""email.send"",""crm.search""]",2026-05-24T12:31:16+05:30,retrieval,gpt-4.1-mini,true,2026-06-22T18:00:00+05:30
87c713c9-608d-4b2e-84be-1621f69a29e1,ce273bcc-1ec5-4abe-8681-06387063ca9e,Billing Helper 6,billing_helper,You are Follei's billing helper for Manufacturing workflows.,"[""calendar.book"",""billing.lookup"",""knowledge.search"",""crm.search""]",2026-05-03T16:57:59+05:30,workflow,gpt-4.1-mini,true,2026-06-07T16:57:59+05:30
5ea42c18-7ac5-4feb-9bbd-f7681976b8c4,b8774f84-bb5a-4bee-97de-89fb54316abe,Sales Assistant 7,sales_assistant,You are Follei's sales assistant for Fintech workflows.,"[""email.send"",""crm.search"",""calendar.book"",""billing.lookup""]",2025-08-22T08:39:22+05:30,workflow,claude-3.5-sonnet,true,2025-10-29T08:39:22+05:30
eee49392-2bba-48c9-adc7-be22ebc340a6,c684d91a-6201-4bd2-9057-7e80cdcdd351,Billing Helper 1,billing_helper,You are Follei's billing helper for Manufacturing workflows.,"[""calendar.book"",""knowledge.search"",""crm.search"",""billing.lookup""]",2026-03-14T12:10:07+05:30,copilot,gpt-4o-mini,true,2026-03-27T12:10:07+05:30
48f65d32-50b7-4e09-9a50-c0e7b7f9f50f,2f15628c-1810-4467-a2a1-151a0dea2cf6,Knowledge Retriever 2,knowledge_retriever,You are Follei's knowledge retriever for Fintech workflows.,"[""email.send"",""billing.lookup""]",2025-12-16T09:54:57+05:30,workflow,gpt-4.1-mini,true,2026-01-28T09:54:57+05:30
2a99f96d-61a0-44c0-b5c1-1c476adcbf15,39a80d82-897c-4af7-bb77-ba9a9700fbed,Sales Assistant 3,sales_assistant,You are Follei's sales assistant for Manufacturing workflows.,"[""billing.lookup"",""crm.search"",""calendar.book"",""knowledge.search""]",2025-08-22T02:27:57+05:30,retrieval,gpt-4.1,true,2025-08-28T02:27:57+05:30
eef51abb-44f9-446b-8933-0950cfba7409,e7d10b76-1ec6-4ae7-a84d-b1deb75e0ef2,Billing Helper 4,billing_helper,You are Follei's billing helper for Travel workflows.,"[""crm.search"",""knowledge.search"",""calendar.book"",""email.send""]",2026-01-31T09:29:55+05:30,copilot,gpt-4o-mini,true,2026-03-15T09:29:55+05:30
bec8c851-3dee-4982-9d62-b1eb181b7e94,51b963e8-8d1d-4ce9-a27e-30659a8f7bb4,Success Coach 5,success_coach,You are Follei's success coach for Real Estate workflows.,"[""billing.lookup"",""email.send""]",2026-06-13T14:19:33+05:30,copilot,gpt-4.1-mini,true,2026-06-22T18:00:00+05:30
c768ca3e-ea20-40e8-b9f4-324f8e0fc04c,4debaf3a-418d-437b-9518-716876df32b3,Billing Helper 6,billing_helper,You are Follei's billing helper for Healthcare workflows.,"[""calendar.book"",""crm.search""]",2026-05-28T10:28:09+05:30,copilot,claude-3.5-sonnet,true,2026-06-22T18:00:00+05:30
9029256b-9df6-459d-b06d-ebe0461a7ebb,bde77204-3168-471d-bcc9-710de5224e45,Success Coach 7,success_coach,You are Follei's success coach for Fintech workflows.,"[""billing.lookup"",""knowledge.search"",""calendar.book"",""email.send""]",2026-03-07T08:54:45+05:30,copilot,gpt-4.1-mini,true,2026-03-09T08:54:45+05:30
eeae47fb-b9d8-45cf-abcb-5a07df4a1891,36d7d52a-c0c9-4e4a-b43d-4dbdddda18fd,Knowledge Retriever 1,knowledge_retriever,You are Follei's knowledge retriever for Education workflows.,"[""crm.search"",""billing.lookup"",""knowledge.search""]",2026-01-16T10:44:54+05:30,workflow,gpt-4o-mini,true,2026-02-20T10:44:54+05:30
48a4c73b-13da-4a24-adc8-1a08af6fff1e,b447395e-d2fa-4597-a7ad-cf3a02ca56c3,Knowledge Retriever 2,knowledge_retriever,You are Follei's knowledge retriever for Healthcare workflows.,"[""crm.search"",""email.send""]",2025-12-14T01:20:27+05:30,workflow,gpt-4.1,true,2026-01-24T01:20:27+05:30
110ddf8a-8079-4f14-bb80-435c13a38aad,e4f5f206-9232-429b-9d18-71e1e2b744b7,Billing Helper 3,billing_helper,You are Follei's billing helper for Manufacturing workflows.,"[""calendar.book"",""billing.lookup""]",2026-06-18T11:25:48+05:30,copilot,gpt-4.1-mini,true,2026-06-22T18:00:00+05:30
42decf81-3c30-487d-8182-a8558d27232e,00ec8e25-467e-40ca-912b-f8de033d67a1,Success Coach 4,success_coach,You are Follei's success coach for Travel workflows.,"[""billing.lookup"",""knowledge.search""]",2026-02-14T14:23:00+05:30,workflow,o4-mini,true,2026-02-26T14:23:00+05:30
330ce930-187a-45b6-b6c8-ef5fa0a199a5,409ca701-1e45-4f57-af28-243b7c871082,Sales Assistant 5,sales_assistant,You are Follei's sales assistant for Fintech workflows.,"[""crm.search"",""calendar.book""]",2025-11-04T04:36:52+05:30,copilot,gpt-4.1-mini,true,2025-12-15T04:36:52+05:30
ddfeb2d2-51e8-4307-bfd5-6ca174e352fd,be398612-4497-445e-99d8-b482355aa54b,Knowledge Retriever 6,knowledge_retriever,You are Follei's knowledge retriever for Professional Services workflows.,"[""email.send"",""crm.search""]",2026-04-12T03:16:22+05:30,workflow,o4-mini,true,2026-06-22T18:00:00+05:30
459a9966-a78d-4293-9f97-74bbc546ba50,ee9b6f7e-a33c-4a8d-b6d7-72305f877204,Success Coach 7,success_coach,You are Follei's success coach for Healthcare workflows.,"[""crm.search"",""knowledge.search""]",2025-08-23T10:19:29+05:30,retrieval,o4-mini,true,2025-10-04T10:19:29+05:30
2dcd72a5-4f54-4a47-add1-f8fbee01f2cf,ab2c6fba-31c8-4d95-92d8-bf726c6fe33e,Sales Assistant 1,sales_assistant,You are Follei's sales assistant for Real Estate workflows.,"[""email.send"",""billing.lookup""]",2026-01-16T12:14:50+05:30,autonomous,o4-mini,false,2026-03-30T12:14:50+05:30
373e14b1-a28e-4192-b12c-487ec68cd98a,f4cea05a-e558-4339-aa49-6ab5d5d08408,Knowledge Retriever 2,knowledge_retriever,You are Follei's knowledge retriever for Fintech workflows.,"[""crm.search"",""calendar.book""]",2026-05-30T05:33:26+05:30,workflow,gpt-4o-mini,false,2026-06-02T05:33:26+05:30
d45a463d-7da3-46bc-9b58-cf6e67ecc941,169133ec-46c0-4a04-9212-c1249f5b6e18,Sales Assistant 3,sales_assistant,You are Follei's sales assistant for Healthcare workflows.,"[""calendar.book"",""billing.lookup"",""knowledge.search"",""email.send""]",2026-02-19T09:36:44+05:30,autonomous,gpt-4o-mini,true,2026-04-22T09:36:44+05:30
04a07291-aa69-4458-a40f-5805c61ceba7,f9ed1fe3-6bc1-4862-8108-db199c0d28e6,Knowledge Retriever 4,knowledge_retriever,You are Follei's knowledge retriever for SaaS workflows.,"[""billing.lookup"",""email.send""]",2026-02-28T12:53:51+05:30,retrieval,claude-3.5-sonnet,true,2026-03-15T12:53:51+05:30
8c25edb2-fd8d-456a-bb6a-a4fdf2d1fd26,4b1a525a-4d4c-44c0-bd8b-921052b21163,Success Coach 5,success_coach,You are Follei's success coach for Education workflows.,"[""email.send"",""knowledge.search""]",2026-03-19T06:14:34+05:30,copilot,o4-mini,true,2026-05-18T06:14:34+05:30
6bec5191-68fb-4872-b025-aed02d703e47,ad580088-3a93-4520-acae-d9c4cc4cb36f,Success Coach 6,success_coach,You are Follei's success coach for Retail workflows.,"[""knowledge.search"",""calendar.book""]",2026-04-17T05:48:54+05:30,copilot,o4-mini,true,2026-05-16T05:48:54+05:30
84494862-0407-4c65-9c67-4c76dd15d59e,361a8755-e510-4402-9875-1df8dae09227,Sales Assistant 7,sales_assistant,You are Follei's sales assistant for Education workflows.,"[""knowledge.search"",""crm.search"",""calendar.book""]",2026-05-14T08:24:34+05:30,retrieval,gpt-4.1-mini,true,2026-06-22T18:00:00+05:30
ec75ce83-3497-418a-a8bf-285bc577fd9a,c2516d1a-057c-440b-ab9e-8a7e7b05efc3,Success Coach 1,success_coach,You are Follei's success coach for SaaS workflows.,"[""email.send"",""knowledge.search""]",2025-07-31T08:39:39+05:30,workflow,claude-3.5-sonnet,true,2025-10-24T08:39:39+05:30
6ca633de-a26b-4855-b322-430f4e1b75a6,871d2ccf-4e7c-4b10-88b7-93f135d44b57,Billing Helper 2,billing_helper,You are Follei's billing helper for Real Estate workflows.,"[""email.send"",""knowledge.search"",""crm.search""]",2026-02-17T08:19:10+05:30,retrieval,claude-3.5-sonnet,true,2026-05-07T08:19:10+05:30
8a2e2eb6-0362-4ba9-9224-fbc304a89dd1,85afc831-fd20-4dd1-bfca-8833c66dd3d4,Success Coach 3,success_coach,You are Follei's success coach for Retail workflows.,"[""email.send"",""knowledge.search""]",2025-12-03T00:05:13+05:30,retrieval,o4-mini,true,2026-02-12T00:05:13+05:30
1ec73821-7b82-4379-ae15-2b125a88ddf0,d6823764-9638-4efa-86ea-633ba9762a5e,Billing Helper 4,billing_helper,You are Follei's billing helper for Professional Services workflows.,"[""calendar.book"",""billing.lookup""]",2025-09-27T10:36:20+05:30,workflow,claude-3.5-sonnet,true,2025-09-29T10:36:20+05:30
71dbb8a6-70c8-4081-b111-d963fc7431a9,98f32f05-e9df-41ef-9e78-1f9016f60688,Billing Helper 5,billing_helper,You are Follei's billing helper for Retail workflows.,"[""crm.search"",""calendar.book"",""knowledge.search"",""billing.lookup""]",2025-11-03T11:53:13+05:30,copilot,claude-3.5-sonnet,true,2026-01-07T11:53:13+05:30
9208e0a4-0f97-4764-975e-74af6e0d0597,0e794acb-d01c-468b-919c-2f04d9d09c70,Sales Assistant 6,sales_assistant,You are Follei's sales assistant for Manufacturing workflows.,"[""email.send"",""crm.search""]",2025-09-11T15:27:31+05:30,retrieval,gpt-4o-mini,true,2025-11-19T15:27:31+05:30
fcfab808-e413-4572-96c9-e354a6cd8afe,75bf9e29-12d7-4e07-9355-7133667abf2c,Sales Assistant 7,sales_assistant,You are Follei's sales assistant for Professional Services workflows.,"[""knowledge.search"",""billing.lookup""]",2026-01-13T08:44:35+05:30,workflow,gpt-4.1-mini,true,2026-04-03T08:44:35+05:30
59ddaea1-d99f-4ea5-8b17-b499b3ff7291,9d2792c3-5c1d-4615-8cbd-1e43efdeb83f,Support Agent 1,support_agent,You are Follei's support agent for Real Estate workflows.,"[""calendar.book"",""crm.search""]",2025-10-31T10:32:12+05:30,workflow,gpt-4.1,true,2026-01-09T10:32:12+05:30
5121b7ce-378e-4bb6-806d-dbd08d6d54e3,179b66c1-a622-4a96-baaa-7879d417d27f,Knowledge Retriever 2,knowledge_retriever,You are Follei's knowledge retriever for Logistics workflows.,"[""crm.search"",""billing.lookup""]",2026-05-10T18:25:47+05:30,retrieval,gpt-4o-mini,true,2026-06-22T18:00:00+05:30
4f5d0e50-7989-4154-ae99-1478156e494f,dd4feba1-bb01-488d-b6b9-47a8da4c38e4,Success Coach 3,success_coach,You are Follei's success coach for Travel workflows.,"[""calendar.book"",""knowledge.search"",""billing.lookup""]",2026-04-30T05:11:33+05:30,copilot,gpt-4o-mini,true,2026-06-22T18:00:00+05:30
28d1f628-9094-4ea4-bbf1-18456b4712ab,5eff4d7f-040f-4e8f-942a-7626bc5c0ab3,Success Coach 4,success_coach,You are Follei's success coach for Travel workflows.,"[""calendar.book"",""knowledge.search""]",2025-10-01T04:01:23+05:30,workflow,gpt-4.1-mini,true,2025-10-15T04:01:23+05:30
3c992e3c-d1e0-46b9-b842-5e313e973a33,89827778-8023-403f-80ee-dd9543357da1,Sales Assistant 5,sales_assistant,You are Follei's sales assistant for Fintech workflows.,"[""billing.lookup"",""crm.search"",""knowledge.search""]",2026-05-28T08:23:24+05:30,autonomous,gpt-4.1,true,2026-06-22T18:00:00+05:30
17f670de-6cca-4a88-91dd-4ac6eed86f6f,9cfb8fbe-5e6b-4c05-afb3-86bdfac8f705,Support Agent 6,support_agent,You are Follei's support agent for Education workflows.,"[""knowledge.search"",""crm.search""]",2025-10-09T12:38:24+05:30,copilot,gpt-4.1-mini,true,2025-11-06T12:38:24+05:30
