id,tenant_id,created_by,project_id,report_type,title,status,period_start,period_end,metrics,file_url,generated_at,deleted_at,created_at
dfc1a68f-6119-487e-9743-f9ecc43c5ff1,07650c52-892e-4f8a-b45b-b851d90db0fd,c960ceb9-cdc9-479f-97f1-b35953ed78e5,0268c28a-17a1-4e23-a7b3-c137a0ca13f6,security,Weekly Retail Report 00011,expired,2025-07-20,2025-10-18,"{""api_calls"":446385,""dau"":614,""error_rate"":0.0412,""mau"":1696,""retention_rate"":0.6389}",,,,2025-10-18T03:38:36+05:30
e36e880b-39ea-44e9-a0c2-99e69de2bfda,46d5dd02-9c48-4d80-8ff9-2078da3c6d46,b87db078-d9e6-41cc-b067-06c14b5f0364,c9952499-4cb2-4f5e-afe4-b90edec87ac3,usage,Weekly Manufacturing Report 00012,generated,2025-12-03,2026-01-02,"{""api_calls"":126577,""dau"":1406,""error_rate"":0.0114,""mau"":2456,""retention_rate"":0.8244}",https://reports.example.com/brightpath-networks-00012/report-00012.pdf,2026-01-02T01:57:40+05:30,,2026-01-02T01:47:40+05:30
7a380208-fba4-4412-8a35-36e75178503e,3bf589a2-07d1-4dcf-9c83-823cada0d607,294526d4-0cfb-4c90-bb62-4626bab3110a,fb63c267-83ac-412c-8f64-35259d759bea,usage,Monthly Manufacturing Report 00013,generated,2026-03-10,2026-04-09,"{""api_calls"":242935,""dau"":1507,""error_rate"":0.0572,""mau"":14216,""retention_rate"":0.5741}",https://reports.example.com/silverline-works-00013/report-00013.pdf,2026-04-09T07:42:12+05:30,,2026-04-09T07:33:12+05:30
ccee1b6a-c755-4b24-9670-7294a1778197,49026c7f-4614-4430-9b2e-4efbce1c11be,69c612de-bd96-4de4-9597-fd9d26c6d80f,b321fa29-3c99-4920-857b-a0c0f58c9e82,billing,Monthly SaaS Report 00014,generated,2025-05-22,2025-08-20,"{""api_calls"":216203,""dau"":510,""error_rate"":0.0451,""mau"":13010,""retention_rate"":0.9321}",https://reports.example.com/cloudlane-commerce-00014/report-00014.pdf,2025-08-20T06:21:07+05:30,,2025-08-20T06:02:07+05:30
5bd24d88-ff9b-4ba4-9556-7e7c038b800c,5b3e3188-26b2-41f8-8d4e-57067597768b,bee22042-e100-4fe2-bfca-81619385eb1d,dc343169-c7c3-4633-8db4-0f3e3d64b8d3,usage,Weekly Retail Report 00015,generated,2025-11-06,2025-11-13,"{""api_calls"":219566,""dau"":1165,""error_rate"":0.0278,""mau"":22460,""retention_rate"":0.7569}",https://reports.example.com/cobalt-services-00015/report-00015.pdf,2025-11-13T09:23:04+05:30,,2025-11-13T09:02:04+05:30
38cd6047-00e2-4f23-b00a-22d5ad97b66b,4d2467ce-3b58-4848-accb-0a4dc3cba1ac,ef2e7ea1-3509-41f8-9c0b-269b02fca817,6f5cce75-afd9-4c7b-ac90-bd5cfae5b5f2,retention,Quarterly SaaS Report 00016,generated,2025-12-21,2025-12-28,"{""api_calls"":174697,""dau"":1272,""error_rate"":0.0144,""mau"":40724,""retention_rate"":0.5814}",https://reports.example.com/vertex-systems-00016/report-00016.pdf,2025-12-28T04:32:52+05:30,,2025-12-28T04:26:52+05:30
fd968343-d9a7-4aea-bc88-2b5129062a1a,2f76e7b9-7d11-4c1f-bca7-512fe16c55d0,460a618d-3a9d-4760-aff7-d48a73221243,ffccf59d-2ef2-4ddb-96ff-4aae9854e756,security,Weekly Healthcare Report 00017,generated,2026-01-13,2026-02-12,"{""api_calls"":114151,""dau"":1369,""error_rate"":0.0392,""mau"":40378,""retention_rate"":0.8976}",https://reports.example.com/cloudlane-labs-00017/report-00017.pdf,2026-02-12T02:15:24+05:30,,2026-02-12T01:49:24+05:30
2560d033-820a-4996-b167-78fcdd9ea50d,8df5555c-86a1-4558-b57a-c3877a013d64,1e450179-b24c-466c-833b-97fe68440ae9,52711ca8-32b2-4d9c-9c4c-7205981e0681,billing,Monthly Manufacturing Report 00018,expired,2025-11-14,2025-12-14,"{""api_calls"":60068,""dau"":434,""error_rate"":0.0042,""mau"":30215,""retention_rate"":0.6549}",,,,2025-12-14T06:50:19+05:30
6a32af2f-0411-4ffa-b2dd-897198ec5401,ace3e79d-cd39-4334-a57b-b5d4e459a08f,b848a22e-4adf-4cd7-9c48-4af29dbf6574,53a740a3-5cee-433d-8b35-9c237b0b2f5e,billing,Weekly Travel Report 00019,queued,2025-11-24,2025-12-24,"{""api_calls"":49353,""dau"":162,""error_rate"":0.0269,""mau"":10451,""retention_rate"":0.7092}",,,,2025-12-24T04:59:41+05:30
c7d0abe4-7b3d-4217-a132-ad53f130b8a7,e2122892-2aff-4bc3-90b4-39222675d351,7f2f3262-0c96-46e0-86c3-4923dbf81bfa,c352b2fd-0f10-46c1-a8e8-b929b2492fa0,conversion,Weekly Healthcare Report 00020,queued,2025-08-24,2025-11-22,"{""api_calls"":468650,""dau"":1554,""error_rate"":0.0469,""mau"":27483,""retention_rate"":0.4588}",,,,2025-11-22T11:53:57+05:30
36776795-7aa5-48f7-9bdd-7d5df7103d95,81a138c2-1dff-4af1-a247-4562a7b554c5,cc678b9e-117a-4fa8-9f6e-7fabb88d5980,7530d9a4-fc59-438f-a41f-9bf29917a526,retention,Weekly Professional Services Report 00021,deleted,2025-07-24,2025-07-31,"{""api_calls"":226944,""dau"":155,""error_rate"":0.0691,""mau"":4707,""retention_rate"":0.5251}",,,2025-09-20T04:53:43+05:30,2025-07-31T04:53:43+05:30
68828394-87ab-40f5-89e4-28e5011d350e,8fc0f24c-dbc1-46d9-a067-81d5c07dcb60,15bf5348-3c8a-4899-9fca-988f5ef9ea4c,9b78ffa7-1643-4775-8dd7-1869ca34f2da,billing,Quarterly Real Estate Report 00022,queued,2026-03-31,2026-04-07,"{""api_calls"":286470,""dau"":472,""error_rate"":0.0797,""mau"":27914,""retention_rate"":0.729}",,,,2026-04-07T13:10:15+05:30
4107576f-2b7f-4660-bd07-a9bf031c9976,ce72b8e2-6f3d-43bd-8c13-8082a1acc26a,0206f35a-c282-4c61-bdc8-3e9c703bd7a7,98694d9b-a511-4034-a4a9-5ed6aeef5f9e,conversion,Quarterly Fintech Report 00023,generated,2025-05-31,2025-08-29,"{""api_calls"":57155,""dau"":596,""error_rate"":0.0566,""mau"":33672,""retention_rate"":0.8269}",https://reports.example.com/vertex-networks-00023/report-00023.pdf,2025-08-29T13:13:09+05:30,,2025-08-29T12:44:09+05:30
057e406d-b1cc-4d2c-9ed9-0faeaccb14b0,6f91e0b1-e5d6-4792-b48b-92d6454d0347,cc224e51-2d67-4274-848f-4959c4551675,f54a9422-4bec-4d49-af90-0e795d2b758e,usage,Monthly Manufacturing Report 00024,generated,2025-07-06,2025-08-05,"{""api_calls"":259725,""dau"":1518,""error_rate"":0.0428,""mau"":41231,""retention_rate"":0.7389}",https://reports.example.com/urbanloop-retail-00024/report-00024.pdf,2025-08-05T06:59:25+05:30,,2025-08-05T06:45:25+05:30
22ac00fa-ff81-4527-84dc-bf08562a08ae,2a8edbbf-cfce-4a1d-9f2e-6a7711380237,127b3fe3-7d40-407c-9d3c-1292fedce825,6dff1f7b-6d38-49d2-9225-f5525ca42a3a,retention,Quarterly Real Estate Report 00025,generated,2025-09-10,2025-12-09,"{""api_calls"":165488,""dau"":1601,""error_rate"":0.0173,""mau"":30162,""retention_rate"":0.7336}",https://reports.example.com/silverline-commerce-00025/report-00025.pdf,2025-12-09T12:58:32+05:30,,2025-12-09T12:52:32+05:30
3a9bb901-e5b2-4a5c-b522-09dba1df791f,405deed9-ba9d-4864-9bf5-1624b07f7882,ab3de0c3-f0a0-4ff0-9aa4-6b3eadd01e58,0883c0be-6443-467e-b788-1d511bc590b7,security,Weekly Retail Report 00026,generated,2025-11-02,2025-12-02,"{""api_calls"":94340,""dau"":532,""error_rate"":0.0572,""mau"":40170,""retention_rate"":0.5499}",https://reports.example.com/silverline-works-00026/report-00026.pdf,2025-12-02T10:27:44+05:30,,2025-12-02T10:18:44+05:30
d58f0de5-2631-40a5-bf86-ec76ea66dbda,140b8c99-70b5-46f3-b669-abf99cb3bcb5,723eb505-0dcf-4ea7-b871-d098b2651c03,8a64dd23-ad8e-4b13-bbdc-056593772be6,security,Quarterly Education Report 00027,generated,2025-08-23,2025-09-22,"{""api_calls"":218183,""dau"":1304,""error_rate"":0.0387,""mau"":29819,""retention_rate"":0.9546}",https://reports.example.com/urbanloop-ai-00027/report-00027.pdf,2025-09-22T12:53:14+05:30,,2025-09-22T12:46:14+05:30
0f959397-26e0-4c7c-a420-c859ea404117,6b91578d-c0d4-46f8-b25a-5e319efd07ea,4a1859d5-7cb2-42c7-bfe9-9ceafee20db3,83b65699-a0fa-4705-93cd-cb4da2c0d096,usage,Weekly Manufacturing Report 00028,generated,2025-11-14,2025-11-21,"{""api_calls"":203371,""dau"":1600,""error_rate"":0.0024,""mau"":16096,""retention_rate"":0.5168}",https://reports.example.com/cloudlane-retail-00028/report-00028.pdf,2025-11-21T07:09:39+05:30,,2025-11-21T07:08:39+05:30
ef26f317-eb05-40b9-991f-945e488dc818,ab68d28d-eb87-4198-860a-492263d7251f,5d396690-4b64-477c-bb08-c54cd7176cc2,44e3ef13-90f2-4a9a-86c7-63a7e1c50ec1,usage,Weekly Manufacturing Report 00029,generated,2025-06-16,2025-07-16,"{""api_calls"":227505,""dau"":665,""error_rate"":0.0189,""mau"":40609,""retention_rate"":0.9546}",https://reports.example.com/redwood-logistics-00029/report-00029.pdf,2025-07-16T04:42:23+05:30,,2025-07-16T04:26:23+05:30
09ce0010-463e-4cc0-b166-0a94c4d588af,3f5d8054-8479-49d1-977c-63974248d2f3,108285a6-1fe6-4acb-b025-09cc349f86b1,2fad4e87-6825-4b52-b658-2df5b624482f,usage,Weekly Fintech Report 00030,generated,2025-06-02,2025-07-02,"{""api_calls"":416606,""dau"":1073,""error_rate"":0.0079,""mau"":30296,""retention_rate"":0.66}",https://reports.example.com/nimbus-financial-00030/report-00030.pdf,2025-07-02T09:29:00+05:30,,2025-07-02T09:23:00+05:30
b5009547-b640-46fc-a937-cb8f1ae4ec6b,3d3163d2-4e44-4bbb-b726-cab4ff659113,8b3229c4-a2d2-4068-8458-0efb02e9f260,0f0ef422-8866-4462-acdd-38520b6dc70a,billing,Quarterly Professional Services Report 00031,generated,2025-11-13,2026-02-11,"{""api_calls"":216698,""dau"":1600,""error_rate"":0.0076,""mau"":28299,""retention_rate"":0.5367}",https://reports.example.com/signalforge-works-00031/report-00031.pdf,2026-02-11T21:56:24+05:30,,2026-02-11T21:27:24+05:30
55ef03b7-a0ca-4e34-a24f-9d0373415563,8c44430a-91b8-432b-ad33-ffafc4f8c201,c74b7702-4f6e-40aa-b50c-1e52d0d08a12,e6f4ba9f-d332-4ae5-b80a-293fdd1b74b1,usage,Weekly Manufacturing Report 00032,deleted,2025-06-17,2025-07-17,"{""api_calls"":227807,""dau"":937,""error_rate"":0.045,""mau"":32453,""retention_rate"":0.4746}",,,2025-10-22T11:27:49+05:30,2025-07-17T11:27:49+05:30
5287e880-7f2b-4a93-8c36-62b18e422381,c0d1e5ab-7421-4f5f-a003-661bbb3300b7,59e21b2b-a12b-4f36-8818-0e17966a3212,5f659a2b-2340-48ed-9f6a-28a399acc502,usage,Weekly SaaS Report 00033,generated,2026-01-20,2026-01-27,"{""api_calls"":309290,""dau"":1484,""error_rate"":0.0383,""mau"":39353,""retention_rate"":0.4719}",https://reports.example.com/coreaxis-ai-00033/report-00033.pdf,2026-01-27T13:00:04+05:30,,2026-01-27T12:34:04+05:30
d77ebae6-a4e2-4e0b-9c9a-9f5ce2c15e40,c2b51c4a-664e-4d81-adeb-6d2891e9535c,6b572034-58e0-4f87-80b6-cbf9e5da729a,eb1c720a-7e6b-4d34-a458-83f1e196046b,retention,Quarterly Professional Services Report 00034,generated,2026-02-23,2026-03-02,"{""api_calls"":149996,""dau"":1082,""error_rate"":0.0204,""mau"":31134,""retention_rate"":0.533}",https://reports.example.com/nimbus-retail-00034/report-00034.pdf,2026-03-02T11:14:24+05:30,,2026-03-02T10:57:24+05:30
6aa23b4c-8e2a-4572-9bfb-3a97c84c00b4,ecd7e694-1a3e-41c0-9916-c89829b7c3fd,dfdfa565-3ac8-44ef-bbc7-203897c75b6b,4af25d3e-c078-4c01-9f13-a902706a4af7,billing,Weekly Fintech Report 00035,generated,2025-12-26,2026-03-26,"{""api_calls"":421811,""dau"":876,""error_rate"":0.0766,""mau"":6075,""retention_rate"":0.7148}",https://reports.example.com/clearline-networks-00035/report-00035.pdf,2026-03-26T12:32:33+05:30,,2026-03-26T12:19:33+05:30
13f5826b-5a31-46a9-a8da-76575df96e61,8b4bfaa5-062c-4bd6-b0c0-893eecc1cd3d,4f10e82f-ae6d-4046-8753-a15f7b46ded9,0ad865d4-dbbb-4820-b979-12d2c0b9d883,billing,Weekly Manufacturing Report 00036,queued,2026-03-19,2026-03-26,"{""api_calls"":221505,""dau"":716,""error_rate"":0.0274,""mau"":4215,""retention_rate"":0.9508}",,,,2026-03-26T03:07:11+05:30
d9fd2c8a-bd1e-4bd7-8e85-4ffd70fe1340,424fd2f4-dd96-46fa-8b4f-9cbf898403c3,fa45f293-74a8-4eb6-97f4-e0c014be1be2,96573de9-ffdd-45ad-92ab-f3000aee2df4,conversion,Weekly Travel Report 00037,generated,2025-06-17,2025-07-17,"{""api_calls"":122478,""dau"":279,""error_rate"":0.0213,""mau"":14475,""retention_rate"":0.7603}",https://reports.example.com/clearline-works-00037/report-00037.pdf,2025-07-17T08:10:34+05:30,,2025-07-17T07:51:34+05:30
494d5ca1-3d57-4e59-9513-dc5f82314c72,fa539183-81c8-4d0f-bacb-6267333d1c1b,3f6f2151-1620-49c2-847d-407be178c7e8,8e1daa08-0ee7-4192-8b21-e31f74c3a80b,agent_performance,Monthly Healthcare Report 00038,failed,2026-04-16,2026-04-23,"{""api_calls"":80472,""dau"":1514,""error_rate"":0.0418,""mau"":1686,""retention_rate"":0.6767}",,,,2026-04-23T19:50:34+05:30
0e24a9f0-fc91-468d-a990-1e9694cb0f11,74b17dcc-1888-4609-aa87-34bab2f1e426,69e645a0-94d1-4d4d-b2b9-93fa3ba6b455,e2e98c2b-b1ba-44d0-92cb-070799950750,security,Quarterly Fintech Report 00039,generated,2026-03-19,2026-03-26,"{""api_calls"":365831,""dau"":298,""error_rate"":0.0028,""mau"":41906,""retention_rate"":0.8191}",https://reports.example.com/clearline-networks-00039/report-00039.pdf,2026-03-26T12:59:28+05:30,,2026-03-26T12:50:28+05:30
9fbfb72c-25ce-4c99-a543-08e7b1462374,33c3a356-65e9-4f38-bb93-27954e0384fd,72d39383-3ee2-4367-a263-5b5fb5cf72a7,44386cea-7c23-4ff0-aa2c-04b9c791d0c1,security,Quarterly Healthcare Report 00040,queued,2026-03-06,2026-04-05,"{""api_calls"":373840,""dau"":1674,""error_rate"":0.0506,""mau"":29605,""retention_rate"":0.8541}",,,,2026-04-05T02:09:09+05:30
95d5aa30-7957-4635-9fa5-9da02f13e8e5,02cfb883-ddf9-4fe2-9c26-37b53d3fc109,4a3bca77-6348-48e9-aaa6-3857d90cf3a2,18787d58-1ecf-493d-9c72-fd60c46c2efa,security,Monthly Professional Services Report 00041,generated,2026-05-26,2026-06-02,"{""api_calls"":6541,""dau"":906,""error_rate"":0.0393,""mau"":22031,""retention_rate"":0.5823}",https://reports.example.com/signalforge-networks-00041/report-00041.pdf,2026-06-02T03:38:44+05:30,,2026-06-02T03:13:44+05:30
f8694ae8-e078-4487-8be7-3c2c939e9fe5,1c653bb5-7716-44f9-ba50-ef7b04062c32,5b0a5605-969c-4550-8799-1f037dd5efcf,2f4c02ae-ca36-4d3a-b171-7cf574b72c1f,billing,Monthly Manufacturing Report 00042,generated,2025-10-29,2026-01-27,"{""api_calls"":148804,""dau"":1498,""error_rate"":0.0454,""mau"":6951,""retention_rate"":0.9659}",https://reports.example.com/northstar-labs-00042/report-00042.pdf,2026-01-27T09:12:09+05:30,,2026-01-27T08:51:09+05:30
4606c868-e5a5-4e43-9959-2ca1e5ae4529,0f2b1d52-a454-4efd-9c2c-f0099b6ed92c,e6d73d3a-791e-430b-95ef-f20085867f00,52ae8396-a430-467e-b6ae-c384bf44280f,retention,Weekly Education Report 00043,generated,2026-03-09,2026-03-16,"{""api_calls"":363584,""dau"":1517,""error_rate"":0.0467,""mau"":14878,""retention_rate"":0.5097}",https://reports.example.com/nimbus-commerce-00043/report-00043.pdf,2026-03-16T05:07:45+05:30,,2026-03-16T04:47:45+05:30
1303f625-e943-4562-979b-5aef0d6adb8a,8abfb5d9-4288-4c20-a93f-4bd9bf6f5ec0,83b51795-4fd3-4b80-b2dd-87cead047e49,80972fbd-5338-41f2-ae20-f44886290133,security,Monthly Retail Report 00044,generated,2025-12-10,2026-01-09,"{""api_calls"":301886,""dau"":1212,""error_rate"":0.0137,""mau"":2964,""retention_rate"":0.8525}",https://reports.example.com/kairo-financial-00044/report-00044.pdf,2026-01-09T13:32:09+05:30,,2026-01-09T13:07:09+05:30
393652fc-310b-42e6-98ab-aee15de97617,8839bf5f-df56-47dd-ba47-147013d8dec8,d9d1f567-26e3-42b8-b9c5-cb09e180575a,9660c827-57e8-4320-825a-7bea41d21643,agent_performance,Quarterly Education Report 00045,generated,2025-10-10,2025-10-17,"{""api_calls"":394871,""dau"":1629,""error_rate"":0.0774,""mau"":18775,""retention_rate"":0.5906}",https://reports.example.com/clearline-services-00045/report-00045.pdf,2025-10-17T12:18:56+05:30,,2025-10-17T12:09:56+05:30
a59236cc-45e5-4053-aeb6-f019b4c37634,5f1b5b6d-6274-4108-a2b8-89f261ec066d,f2f0d7f8-1c82-45ab-a41e-2d320befa96a,91877f96-5036-41eb-ba63-f99a10aabaee,billing,Monthly Education Report 00046,generated,2025-10-14,2025-11-13,"{""api_calls"":49163,""dau"":1285,""error_rate"":0.0465,""mau"":25849,""retention_rate"":0.7064}",https://reports.example.com/silverline-networks-00046/report-00046.pdf,2025-11-13T03:42:57+05:30,,2025-11-13T03:15:57+05:30
8a89f002-c437-4fb3-b74f-a5c0480347cd,ce273bcc-1ec5-4abe-8681-06387063ca9e,7746d29a-f637-4d07-8685-b1f8844920b9,93a145d9-babb-4ecb-8188-fa45640c2d75,conversion,Monthly Manufacturing Report 00047,generated,2025-05-25,2025-08-23,"{""api_calls"":23746,""dau"":1017,""error_rate"":0.0013,""mau"":34344,""retention_rate"":0.6627}",https://reports.example.com/kairo-retail-00047/report-00047.pdf,2025-08-23T14:55:35+05:30,,2025-08-23T14:41:35+05:30
167d1395-05bf-415a-8cca-12a3cd19a9d4,b8774f84-bb5a-4bee-97de-89fb54316abe,976b564a-7198-45cf-88e3-7a818d4df7e1,abda7e01-5f9d-4160-aed2-93394b516d9e,agent_performance,Quarterly Fintech Report 00048,expired,2026-02-24,2026-03-03,"{""api_calls"":286933,""dau"":177,""error_rate"":0.0343,""mau"":44168,""retention_rate"":0.4767}",,,,2026-03-03T11:15:42+05:30
2ac6d191-fe1c-48f3-b0b8-9621d3c57a24,c684d91a-6201-4bd2-9057-7e80cdcdd351,e1b12086-2421-4637-8442-c74a204f669d,769f8aa9-9b1b-4e87-8f38-b1d02199933a,security,Quarterly Manufacturing Report 00049,generated,2025-11-08,2025-12-08,"{""api_calls"":39649,""dau"":1305,""error_rate"":0.0136,""mau"":21666,""retention_rate"":0.9532}",https://reports.example.com/coreaxis-retail-00049/report-00049.pdf,2025-12-08T03:13:44+05:30,,2025-12-08T03:05:44+05:30
930690ed-83c8-40d2-b9ad-fc47b8b2afeb,2f15628c-1810-4467-a2a1-151a0dea2cf6,e848ffd8-6e80-4588-88f1-245e28ee185a,53c7ae3d-5a8a-4901-a205-7034377050b8,security,Weekly Fintech Report 00050,expired,2025-10-11,2025-10-18,"{""api_calls"":323478,""dau"":1750,""error_rate"":0.0635,""mau"":7452,""retention_rate"":0.8356}",,,,2025-10-18T08:57:19+05:30
672efd73-1d65-4fef-a2ad-0a13b7c2d0b7,39a80d82-897c-4af7-bb77-ba9a9700fbed,03301507-dc18-490c-9994-6fa022de1101,227f3f22-25ea-4350-933e-ad67d9216027,security,Monthly Manufacturing Report 00051,deleted,2025-12-07,2026-03-07,"{""api_calls"":178610,""dau"":45,""error_rate"":0.0216,""mau"":44284,""retention_rate"":0.9378}",,,2026-03-18T21:35:43+05:30,2026-03-07T21:35:43+05:30
b415331e-e968-4070-beed-0a58c4181d2e,e7d10b76-1ec6-4ae7-a84d-b1deb75e0ef2,6bb97dc4-1a30-4aaf-825a-9dc4ad34d3fb,3ed6348c-2bba-4377-9a80-4225cc60d33a,usage,Monthly Travel Report 00052,generated,2026-01-17,2026-01-24,"{""api_calls"":92929,""dau"":1694,""error_rate"":0.0019,""mau"":33765,""retention_rate"":0.9471}",https://reports.example.com/zenith-networks-00052/report-00052.pdf,2026-01-24T14:02:52+05:30,,2026-01-24T13:57:52+05:30
49156ef1-ea8d-410f-82b3-1cca56c172cd,51b963e8-8d1d-4ce9-a27e-30659a8f7bb4,7bf3fa3b-cf12-4dfa-93c9-13f63df85ba7,1300e86a-973a-47d8-9c90-6b1d8f98bf3e,usage,Monthly Real Estate Report 00053,deleted,2026-04-26,2026-05-26,"{""api_calls"":390454,""dau"":1717,""error_rate"":0.0185,""mau"":12622,""retention_rate"":0.4739}",,,2026-08-04T14:36:35+05:30,2026-05-26T14:36:35+05:30
170418b0-5760-4cce-81bf-faa4480c4eb9,4debaf3a-418d-437b-9518-716876df32b3,69be7fe2-4192-4f73-b917-7517d62d7efd,e58bda4b-e0da-446a-8061-d1da933d2db3,agent_performance,Monthly Healthcare Report 00054,generated,2025-06-19,2025-07-19,"{""api_calls"":251069,""dau"":1526,""error_rate"":0.0255,""mau"":27221,""retention_rate"":0.5031}",https://reports.example.com/kairo-services-00054/report-00054.pdf,2025-07-19T08:11:22+05:30,,2025-07-19T08:09:22+05:30
