id,tenant_id,user_id,agent_id,model,token_type,quantity,created_at
5fb8bdd8-fd09-4a9f-9aa0-37d382c9d17b,22e7953d-25c5-4bce-88d0-6b9675470f01,348b0f44-9864-4e29-82a9-5c9d58674436,8b3490bb-4557-4c8f-873e-f450d5e5a570,gpt-4o-mini,completion,4661,2026-02-16T10:34:17+05:30
3df3788f-c240-4a04-8f2c-a1650807be74,ed41264b-b8c0-46a1-a30d-131b0a58065c,7ac2a443-9709-4e95-9436-ba7f6bb2be47,4b771989-1a82-40be-aeae-d1909c24d113,claude-3.5-sonnet,completion,13493,2025-08-10T11:32:36+05:30
fbe293f9-8a2f-47ce-99ec-fc357441b3dd,cc0c53bc-4d16-4ba9-af33-2dc64320fa1f,79a0ed87-611e-467a-8c50-88eab730aeab,fb9f40fa-773e-4d31-be0c-a30b8eaddfd6,gpt-4.1-mini,rerank,14273,2026-04-20T08:05:52+05:30
036e7874-b5ac-4f6a-8120-01268b9e9970,5726fc31-96c4-484e-8ba2-31030d05df19,6da4aec8-83e8-4de2-8bbe-71954d509669,fef3c7c4-85c2-4106-a733-359dfb7f8731,gpt-4.1-mini,prompt,2314,2026-02-25T01:37:24+05:30
b1563085-7891-4d05-8d69-a588fb3eeb24,f46db5e1-6e08-4dee-88b7-19e1fca1a0e8,74a6df50-1642-4040-85ad-e449bd410896,3efbaa0e-8e56-4744-86f7-5b1334d3a642,gpt-4.1-mini,prompt,7557,2026-04-13T00:11:47+05:30
68e32fc1-eb58-4b40-8ae5-fde481bb3eb8,fa31eab8-e084-42ca-a380-d6f00fff9d35,4d822cee-896a-478b-b517-e105152590e0,f6c4f69d-85ba-4f74-a11b-2ed123bcce89,gpt-4o-mini,completion,14185,2025-10-03T17:07:19+05:30
85cf0be7-6060-4a3e-8189-2a70e330d1b8,16a67c54-4097-4e3c-a455-ae4cff85cb38,043deb19-fc3a-434b-86e0-43399a423766,3e689fbb-47d9-45a3-8101-776dda71a2ab,claude-3.5-sonnet,embedding,13271,2025-06-24T11:21:07+05:30
9372dc94-9015-43e6-900e-9e408788f6ba,31ab355b-8d09-4e63-98e2-e21d70813d4e,c27d71ea-2f62-4178-9d81-344876e824dd,2e749f62-0292-4b17-9e19-dc0def86fa34,gpt-4.1,completion,14720,2026-01-06T12:39:11+05:30
28c3475b-9bbc-489d-91aa-37cfe253abb6,ce34a426-7c22-4c40-be05-8c1de337733a,87b52a4a-5499-4377-a76b-dfd9735dda1b,6e2417c4-5bd5-4d21-b051-bbbc6def7556,claude-3.5-sonnet,embedding,15259,2026-06-14T12:47:26+05:30
e38cb7a6-bfd3-4601-852b-e48722f49768,5b3d5af8-e1b2-42b6-a9eb-5387c98c4645,109e15e9-b1ef-4f65-bc69-b98f38790da7,a5367433-8d53-43fd-a49d-f8318c4e6034,o4-mini,prompt,7520,2026-05-10T07:40:38+05:30
bdc03d02-d963-4563-8964-5544d758a7e2,d5652fc1-9f62-4f15-9ea6-4d92c38eee62,68049df3-34e9-4f93-93b2-18bda47ce6a7,c842fc4e-07aa-4fc9-a3c9-80df1bbc9906,gpt-4.1,prompt,8251,2026-02-09T03:15:40+05:30
fae830cf-9fe2-4c7d-8eb5-ba4022f45d2f,df3c65fb-001b-403b-9e20-e03fee3f47ed,1e2152fb-b4ec-4bf6-86ab-4b04fe91829b,bf0d130d-68b1-4b0a-9ccc-92dfea508561,gpt-4o-mini,completion,9023,2025-10-22T15:48:52+05:30
94a2c1bf-c6cb-4377-897b-59be88e20853,9d2792c3-5c1d-4615-8cbd-1e43efdeb83f,cc8554e8-aaad-45ec-aa8c-0e5aaca9ddb9,59ddaea1-d99f-4ea5-8b17-b499b3ff7291,claude-3.5-sonnet,prompt,251,2026-06-12T08:00:07+05:30
53648314-d88b-430f-8117-3cd392a1dad6,392a684e-a11e-4efe-b345-34abd350e2c2,b26da899-969e-4f56-b8bd-32f9980afffc,04110d94-9413-470f-bc68-b156342230d4,gpt-4.1,embedding,7912,2025-09-11T08:45:07+05:30
5925a062-b188-49bc-a14f-5831439f8ea3,0e90902f-3ffa-452c-b7d7-24bc87ea1e6b,7582b65e-d42d-4ed0-b9bb-36f022b50b07,0e9d555b-3936-46fa-a379-507782769ecc,gpt-4.1-mini,completion,13387,2026-04-29T11:01:54+05:30
670d4d74-708f-4ed9-8efc-8287518ee462,87476e23-fd11-480c-9d1d-dd633974360e,db27dc63-ce50-4bf8-bc4a-d85466c443e1,727c8f3f-4a1c-44f9-bf7c-25e3a0a7b3b6,claude-3.5-sonnet,rerank,1338,2025-08-19T09:15:43+05:30
46179dc3-e6cd-4df9-9313-5a1fa82f5685,3f69e5b6-5548-4ef8-9397-d4cdf9fbdaf9,866d1129-1266-4f87-8c6b-cada84bd21c2,bbeac46e-a7fd-4409-bac5-56b6a2dd2584,claude-3.5-sonnet,prompt,1403,2026-05-31T10:01:57+05:30
2b55bf6d-7442-4539-8584-78ccc645f050,15cb0909-a0fa-40b8-8ebd-8daeccb67156,bd8fb072-f182-4748-ac9b-28f15a16763f,301faad2-45bd-4798-90d2-d2ee435e3a36,gpt-4.1,embedding,10734,2025-07-31T01:27:22+05:30
66d80f8c-2ae4-4bb1-ac3d-f3ebc600ca4f,31558a73-8df4-4818-88cb-3c0450a55cf7,212f3bf5-a647-433a-a33e-50d3a4bc8f5a,ffc83e84-09ac-4e2c-b6e4-ff3afe8d745a,gpt-4.1-mini,prompt,4649,2026-01-18T13:46:49+05:30
3b633527-52c9-4014-baec-709971ffee18,41656327-792d-43ad-bb00-99c1750c93ac,b35ce4d7-a9df-4446-982d-67ec8f50b484,a87a577e-a906-4782-9823-a05deebedba3,gpt-4.1-mini,rerank,1122,2025-07-14T11:02:28+05:30
1b7bfebc-0941-4afb-8612-4fd3c231424d,a175312b-7813-4f3d-89c2-1d6b34a7b953,5398bed4-4ff2-4df7-92f1-29c872aa3398,19658e6f-7d62-4d35-b373-b97e8223e6b1,gpt-4.1,completion,543,2026-01-17T07:46:33+05:30
2acc5e37-7460-4314-9959-b592aab0cad3,04df8dae-f672-4245-aa5f-84ef742fdc92,c3baa9fe-a641-49d7-b42a-16ca5814d068,b87afbb7-6094-410f-9f3a-fc729175aad0,o4-mini,completion,8445,2025-12-13T07:55:13+05:30
1209b95c-e231-43dd-813c-2bcd84a1a460,d190da33-7fe2-4e6c-821c-d88e893a6a61,584421e0-809d-4589-9abe-eb33c92ca31a,eb080d89-608c-4b55-b256-f9502fb1fbbe,o4-mini,prompt,7111,2025-10-21T18:37:48+05:30
7156839c-310b-408f-9c2b-b3827d207e22,31872b85-5cc8-4fca-aac5-540a3db05bb2,db7d3979-775d-4915-b152-c6d56572512b,2577f681-2585-476d-bb40-41263cff6512,gpt-4.1,completion,8088,2026-05-09T05:43:25+05:30
329e44d7-482f-4fa4-9c85-ca79d39368a4,02c7f8e5-9f97-48d6-bdf2-7fbe7cc2b243,0442c24b-d395-4c32-8a2f-cc57cdac317a,96d2b9b7-a82c-4ede-bcf7-56bd44e24837,claude-3.5-sonnet,embedding,6292,2026-01-30T10:33:03+05:30
aac5fd82-9ce6-412d-8a95-4e04024f9ac9,6a13a2bc-a764-49bb-b85e-94405f501d4e,c73d7aa5-0846-48a3-a378-886ec28690c3,4f6886a9-e306-4140-ac32-c8954a230bb6,gpt-4.1-mini,rerank,7331,2025-09-29T08:31:07+05:30
2e115607-11d3-43d0-ba05-71039d99b08d,b0197c2e-1f56-45b8-b98a-d53e014cda43,eb9d2e44-5da6-4656-9651-daf9a8fa80ac,e92caa83-add5-4102-a366-03879ed6807b,gpt-4.1,prompt,6084,2025-11-07T03:46:34+05:30
4b1d0402-1d9d-403b-b57e-c2eb1a6d3f09,198521b4-0a74-4e10-ad41-0cfdec215aef,8c8ba830-3f67-4faf-8dd9-09137d06ed35,e16f9a06-e182-4b91-89fd-17f1af6cd8b6,gpt-4.1-mini,completion,6655,2026-03-09T06:29:55+05:30
bdac5115-019b-49ca-819c-7df4c0dc54ed,6792988f-755e-4f58-a321-37edfda27965,5277e71b-d572-483e-9364-c7d7b4178d20,383ebcc7-d369-4b7e-931c-d726404efe25,o4-mini,completion,1038,2025-07-29T12:35:21+05:30
2b955b7d-8ba4-4db4-bedb-be52d6f44d82,f1e4f76a-f750-4dd7-9612-69707ad52c26,1b04c038-ea78-47ac-a325-52f3dc56841d,42e053dc-87dc-404c-a30e-e461165dc2d3,claude-3.5-sonnet,completion,13692,2026-06-14T04:31:53+05:30
43f2011e-800e-4cfb-9b4a-d7e0ba6f4073,bcd8e6bd-79c0-4871-9c18-5239ddd3788a,c64d4378-b906-41d4-8831-2676f81442e2,acbbc2ad-771b-4a6e-9afe-e81b787b8490,o4-mini,embedding,8842,2025-12-31T03:00:05+05:30
805c5f75-f1f5-4670-94b9-90375cedc529,5645b8f5-6664-4b6a-aa6b-35768c0bcf61,501376c4-2d2f-4a7d-b7be-78a0dc807ace,68af7d9c-9635-4473-94e8-7fe2e0680d37,gpt-4.1,embedding,8548,2025-08-21T03:45:06+05:30
6a679344-2ae6-44a7-b4f5-73aa0dfb5802,65a02359-c10e-4e03-8a1c-84708eee2e56,50d4e572-e6a5-497b-b484-93b7444ebee9,62b3c1e9-a668-45a3-950a-23839f614564,gpt-4.1,embedding,5187,2025-08-13T07:45:08+05:30
64fd4f2f-9367-403b-82f3-b012957cc797,1e7cc532-18f6-485b-9d73-22a969c4653b,6ffabe17-609d-4caf-8a07-54feccc3e813,80f22532-1b1c-4ffa-b1f0-49bd08637e21,o4-mini,prompt,14610,2026-06-06T08:03:11+05:30
3e5ed9e2-41de-4429-8cb8-7b1ecac5663d,d80529fc-872a-4099-b3b3-75e6dc3b3cbe,5576eb87-5aad-4bf1-8bba-6d826cd4e47a,eea621cc-aad8-471b-9715-b763da3801d5,claude-3.5-sonnet,completion,11261,2025-08-27T11:33:23+05:30
386a3c2b-1937-4108-9931-deab84d362fb,0f35aadb-98a8-4b52-a17d-b9a58c04e444,5937ac89-d21f-4f07-8136-99abdc75278b,52a6de3d-ef05-49e4-a034-5a32c00c015c,claude-3.5-sonnet,prompt,7717,2026-05-04T07:52:54+05:30
2695e834-198d-49a9-a019-9b46ffb218ce,b2603daf-8b3e-4c1a-b4cd-d8b52bac2460,6187d188-7f8c-4520-8865-1a9760e26076,17c9269a-46c5-49a7-981e-ca2249ee90c7,gpt-4o-mini,prompt,15086,2025-08-10T04:40:54+05:30
432fef45-ab23-479e-a293-3b9a46b454d5,d5139181-535e-4878-ad72-617222a44410,ad1f8f78-79e1-4f8f-9f39-1b29b8a8e47b,b860b82a-7957-4d67-a29b-0d5bba3ed365,o4-mini,completion,6872,2025-08-28T04:20:11+05:30
ad98a08c-6651-4a47-b2e0-6cb1cb427387,29fe9717-62fd-4250-b2c0-4bf458547e77,76200729-68e4-462d-9a16-706204dac737,b3fff2fa-e442-4132-8cfc-4fbc27848c5a,gpt-4.1-mini,rerank,2010,2025-09-06T04:57:12+05:30
95a8257a-1f2c-4f9c-8cca-fa7a0de2e37c,a2e6ae9a-7ef2-408b-9927-0898a62b1962,b7659aec-2c66-4f3f-9ab5-0778b3a6a223,2ebd078f-952a-465a-adce-4916186de71c,gpt-4.1-mini,completion,1009,2026-06-06T05:02:29+05:30
0202b932-6b43-4489-8512-9724a036d470,fafdfd5d-ed33-468a-a6f4-71f210510533,2eea5881-c7aa-442d-8f26-3cac14960cdf,509714d7-5ac2-4582-bfa7-5a243e693be0,gpt-4.1,rerank,12462,2026-01-29T10:24:30+05:30
52ef9a4b-57dc-4395-a1fd-a8a017c1bc54,27975c78-6016-46e1-a850-3d0abbb73265,0e1717da-ff81-4427-bbb7-364cf54a62ba,bc98217d-b89f-467a-81a7-a051a4ca967b,gpt-4.1-mini,prompt,6456,2026-03-04T12:42:16+05:30
3700e9b2-2e04-4269-a9fe-629361c45a28,2a6d8163-f290-4ae1-a57e-6a81b94b9d1b,080e7c6f-3313-4f71-a312-697a29bdf475,dacf8ed7-8ed2-4a24-83b1-b59706a92024,claude-3.5-sonnet,prompt,2222,2026-04-04T03:52:55+05:30
7e7b41da-1ec1-4e82-b569-fb2c1164ee25,8952822a-8624-46aa-a561-8df67eb87ff5,1475f564-6f64-4231-9368-9e80e8ff6c45,738bd76a-e0e3-4a7c-8485-4d5b801df649,o4-mini,prompt,11109,2026-02-28T08:29:56+05:30
af7d73a5-3f7e-4966-8dc7-9be2c3cebf81,3113add7-876f-4dc1-94c6-a589a2960988,1d8303c8-3dad-4ebc-80e2-03bd6b04e088,7b9df0cc-fc7b-4416-b47c-6d04bb86172a,claude-3.5-sonnet,rerank,424,2025-10-04T08:47:30+05:30
333879f1-6573-4119-911d-29045abb2148,54f793f7-ad69-4365-81dc-7b9e6b0ec9f3,c1246fe4-898e-4836-a6dc-3ef0d18e9567,78b3c5d8-1f95-4616-9063-690dca8f1290,claude-3.5-sonnet,embedding,96,2026-05-22T11:56:00+05:30
9b471129-fde7-44f1-bdc9-ad6c6706ad5e,1b56879e-3e32-49eb-a70b-4602f1e75e16,22782d47-50bd-4ec3-a70f-76104151b427,75b8369e-043b-49c6-9f94-1a18d841e099,gpt-4.1,embedding,10667,2025-07-30T04:59:12+05:30
96e15dc1-85e5-4c15-b606-f915175125ab,be523e1f-2d9c-45a7-bc8f-ddada44efd9b,c35098bc-fe09-45ee-9d3c-c95b0803d87e,9a714dbc-f4ac-4ebd-bcf4-985d2b151135,claude-3.5-sonnet,prompt,10249,2025-09-09T12:21:10+05:30
81acc28a-c809-4813-a090-7c19e5f40794,c6a42bcc-4aad-4eda-a2fb-8444a61d0ae0,5747b586-d92d-4e8b-9288-d36ff9708143,9360355a-35e9-4bbf-bd5c-b1e979350e19,gpt-4.1,prompt,391,2026-05-17T10:50:48+05:30
9f0f45aa-4822-4f1f-878a-791db4760dd7,0d70ec6c-2712-4c28-9665-e7e142ccc8eb,3f2ab975-11d5-420e-82f8-670630cd0b2f,7768dd1a-1df4-4138-a8db-c4dd590d3e64,gpt-4.1-mini,prompt,590,2025-11-11T00:48:30+05:30
96ba6e04-0686-4ec6-83dc-422f78971563,14fc2d14-2244-4635-a05b-8817ba674b9a,1edf4fac-bb15-4156-b8f5-27d0cda78c84,e1691091-6844-4df1-ba01-655c2baf4373,gpt-4o-mini,embedding,7333,2026-03-15T02:26:59+05:30
13d91f89-48da-4853-aa5b-9bca9c3c489d,62bcc7bd-29dd-4e12-b6d6-befe48e54291,b14b28dd-872a-49ce-84b7-75d3b0bb4a7f,4f04aabf-a79e-42f4-822c-73e22e0292e3,gpt-4.1,completion,4984,2026-06-05T13:35:45+05:30
0e292b86-de30-4292-9502-6db53ae97a48,ed53833d-93ae-43e7-9051-ca9a3492cb47,37cf06d8-5f2a-42ed-85d2-49ff76c8e359,03c6e183-3cc2-44da-9adf-384cc27924e1,gpt-4o-mini,prompt,6787,2025-10-09T09:04:55+05:30
6dbf1d76-4c17-4096-9bc3-f72bf3613af8,5c2e3cb7-4894-449e-b57d-d635600f5f7d,13d5cc67-b9aa-44e0-a031-b06b0f5ce387,77b91810-d48a-40fa-baaa-79eee9f09ff2,gpt-4.1,rerank,12929,2025-11-05T15:50:13+05:30
80942f17-58b7-4464-9c7b-2729ba1159b7,3bb80306-c480-4c73-92c1-6e7f59726278,fbb3cc33-873b-4426-a613-1e02a52aeee4,c1c44fcc-d0ae-4c49-8a69-ff1067a96f97,o4-mini,rerank,7853,2026-04-18T11:50:57+05:30
a9a10e45-67a9-4232-9494-a3567210f137,09ddd99a-0d7b-403b-bea1-7e2cceef92c7,7dcc93c8-58f7-4d3b-a827-42e9c61e4f54,c70ec648-aa8e-422b-b255-c5eb7b99accb,o4-mini,prompt,13180,2025-08-14T09:39:41+05:30
358862ae-8ad0-41c7-be2f-70870050b16c,487f815c-ef2a-43d2-9d25-3f57a5e8c54b,0797f986-9441-45b6-80c4-9a869f8ff390,b7957f1d-31d3-49ab-bcc0-63db0166aa86,o4-mini,prompt,8092,2025-08-11T00:40:59+05:30
aea245d6-3f23-4b09-bcc6-d8f52e185bc8,abd1ef2e-e819-44cb-a237-474a94d7be84,2b00aef5-0bbe-4205-980a-7eee95d10554,9e6f1ef7-2c9b-480e-998f-8e10f1794df6,gpt-4o-mini,rerank,1290,2026-04-27T14:10:55+05:30
9a3255a2-2d29-4b38-b0b6-93e20a3efa82,08e4357e-b411-425e-b2c3-177592b5f0a6,abb16a97-2513-4006-acee-57c1a2026341,bb94bde5-092d-417e-951c-b5483b1a1dbe,gpt-4o-mini,completion,7410,2025-10-24T05:09:06+05:30
92819d5b-8d5e-4088-ba57-99e0f9bb66db,1c2a51b7-50fa-48c0-8ee7-c855612180fc,d23b74ff-2f14-4880-9fad-46483eac8365,9ec411a2-3183-41f1-b629-09da03d9d099,gpt-4o-mini,prompt,15676,2026-06-17T13:59:19+05:30
3578498c-5d09-48c7-b7c0-bd05b05944b7,741940b3-478f-4290-a976-44479316369d,e0ad1799-066a-417e-9008-32add4beea8f,7d3f1f74-ffb9-40c7-b3e0-6434da5ad8df,gpt-4.1,embedding,9459,2026-02-17T11:31:49+05:30
04983001-f2f7-40bc-bac3-ac424a77ecf7,7c2f9fce-069c-40c2-bd26-4779498878a7,035da849-65a1-4a30-ab9e-1c8c5aeb1bb7,e80fa64b-b857-4585-bbbb-8207294c0175,gpt-4.1-mini,prompt,13298,2025-09-29T09:36:19+05:30
25c367bc-e117-4964-b374-451fc6efbced,b3de0382-fc1f-4e52-b05c-8b46b02d613c,132996b1-a497-4654-b7e8-e3e4b4703f28,60082b2d-5849-4735-a038-f83a312548ab,claude-3.5-sonnet,prompt,9128,2026-05-10T14:52:16+05:30
0d457813-60ae-43d3-96f3-f8bd39123e1c,7c7c45a2-eac1-44a9-812b-5e8ec4eb27c5,5be7c08d-ec66-42b5-a8fe-e6c659ce33f4,f5d1c7a3-8bad-488b-9d85-a39db847ff58,gpt-4o-mini,embedding,10479,2025-12-25T01:59:15+05:30
