id,tenant_id,user_id,notification_type,title,body,payload,read_at,created_at
ef9f6f46-e12d-44e9-ad20-78d508362b44,02cfb883-ddf9-4fe2-9c26-37b53d3fc109,4a3bca77-6348-48e9-aaa6-3857d90cf3a2,report_ready,Report Ready,report ready notification for Emma Nair,"{""deep_link"":""/app/notifications/41"",""severity"":""info""}",2025-08-06T02:35:51+05:30,2025-08-06T02:20:51+05:30
0efaf197-fe2c-4d96-ae36-112029cd11b3,1c653bb5-7716-44f9-ba50-ef7b04062c32,5b0a5605-969c-4550-8799-1f037dd5efcf,security_alert,Security Alert,security alert notification for Harper Davis,"{""deep_link"":""/app/notifications/42"",""severity"":""info""}",2026-01-06T10:10:12+05:30,2026-01-06T07:35:12+05:30
5aee6f7a-5ce9-4709-9e42-9a527a5cc7e5,0f2b1d52-a454-4efd-9c2c-f0099b6ed92c,e6d73d3a-791e-430b-95ef-f20085867f00,billing_alert,Billing Alert,billing alert notification for Charlotte Kim,"{""deep_link"":""/app/notifications/43"",""severity"":""critical""}",2025-11-10T13:38:55+05:30,2025-11-10T13:11:55+05:30
0c8695e2-412a-42e2-aed2-d1d237b377b4,8abfb5d9-4288-4c20-a93f-4bd9bf6f5ec0,883c0359-c709-41a7-8263-e14f43acfef6,billing_alert,Billing Alert,billing alert notification for Neha Smith,"{""deep_link"":""/app/notifications/44"",""severity"":""critical""}",2025-09-06T15:52:56+05:30,2025-09-06T12:15:56+05:30
c80db1f6-4a1f-4043-8010-5484f44fba9a,8839bf5f-df56-47dd-ba47-147013d8dec8,6ee25486-8c3e-4cc4-91b0-29e5e234069c,task_assigned,Task Assigned,task assigned notification for Ava Scott,"{""deep_link"":""/app/notifications/45"",""severity"":""warning""}",2026-04-25T07:10:10+05:30,2026-04-25T04:53:10+05:30
0217867c-5a0b-4248-83b5-b22fc0de720f,5f1b5b6d-6274-4108-a2b8-89f261ec066d,b9a4afd2-1fad-4c64-a331-dd9d1e82c04d,report_ready,Report Ready,report ready notification for Fatima Khan,"{""deep_link"":""/app/notifications/46"",""severity"":""info""}",2025-08-12T08:34:08+05:30,2025-08-12T05:46:08+05:30
8f32747c-e020-4eb7-9e0e-c7edb67ba05f,ce273bcc-1ec5-4abe-8681-06387063ca9e,7c2e82e8-88db-4bee-ad85-1a8ad7758525,failed_job,Failed Job,failed job notification for Olivia Singh,"{""deep_link"":""/app/notifications/47"",""severity"":""warning""}",2025-12-28T07:59:11+05:30,2025-12-28T07:54:11+05:30
77bad31b-11de-4326-8639-12f6c2953882,b8774f84-bb5a-4bee-97de-89fb54316abe,976b564a-7198-45cf-88e3-7a818d4df7e1,mention,Mention,mention notification for Mateo Nair,"{""deep_link"":""/app/notifications/48"",""severity"":""warning""}",,2025-11-24T09:16:49+05:30
61caad5a-9dd2-4bfa-a3c5-3c0f94278b9d,c684d91a-6201-4bd2-9057-7e80cdcdd351,4d6e0933-0c80-4a17-bd7b-f15d0be50d72,billing_alert,Billing Alert,billing alert notification for Aditya Lee,"{""deep_link"":""/app/notifications/49"",""severity"":""warning""}",2025-09-29T14:03:14+05:30,2025-09-29T11:58:14+05:30
b2c74b9b-2fbe-4359-a2c9-d4267c649c5c,2f15628c-1810-4467-a2a1-151a0dea2cf6,e848ffd8-6e80-4588-88f1-245e28ee185a,billing_alert,Billing Alert,billing alert notification for Diya Gupta,"{""deep_link"":""/app/notifications/50"",""severity"":""warning""}",2025-09-17T23:01:05+05:30,2025-09-17T20:20:05+05:30
86fa215c-322e-4022-96e0-e7f78d08f993,39a80d82-897c-4af7-bb77-ba9a9700fbed,388885a5-2da7-457a-a317-0b975efe92e8,billing_alert,Billing Alert,billing alert notification for Leila Nair,"{""deep_link"":""/app/notifications/51"",""severity"":""info""}",2025-10-06T06:54:11+05:30,2025-10-06T06:39:11+05:30
49416f9b-346f-470a-b787-7706a847fb25,e7d10b76-1ec6-4ae7-a84d-b1deb75e0ef2,ede850cd-fc41-404c-973d-f88bd7952f0f,report_ready,Report Ready,report ready notification for Meera Rao,"{""deep_link"":""/app/notifications/52"",""severity"":""info""}",2025-06-25T02:45:38+05:30,2025-06-25T00:16:38+05:30
b0fe487c-8c91-4c2e-8042-0c35b569d66c,51b963e8-8d1d-4ce9-a27e-30659a8f7bb4,9119c80c-7ff3-42f2-bd76-892de077238a,mention,Mention,mention notification for Amelia Walker,"{""deep_link"":""/app/notifications/53"",""severity"":""critical""}",2025-11-18T13:43:02+05:30,2025-11-18T10:51:02+05:30
2cf108ad-876c-458f-92cd-114306f8653d,4debaf3a-418d-437b-9518-716876df32b3,69be7fe2-4192-4f73-b917-7517d62d7efd,report_ready,Report Ready,report ready notification for Charlotte Young,"{""deep_link"":""/app/notifications/54"",""severity"":""critical""}",2026-04-08T15:53:50+05:30,2026-04-08T15:50:50+05:30
76c0ac29-6fc0-4cf6-8cc0-5e8bdd583b2f,bde77204-3168-471d-bcc9-710de5224e45,2e68ae36-ff5c-41d1-8ad8-49b322ca3d3a,report_ready,Report Ready,report ready notification for Amir Scott,"{""deep_link"":""/app/notifications/55"",""severity"":""warning""}",2025-10-17T15:32:33+05:30,2025-10-17T12:42:33+05:30
86a285a0-0aed-409a-bed8-fc73b2100f7a,36d7d52a-c0c9-4e4a-b43d-4dbdddda18fd,4a7fcaf4-779e-49d2-b37e-8fea71e5e40d,mention,Mention,mention notification for Ethan Thomas,"{""deep_link"":""/app/notifications/56"",""severity"":""info""}",2026-06-14T04:07:20+05:30,2026-06-14T03:54:20+05:30
693fa583-972b-4526-be2c-f0720931865f,b447395e-d2fa-4597-a7ad-cf3a02ca56c3,28f3c629-a3a4-450a-92ea-dd99cc0cf63b,failed_job,Failed Job,failed job notification for Isabella Rodriguez,"{""deep_link"":""/app/notifications/57"",""severity"":""critical""}",2026-04-16T18:55:18+05:30,2026-04-16T15:31:18+05:30
ad3de241-6607-4e2c-bdcf-57701831cfa9,e4f5f206-9232-429b-9d18-71e1e2b744b7,1b27c0b3-fee1-4268-b881-845a396a97f3,billing_alert,Billing Alert,billing alert notification for Olivia Lee,"{""deep_link"":""/app/notifications/58"",""severity"":""critical""}",,2025-07-15T10:06:10+05:30
b1ed6df4-0a66-49be-b132-b699c743df7b,00ec8e25-467e-40ca-912b-f8de033d67a1,01eb4114-7623-49f1-a7df-40661c2eba2e,security_alert,Security Alert,security alert notification for Charlotte Singh,"{""deep_link"":""/app/notifications/59"",""severity"":""critical""}",2026-04-14T05:46:55+05:30,2026-04-14T04:26:55+05:30
165d0017-b21b-4fb4-b760-070fb94da04a,409ca701-1e45-4f57-af28-243b7c871082,f4000ee4-083f-41b4-8ff9-d7285ac79a80,failed_job,Failed Job,failed job notification for Ishaan Wright,"{""deep_link"":""/app/notifications/60"",""severity"":""info""}",2026-04-10T11:52:30+05:30,2026-04-10T10:07:30+05:30
a98aabf4-77a2-431c-ba48-6f5cc16867b9,be398612-4497-445e-99d8-b482355aa54b,80bb5fd3-629c-4d48-9f3a-57c45c9eae75,billing_alert,Billing Alert,billing alert notification for Priya Smith,"{""deep_link"":""/app/notifications/61"",""severity"":""info""}",,2025-10-02T01:55:17+05:30
4d75ac07-ba38-4d21-928d-f878813ab217,ee9b6f7e-a33c-4a8d-b6d7-72305f877204,df034ad8-684e-41a0-b6f6-78255e2bc183,mention,Mention,mention notification for Nora Rao,"{""deep_link"":""/app/notifications/62"",""severity"":""info""}",2025-12-22T03:08:32+05:30,2025-12-22T01:13:32+05:30
04c88818-df41-4a8d-8e95-6a15dc238796,ab2c6fba-31c8-4d95-92d8-bf726c6fe33e,3b8039dc-3f86-4b9e-815d-86f966ca55c8,security_alert,Security Alert,security alert notification for Riya Young,"{""deep_link"":""/app/notifications/63"",""severity"":""info""}",,2025-07-16T13:58:24+05:30
4c06957b-b63e-46ce-991c-754b4430ab0f,f4cea05a-e558-4339-aa49-6ab5d5d08408,17f248db-ee64-47bc-8cc9-f6205e9bf6a9,billing_alert,Billing Alert,billing alert notification for Aiden Wilson,"{""deep_link"":""/app/notifications/64"",""severity"":""critical""}",2026-04-19T04:24:58+05:30,2026-04-19T01:16:58+05:30
bd151011-f7e1-456d-b3c4-efb89978c40d,169133ec-46c0-4a04-9212-c1249f5b6e18,9ac8d781-8da4-4aae-bdde-b8ce1cc5d146,task_assigned,Task Assigned,task assigned notification for Owen Patel,"{""deep_link"":""/app/notifications/65"",""severity"":""critical""}",2026-05-09T12:20:31+05:30,2026-05-09T11:26:31+05:30
61254062-6edd-40da-97a4-d9eda0f44269,f9ed1fe3-6bc1-4862-8108-db199c0d28e6,2d77201c-1fa7-4819-a913-346c1f4e2850,billing_alert,Billing Alert,billing alert notification for Nikhil Chen,"{""deep_link"":""/app/notifications/66"",""severity"":""info""}",,2026-01-06T22:07:10+05:30
27894ba1-6cec-40ea-ace8-3e42497d777a,4b1a525a-4d4c-44c0-bd8b-921052b21163,65dde956-fb82-4bd8-b73d-f2bfe8ff92ce,failed_job,Failed Job,failed job notification for Ethan Rodriguez,"{""deep_link"":""/app/notifications/67"",""severity"":""info""}",2025-09-15T05:01:09+05:30,2025-09-15T01:58:09+05:30
f4368659-2831-4e8a-8741-282c0b7c7926,ad580088-3a93-4520-acae-d9c4cc4cb36f,55874e4e-fe2c-4812-8637-8321f38e814b,task_assigned,Task Assigned,task assigned notification for Owen Brown,"{""deep_link"":""/app/notifications/68"",""severity"":""info""}",2025-07-08T08:32:18+05:30,2025-07-08T05:18:18+05:30
8d733974-37d1-49f0-a04d-4c9f475d4c45,361a8755-e510-4402-9875-1df8dae09227,90a44aec-4e1a-4696-a761-d57403d2b48c,task_assigned,Task Assigned,task assigned notification for Ethan Mehta,"{""deep_link"":""/app/notifications/69"",""severity"":""critical""}",2025-07-28T04:51:33+05:30,2025-07-28T03:17:33+05:30
5a769803-ba5b-4ad4-b559-c76ce398a1e3,c2516d1a-057c-440b-ab9e-8a7e7b05efc3,e40533c2-9d72-4b23-9268-6b2517b2b7d3,security_alert,Security Alert,security alert notification for Ananya Wilson,"{""deep_link"":""/app/notifications/70"",""severity"":""info""}",,2025-11-26T10:16:51+05:30
c188ff33-db56-48b6-bedd-fceaaae98052,871d2ccf-4e7c-4b10-88b7-93f135d44b57,3cd7d563-1513-4bac-bce6-2b3cce8d12fc,failed_job,Failed Job,failed job notification for Zara Sharma,"{""deep_link"":""/app/notifications/71"",""severity"":""info""}",2025-09-21T10:16:03+05:30,2025-09-21T08:04:03+05:30
9059b86c-816d-4173-a131-c0e92a430ce4,85afc831-fd20-4dd1-bfca-8833c66dd3d4,10aa8dae-356c-441b-bc09-04e808cd70d0,security_alert,Security Alert,security alert notification for Mia Reddy,"{""deep_link"":""/app/notifications/72"",""severity"":""info""}",2025-11-18T10:00:12+05:30,2025-11-18T06:11:12+05:30
a439ac96-06e2-4b87-9f9b-080ab885c692,d6823764-9638-4efa-86ea-633ba9762a5e,0f262826-6d62-4b17-9cce-ab7e470f1b81,task_assigned,Task Assigned,task assigned notification for Aditya Lee,"{""deep_link"":""/app/notifications/73"",""severity"":""info""}",2026-02-18T11:51:18+05:30,2026-02-18T11:46:18+05:30
18bd8a33-b146-4a5c-9f27-ffe80df24792,98f32f05-e9df-41ef-9e78-1f9016f60688,68e1e3ca-7e1d-4b6b-a8f2-571312e3c375,billing_alert,Billing Alert,billing alert notification for Nora Martinez,"{""deep_link"":""/app/notifications/74"",""severity"":""warning""}",2025-08-27T09:52:38+05:30,2025-08-27T07:35:38+05:30
2dff23fc-9055-4465-b112-80356538b682,0e794acb-d01c-468b-919c-2f04d9d09c70,ee5c8ff9-8bfc-4b43-81de-5fd5782a39e4,failed_job,Failed Job,failed job notification for Aiden Green,"{""deep_link"":""/app/notifications/75"",""severity"":""warning""}",,2025-09-26T15:36:41+05:30
db98d49f-7805-46e1-b0b0-e3181cae55be,75bf9e29-12d7-4e07-9355-7133667abf2c,b73db983-1f3c-4f35-92c1-5a3eb5c9c688,billing_alert,Billing Alert,billing alert notification for Amir Smith,"{""deep_link"":""/app/notifications/76"",""severity"":""critical""}",2026-01-25T06:19:16+05:30,2026-01-25T03:59:16+05:30
69fe092b-a65d-441e-b091-51f973be17ec,9d2792c3-5c1d-4615-8cbd-1e43efdeb83f,cc8554e8-aaad-45ec-aa8c-0e5aaca9ddb9,task_assigned,Task Assigned,task assigned notification for Amelia Mehta,"{""deep_link"":""/app/notifications/77"",""severity"":""critical""}",2026-02-25T06:32:33+05:30,2026-02-25T05:54:33+05:30
c557d42c-8a3a-4081-a9ec-ee621b95f2f8,179b66c1-a622-4a96-baaa-7879d417d27f,a01c65b2-6535-4053-a9db-0c62f035ab1b,report_ready,Report Ready,report ready notification for Ananya Green,"{""deep_link"":""/app/notifications/78"",""severity"":""critical""}",,2025-06-25T06:24:10+05:30
02cf5e09-9e9b-4a1c-9c68-87b6197d9188,dd4feba1-bb01-488d-b6b9-47a8da4c38e4,9cc906da-4cb6-426a-ad7c-9b833b6fd9fb,report_ready,Report Ready,report ready notification for Nikhil Patel,"{""deep_link"":""/app/notifications/79"",""severity"":""info""}",2026-06-20T07:57:55+05:30,2026-06-20T06:11:55+05:30
2116aef3-4ead-47a6-94ad-f3239fb835c7,5eff4d7f-040f-4e8f-942a-7626bc5c0ab3,ab92fa08-2506-49aa-a710-411e1d12a01d,mention,Mention,mention notification for Arjun Davis,"{""deep_link"":""/app/notifications/80"",""severity"":""info""}",2026-03-05T00:36:41+05:30,2026-03-04T22:54:41+05:30
9dc9b814-8685-4b5c-96e6-47971dd31641,89827778-8023-403f-80ee-dd9543357da1,8e5cdc96-3a30-4044-bd14-6b0add4311cd,mention,Mention,mention notification for Meera Patel,"{""deep_link"":""/app/notifications/81"",""severity"":""info""}",,2025-12-13T13:40:53+05:30
60c89ec0-f494-43fd-9132-fcf690dac7c7,9cfb8fbe-5e6b-4c05-afb3-86bdfac8f705,366eef3a-0efc-4056-8422-76fc43748daf,task_assigned,Task Assigned,task assigned notification for Nikhil Gupta,"{""deep_link"":""/app/notifications/82"",""severity"":""critical""}",,2025-09-16T07:52:57+05:30
